Time,Price,%,SD
11/03 10:21,"1,492.99",0.79,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
1296,1800,1550,1730,1490,1330,1310,1470,2179
851,1210,1090,1170,1500,1760,1730,1910,2728
527,770,650,730,1510,2340,2300,2430,3413
302,450,410,430,1520,3030,3000,3140,4189
170,260,230,240,1530,3830,3830,3940,4987
94,140,125,130,1540,4720,4690,4840,5914
Time,Price,%,SD
11/03 10:51,"1,493.87",0.85,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4840,1450,430,430,590,873
3217,4040,3900,3980,1460,580,570,750,1091
2503,3220,2960,3160,1470,760,750,960,1373
1853,2460,2100,2400,1480,1000,980,1310,1706
1296,1800,1550,1730,1490,1330,1310,1470,2179
851,1210,1090,1170,1500,1760,1730,1910,2728
527,770,650,730,1510,2340,2300,2430,3413
302,450,410,430,1520,3030,3000,3140,4189
170,260,230,240,1530,3830,3830,3940,4987
94,140,125,130,1540,4720,4690,4840,5914
Time,Price,%,SD
11/03 10:53,"1,493.87",0.85,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4840,1450,430,430,590,873
3217,4040,3900,3980,1460,580,570,750,1091
2503,3220,2960,3160,1470,760,750,960,1373
1853,2460,2100,2400,1480,1000,980,1310,1706
1296,1800,1550,1730,1490,1330,1310,1470,2179
851,1210,1090,1170,1500,1760,1730,1910,2728
527,770,650,730,1510,2340,2300,2430,3413
302,450,410,430,1520,3030,3000,3140,4189
170,260,230,240,1530,3830,3830,3940,4987
94,140,125,130,1540,4720,4690,4840,5914
Time,Price,%,SD
11/03 10:55,"1,493.82",0.84,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4810,1450,450,430,590,873
3217,4040,3900,3900,1460,590,570,750,1091
2503,3220,2960,3140,1470,760,750,960,1373
1853,2460,2100,2370,1480,1010,980,1310,1706
1296,1800,1550,1720,1490,1340,1310,1470,2179
851,1210,1090,1160,1500,1770,1730,1910,2728
527,770,650,710,1510,2360,2300,2430,3413
302,450,410,420,1520,3070,3000,3140,4189
170,260,230,230,1530,3850,3830,3940,4987
94,140,125,130,1540,4810,4690,4840,5914
Time,Price,%,SD
11/03 10:57,"1,493.82",0.84,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4840,1450,440,430,590,873
3217,4040,3900,3900,1460,580,570,750,1091
2503,3220,2960,3130,1470,760,750,960,1373
1853,2460,2100,2370,1480,1000,980,1310,1706
1296,1800,1550,1710,1490,1330,1310,1470,2179
851,1210,1090,1150,1500,1770,1730,1910,2728
527,770,650,720,1510,2340,2300,2430,3413
302,450,410,420,1520,3040,3000,3140,4189
170,260,230,230,1530,3860,3830,3940,4987
94,140,125,130,1540,4730,4690,4840,5914
Time,Price,%,SD
11/03 10:59,"1,493.82",0.84,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4840,1450,440,430,590,873
3217,4040,3900,3900,1460,580,570,750,1091
2503,3220,2960,3130,1470,760,750,960,1373
1853,2460,2100,2370,1480,1000,980,1310,1706
1296,1800,1550,1710,1490,1330,1310,1470,2179
851,1210,1090,1150,1500,1770,1730,1910,2728
527,770,650,720,1510,2340,2300,2430,3413
302,450,410,420,1520,3040,3000,3140,4189
170,260,230,230,1530,3860,3830,3940,4987
94,140,125,130,1540,4730,4690,4840,5914
Time,Price,%,SD
11/03 11:01,"1,494.15",0.86,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4840,1450,440,430,590,873
3217,4040,3900,3900,1460,580,570,750,1091
2503,3220,2960,3130,1470,760,750,960,1373
1853,2460,2100,2370,1480,1000,980,1310,1706
1296,1800,1550,1710,1490,1330,1310,1470,2179
851,1210,1090,1150,1500,1770,1730,1910,2728
527,770,650,720,1510,2340,2300,2430,3413
302,450,410,420,1520,3040,3000,3140,4189
170,260,230,230,1530,3860,3830,3940,4987
94,140,125,130,1540,4730,4690,4840,5914
Time,Price,%,SD
11/03 11:05,"1,493.76",0.84,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4810,1450,450,430,590,873
3217,4040,3900,3910,1460,580,570,750,1091
2503,3220,2960,3110,1470,770,750,960,1373
1853,2460,2100,2360,1480,1010,980,1310,1706
1296,1800,1550,1690,1490,1350,1310,1470,2179
851,1210,1090,1130,1500,1800,1730,1910,2728
527,770,650,700,1510,2360,2300,2430,3413
302,450,410,420,1520,3070,3000,3140,4189
170,260,230,230,1530,3890,3830,3940,4987
94,140,125,130,1540,4730,4690,4840,5914
Time,Price,%,SD
11/03 11:09,"1,493.76",0.84,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,450,430,590,873
3217,4040,3900,3900,1460,590,570,750,1091
2503,3220,2960,3100,1470,780,750,960,1373
1853,2460,2100,2320,1480,1030,980,1310,1706
1296,1800,1550,1670,1490,1370,1310,1470,2179
851,1210,1090,1120,1500,1810,1730,1910,2728
527,770,650,710,1510,2390,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,230,230,1530,3920,3830,3940,4987
94,140,125,125,1540,4810,4690,4840,5914
Time,Price,%,SD
11/03 11:11,"1,492.55",0.76,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,450,430,590,873
3217,4040,3900,3900,1460,590,570,750,1091
2503,3220,2960,3100,1470,780,750,960,1373
1853,2460,2100,2320,1480,1030,980,1310,1706
1296,1800,1550,1670,1490,1370,1310,1470,2179
851,1210,1090,1120,1500,1810,1730,1910,2728
527,770,650,710,1510,2390,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,230,230,1530,3920,3830,3940,4987
94,140,125,125,1540,4810,4690,4840,5914
Time,Price,%,SD
11/03 11:13,"1,492.55",0.76,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,450,430,590,873
3217,4040,3900,3900,1460,590,570,750,1091
2503,3220,2960,3100,1470,780,750,960,1373
1853,2460,2100,2320,1480,1030,980,1310,1706
1296,1800,1550,1670,1490,1370,1310,1470,2179
851,1210,1090,1120,1500,1810,1730,1910,2728
527,770,650,710,1510,2390,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,220,230,1530,3920,3830,3940,4987
94,140,125,125,1540,4810,4690,4840,5914
Time,Price,%,SD
11/03 11:17,"1,493.16",0.80,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4780,1450,440,430,590,873
3217,4040,3900,3900,1460,580,570,750,1091
2503,3220,2960,3070,1470,770,750,960,1373
1853,2460,2100,2340,1480,1020,980,1310,1706
1296,1800,1550,1670,1490,1350,1310,1470,2179
851,1210,1090,1120,1500,1820,1730,1910,2728
527,770,650,710,1510,2380,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,220,230,1530,3930,3830,3940,4987
94,140,125,125,1540,4810,4690,4840,5914
Time,Price,%,SD
11/03 11:21,"1,493.39",0.81,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4770,1450,440,430,590,873
3217,4040,3900,3900,1460,580,570,750,1091
2503,3220,2960,3100,1470,750,750,960,1373
1853,2460,2100,2340,1480,1000,980,1310,1706
1296,1800,1550,1680,1490,1340,1310,1470,2179
851,1210,1090,1120,1500,1800,1730,1910,2728
527,770,650,700,1510,2370,2300,2430,3413
302,0,0,410,1520,3080,3000,3140,4189
170,260,220,220,1530,3890,3830,3940,4987
94,140,125,130,1540,4810,4690,4840,5914
Time,Price,%,SD
11/03 11:23,"1,493.39",0.81,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4770,1450,440,430,590,873
3217,4040,3900,3900,1460,580,570,750,1091
2503,3220,2960,3100,1470,750,750,960,1373
1853,2460,2100,2340,1480,1000,980,1310,1706
1296,1800,1550,1680,1490,1340,1310,1470,2179
851,1210,1090,1130,1500,1790,1730,1910,2728
527,770,650,710,1510,2370,2300,2430,3413
302,450,410,410,1520,3070,3000,3140,4189
170,260,220,230,1530,3890,3830,3940,4987
94,140,125,125,1540,4810,4690,4840,5914
Time,Price,%,SD
11/03 11:25,"1,493.39",0.81,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4770,1450,440,430,590,873
3217,4040,3900,3900,1460,580,570,750,1091
2503,3220,2960,3100,1470,750,750,960,1373
1853,2460,2100,2340,1480,1000,980,1310,1706
1296,1800,1550,1680,1490,1340,1310,1470,2179
851,1210,1090,1130,1500,1790,1730,1910,2728
527,770,650,710,1510,2370,2300,2430,3413
302,450,410,410,1520,3070,3000,3140,4189
170,260,220,230,1530,3890,3830,3940,4987
94,140,125,125,1540,4810,4690,4840,5914
Time,Price,%,SD
11/03 11:33,"1,493.11",0.79,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4780,1450,440,430,590,873
3217,4040,3900,3900,1460,570,570,750,1091
2503,3220,2960,3070,1470,760,750,960,1373
1853,2460,2100,2330,1480,1010,980,1310,1706
1296,1800,1550,1670,1490,1340,1310,1470,2179
851,1210,1090,1120,1500,1780,1730,1910,2728
527,770,650,700,1510,2370,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,220,230,1530,3900,3830,3940,4987
94,140,125,130,1540,4810,4690,4840,5914
Time,Price,%,SD
11/03 11:45,"1,493.54",0.82,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3900,3900,1460,580,570,750,1091
2503,3220,2960,3080,1470,760,750,960,1373
1853,2460,2100,2330,1480,1020,980,1310,1706
1296,1800,1550,1670,1490,1340,1310,1470,2179
851,1210,1090,1110,1500,1790,1730,1910,2728
527,770,650,690,1510,2370,2300,2430,3413
302,450,410,410,1520,3110,3000,3140,4189
170,260,220,230,1530,3930,3830,3940,4987
94,140,125,125,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 11:47,"1,493.54",0.82,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3900,3900,1460,580,570,750,1091
2503,3220,2960,3080,1470,760,750,960,1373
1853,2460,2100,2330,1480,1020,980,1310,1706
1296,1800,1550,1670,1490,1340,1310,1470,2179
851,1210,1090,1110,1500,1790,1730,1910,2728
527,770,650,690,1510,2370,2300,2430,3413
302,450,410,410,1520,3110,3000,3140,4189
170,260,220,230,1530,3930,3830,3940,4987
94,140,125,125,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 11:49,"1,493.54",0.82,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3900,3910,1460,570,570,750,1091
2503,3220,2960,3080,1470,750,750,960,1373
1853,2460,2100,2330,1480,990,980,1310,1706
1296,1800,1550,1670,1490,1340,1310,1470,2179
851,1210,1090,1120,1500,1780,1730,1910,2728
527,770,650,690,1510,2370,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,240,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 11:55,"1,493.09",0.79,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3900,3910,1460,560,560,750,1091
2503,3220,2960,3060,1470,750,750,960,1373
1853,2460,2100,2310,1480,1000,980,1310,1706
1296,1800,1550,1660,1490,1340,1310,1470,2179
851,1210,1090,1110,1500,1800,1730,1910,2728
527,770,650,690,1510,2380,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,230,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 11:57,"1,493.09",0.79,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3900,3880,1460,580,560,750,1091
2503,3220,2960,3060,1470,760,750,960,1373
1853,2460,2100,2310,1480,1010,980,1310,1706
1296,1800,1550,1650,1490,1360,1310,1470,2179
851,1210,1090,1100,1500,1800,1730,1910,2728
527,770,650,690,1510,2390,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,220,230,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:01,"1,493.15",0.80,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3880,1460,580,560,750,1091
2503,3220,2960,3060,1470,760,750,960,1373
1853,2460,2100,2310,1480,1010,980,1310,1706
1296,1800,1550,1650,1490,1360,1310,1470,2179
851,1210,1090,1100,1500,1800,1730,1910,2728
527,770,650,690,1510,2390,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,220,230,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:05,"1,493.42",0.81,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,430,430,590,873
3217,4040,3870,3870,1460,570,560,750,1091
2503,3220,2960,3060,1470,760,750,960,1373
1853,2460,2100,2310,1480,1010,980,1310,1706
1296,1800,1550,1650,1490,1350,1310,1470,2179
851,1210,1090,1100,1500,1800,1730,1910,2728
527,770,650,690,1510,2390,2300,2430,3413
302,450,410,410,1520,3090,3000,3140,4189
170,260,220,230,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:07,"1,493.42",0.81,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,430,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3100,1470,750,740,960,1373
1853,2460,2100,2320,1480,990,980,1310,1706
1296,1800,1550,1670,1490,1330,1310,1470,2179
851,1210,1090,1120,1500,1770,1730,1910,2728
527,770,650,700,1510,2370,2300,2430,3413
302,450,410,410,1520,3060,3000,3140,4189
170,260,220,240,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:11,"1,493.66",0.83,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,430,430,590,873
3217,4040,3900,3910,1460,570,560,750,1091
2503,3220,2960,3100,1470,750,740,960,1373
1853,2460,2100,2320,1480,990,980,1310,1706
1296,1800,1550,1670,1490,1330,1310,1470,2179
851,1210,1090,1120,1500,1770,1730,1910,2728
527,770,650,700,1510,2370,2300,2430,3413
302,450,410,410,1520,3060,3000,3140,4189
170,260,220,240,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:13,"1,493.66",0.83,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,430,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3100,1470,750,740,960,1373
1853,2460,2100,2330,1480,1000,980,1310,1706
1296,1800,1550,1670,1490,1340,1310,1470,2179
851,1210,1090,1110,1500,1790,1730,1910,2728
527,770,650,700,1510,2360,2300,2430,3413
302,450,410,410,1520,3060,3000,3140,4189
170,260,220,240,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:15,"1,493.66",0.83,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,430,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3100,1470,750,740,960,1373
1853,2460,2100,2330,1480,1000,980,1310,1706
1296,1800,1550,1670,1490,1340,1310,1470,2179
851,1210,1090,1110,1500,1790,1730,1910,2728
527,770,650,700,1510,2360,2300,2430,3413
302,450,410,410,1520,3060,3000,3140,4189
170,260,220,240,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:17,"1,493.49",0.82,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3080,1470,760,740,960,1373
1853,2460,2100,2340,1480,1000,980,1310,1706
1296,1800,1550,1680,1490,1340,1310,1470,2179
851,1210,1090,1120,1500,1780,1730,1910,2728
527,770,650,700,1510,2360,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,240,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:19,"1,493.49",0.82,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3080,1470,760,740,960,1373
1853,2460,2100,2340,1480,1000,980,1310,1706
1296,1800,1550,1680,1490,1340,1310,1470,2179
851,1210,1090,1120,1500,1780,1730,1910,2728
527,770,650,700,1510,2360,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,240,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:21,"1,493.09",0.79,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,0,0,3080,1470,760,740,960,1373
1853,2460,2100,2340,1480,1000,980,1310,1706
1296,1800,1550,1680,1490,1340,1310,1470,2179
851,1210,1090,1120,1500,1780,1730,1910,2728
527,770,650,700,1510,2360,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,240,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:23,"1,493.09",0.79,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3080,1470,760,740,960,1373
1853,2460,2100,2340,1480,1000,980,1310,1706
1296,1800,1550,1680,1490,1340,1310,1470,2179
851,1210,1090,1120,1500,1780,1730,1910,2728
527,770,650,700,1510,2360,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,240,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:25,"1,493.26",0.80,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3080,1470,750,740,960,1373
1853,2460,2100,2330,1480,1000,980,1310,1706
1296,1800,1550,1670,1490,1340,1310,1470,2179
851,1210,1090,1120,1500,1780,1730,1910,2728
527,770,650,700,1510,2360,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,230,1530,3930,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:27,"1,493.26",0.80,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3070,1470,760,740,960,1373
1853,2460,2100,2330,1480,1010,980,1310,1706
1296,1800,1550,1670,1490,1350,1310,1470,2179
851,1210,1090,1120,1500,1800,1730,1910,2728
527,770,650,700,1510,2380,2300,2430,3413
302,450,410,410,1520,3090,3000,3140,4189
170,260,220,240,1530,3920,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:29,"1,493.26",0.80,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3070,1470,760,740,960,1373
1853,2460,2100,2330,1480,1010,980,1310,1706
1296,1800,1550,1670,1490,1350,1310,1470,2179
851,1210,1090,1120,1500,1800,1730,1910,2728
527,770,650,700,1510,2380,2300,2430,3413
302,450,410,410,1520,3090,3000,3140,4189
170,260,220,240,1530,3920,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:31,"1,493.17",0.80,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3910,1460,570,560,750,1091
2503,3220,2960,3070,1470,760,740,960,1373
1853,2460,2100,2330,1480,1010,980,1310,1706
1296,1800,1550,1670,1490,1350,1310,1470,2179
851,1210,1090,1120,1500,1800,1730,1910,2728
527,770,650,700,1510,2380,2300,2430,3413
302,450,410,410,1520,3090,3000,3140,4189
170,260,220,240,1530,3920,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:33,"1,493.17",0.80,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3900,1460,580,560,750,1091
2503,3220,2960,3070,1470,760,740,960,1373
1853,2460,2100,2330,1480,1010,980,1310,1706
1296,1800,1550,1670,1490,1350,1310,1470,2179
851,1210,1090,1120,1500,1800,1730,1910,2728
527,770,650,700,1510,2380,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,240,1530,3920,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:35,"1,492.86",0.78,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3900,1460,580,560,750,1091
2503,3220,2960,3070,1470,760,740,960,1373
1853,2460,2100,2330,1480,1010,980,1310,1706
1296,1800,1550,1670,1490,1350,1310,1470,2179
851,1210,1090,1120,1500,1800,1730,1910,2728
527,770,650,700,1510,2380,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,240,1530,3920,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:37,"1,492.86",0.78,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3900,1460,580,560,750,1091
2503,3220,2960,3070,1470,760,740,960,1373
1853,2460,2100,2330,1480,1010,980,1310,1706
1296,1800,1550,1670,1490,1350,1310,1470,2179
851,1210,1090,1120,1500,1800,1730,1910,2728
527,770,650,700,1510,2380,2300,2430,3413
302,450,410,410,1520,3080,3000,3140,4189
170,260,220,240,1530,3920,3830,3940,4987
94,140,125,130,1540,4840,4690,4840,5914
Time,Price,%,SD
11/03 12:41,"1,493.06",0.79,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3900,1460,580,560,750,1091
2503,3220,2960,3060,1470,760,740,960,1373
1853,2460,2100,2330,1480,1020,980,1310,1706
1296,1800,1550,1660,1490,1360,1310,1470,2179
851,1210,1090,1120,1500,1810,1730,1910,2728
527,770,650,700,1510,2380,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,220,230,1530,3920,3830,3940,4987
94,140,125,130,1540,4820,4690,4840,5914
Time,Price,%,SD
11/03 12:43,"1,493.06",0.79,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3900,1460,580,560,750,1091
2503,3220,2960,3060,1470,760,740,960,1373
1853,2460,2100,2330,1480,1020,980,1310,1706
1296,1800,1550,1670,1490,1350,1310,1470,2179
851,1210,1090,1120,1500,1810,1730,1910,2728
527,770,650,700,1510,2380,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,220,230,1530,3920,3830,3940,4987
94,140,125,130,1540,4830,4690,4840,5914
Time,Price,%,SD
11/03 12:45,"1,493.15",0.80,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,440,430,590,873
3217,4040,3870,3900,1460,580,560,750,1091
2503,3220,2960,3060,1470,760,740,960,1373
1853,2460,2100,2330,1480,1020,980,1310,1706
1296,1800,1550,1670,1490,1350,1310,1470,2179
851,1210,1090,1120,1500,1810,1730,1910,2728
527,770,650,700,1510,2380,2300,2430,3413
302,450,410,410,1520,3100,3000,3140,4189
170,260,220,230,1530,3920,3830,3940,4987
94,140,125,130,1540,4830,4690,4840,5914
Time,Price,%,SD
11/03 12:47,"1,493.15",0.80,10.43
Base,High,Low,CALL,,PUT,Low,High,Base
4021,4860,4750,4760,1450,430,430,590,873
