Time,Price,%,SD
28/03 09:44,"1,438.00",-0.72,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
3745,3000,2900,2930,1410,86,66,94,44
2817,2100,1910,2000,1420,150,115,220,78
1910,1600,1090,1130,1430,280,250,330,134
1050,520,410,460,1440,610,540,670,290
401,140,60,96,1450,1250,1140,1300,638
141,48,20,30,1460,2140,2060,2230,1365
43,16,6,12,1470,3160,3050,3200,2264
18,8,5,5,1480,4160,4130,4170,3250
Time,Price,%,SD
28/03 10:07,"1,437.67",-0.75,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,26,20,30,17
4824,4010,3870,3910,1400,46,34,48,31
3745,3000,2900,2930,1410,86,66,94,44
2817,2100,1910,2000,1420,150,115,220,78
1910,1600,1090,1130,1430,280,250,330,134
1050,520,410,460,1440,610,540,670,290
401,140,60,96,1450,1250,1140,1300,638
141,48,20,30,1460,2140,2060,2230,1365
43,16,6,12,1470,3160,3050,3200,2264
18,8,5,5,1480,4160,4130,4170,3250
Time,Price,%,SD
28/03 10:11,"1,438.90",-0.66,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,20,15,30,17
4824,4020,3870,3910,1400,38,28,48,31
3745,3000,2900,2970,1410,76,54,94,44
2817,2100,1910,2010,1420,145,105,220,78
1910,1600,1090,1150,1430,280,250,330,134
1050,530,410,470,1440,590,500,670,290
401,140,60,98,1450,1210,1110,1300,638
141,48,20,28,1460,2160,2020,2230,1365
43,16,6,12,1470,3100,3000,3200,2264
18,8,5,6,1480,4130,4000,4190,3250
Time,Price,%,SD
28/03 10:13,"1,438.90",-0.66,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,15,15,30,17
4824,4020,3870,4020,1400,28,28,48,31
3745,3000,2900,2910,1410,54,54,94,44
2817,2100,1910,2100,1420,110,105,220,78
1910,1600,1090,1200,1430,240,220,330,134
1050,530,410,510,1440,520,500,670,290
401,140,60,120,1450,1130,1110,1300,638
141,48,20,32,1460,2040,2020,2230,1365
43,16,6,13,1470,3030,3000,3200,2264
18,8,5,6,1480,4000,4000,4190,3250
Time,Price,%,SD
28/03 10:15,"1,438.12",-0.72,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,15,15,30,17
4824,4020,3870,4020,1400,28,28,48,31
3745,3000,2900,2910,1410,54,54,94,44
2817,2100,1910,2100,1420,110,105,220,78
1910,1600,1090,1200,1430,240,220,330,134
1050,530,410,510,1440,520,500,670,290
401,140,60,120,1450,1130,1110,1300,638
141,48,20,32,1460,2040,2020,2230,1365
43,16,6,13,1470,3030,3000,3200,2264
18,8,5,6,1480,4000,4000,4190,3250
Time,Price,%,SD
28/03 10:19,"1,438.12",-0.72,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,13,11,30,17
4824,4030,3870,3900,1400,26,24,48,31
3745,3060,2900,2960,1410,60,54,94,44
2817,2100,1910,2040,1420,115,105,220,78
1910,1600,1090,1140,1430,250,220,330,134
1050,530,410,480,1440,580,500,670,290
401,140,60,115,1450,1220,1110,1300,638
141,48,20,34,1460,2140,2020,2230,1365
43,16,6,11,1470,3120,3000,3200,2264
18,8,3,4,1480,4110,0,0,3250
Time,Price,%,SD
28/03 10:27,"1,438.17",-0.71,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,9,9,30,17
4824,4030,3870,3950,1400,19,19,48,31
3745,3060,2900,2970,1410,44,44,94,44
2817,2100,1910,2010,1420,94,92,220,78
1910,1600,1090,1140,1430,220,220,330,134
1050,530,410,470,1440,540,500,670,290
401,140,60,110,1450,1180,1110,1300,638
141,48,20,30,1460,2100,2020,2230,1365
43,16,6,13,1470,3080,3000,3200,2264
18,8,3,3,1480,4080,4000,4190,3250
Time,Price,%,SD
28/03 10:29,"1,438.17",-0.71,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,12,9,30,17
4824,4030,3870,3900,1400,26,19,48,31
3745,3060,2900,2940,1410,54,44,94,44
2817,2100,1910,1950,1420,110,92,220,78
1910,1600,1090,1090,1430,250,220,330,134
1050,530,410,440,1440,610,500,670,290
401,140,60,100,1450,1260,1110,1300,638
141,48,20,26,1460,2200,2020,2230,1365
43,16,6,10,1470,3190,3000,3200,2264
18,8,3,3,1480,4080,4000,4190,3250
Time,Price,%,SD
28/03 10:30,"1,437.56",-0.76,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,12,9,30,17
4824,4030,3870,3900,1400,26,19,48,31
3745,3060,2900,2940,1410,54,44,94,44
2817,2100,1910,1950,1420,110,92,220,78
1910,1600,1090,1090,1430,250,220,330,134
1050,530,410,440,1440,610,500,670,290
401,140,60,100,1450,1260,1110,1300,638
141,48,20,26,1460,2200,2020,2230,1365
43,16,6,10,1470,3190,3000,3200,2264
18,8,3,3,1480,4080,4000,4190,3250
Time,Price,%,SD
28/03 10:32,"1,437.56",-0.76,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,12,9,30,17
4824,4030,3870,3900,1400,26,19,48,31
3745,3060,2900,2940,1410,54,44,94,44
2817,2100,1910,1950,1420,110,92,220,78
1910,1600,1090,1090,1430,250,220,330,134
1050,530,410,440,1440,610,500,670,290
401,140,60,100,1450,1260,1110,1300,638
141,48,20,26,1460,2200,2020,2230,1365
43,16,6,10,1470,3190,3000,3200,2264
18,8,3,3,1480,4080,4000,4190,3250
Time,Price,%,SD
28/03 10:34,"1,437.30",-0.77,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,12,9,30,17
4824,4030,3870,3870,1400,26,19,48,31
3745,3060,2900,2940,1410,50,44,94,44
2817,2100,1910,1960,1420,105,92,220,78
1910,1600,1080,1080,1430,250,220,330,134
1050,530,410,440,1440,600,500,670,290
401,140,60,96,1450,1260,1110,1300,638
141,48,20,26,1460,2180,2020,2230,1365
43,16,6,10,1470,3150,3000,3220,2264
18,8,3,3,1480,4160,4000,4210,3250
Time,Price,%,SD
28/03 10:36,"1,437.30",-0.77,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,13,9,30,17
4824,4030,3870,3840,1400,24,19,48,31
3745,3060,2900,2850,1410,48,44,94,44
2817,2100,1910,1910,1420,105,92,220,78
1910,1600,1080,1050,1430,250,220,330,134
1050,530,410,420,1440,620,500,670,290
401,140,60,94,1450,1290,1110,1300,638
141,48,20,28,1460,2210,2020,2230,1365
43,16,6,10,1470,3220,3000,3200,2264
18,8,3,4,1480,4210,4000,4190,3250
Time,Price,%,SD
28/03 10:39,"1,437.30",-0.77,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,13,9,30,17
4824,4030,3820,3840,1400,24,19,48,31
3745,3060,2850,2850,1410,48,44,94,44
2817,2100,1900,1910,1420,105,92,220,78
1910,1600,1040,1050,1430,250,220,330,134
1050,530,410,420,1440,620,500,670,290
401,140,60,94,1450,1290,1110,1310,638
141,48,20,28,1460,2210,2020,2240,1365
43,16,6,10,1470,3220,3000,3220,2264
18,8,3,4,1480,4210,4000,4210,3250
Time,Price,%,SD
28/03 10:48,"1,436.09",-0.86,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,14,9,30,17
4824,4030,3640,3640,1400,24,19,48,31
3745,3060,2670,2670,1410,54,44,94,44
2817,2100,1730,1730,1420,120,92,220,78
1910,1600,890,890,1430,280,220,330,134
1050,530,320,320,1440,700,500,720,290
401,140,60,64,1450,1460,1110,1460,638
141,48,20,22,1460,2410,2020,2420,1365
43,16,6,10,1470,3400,3000,3400,2264
18,8,3,3,1480,4310,4000,4310,3250
Time,Price,%,SD
28/03 10:53,"1,436.57",-0.82,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,16,9,30,17
4824,4030,3640,3750,1400,28,19,48,31
3745,3060,2670,2730,1410,54,44,94,44
2817,2100,1730,1800,1420,115,92,220,78
1910,1600,890,950,1430,270,220,330,134
1050,530,320,350,1440,680,500,730,290
401,140,60,72,1450,1400,1110,1480,638
141,48,20,22,1460,2340,2020,2420,1365
43,16,6,9,1470,3330,3000,3400,2264
18,8,3,4,1480,4320,4000,4380,3250
Time,Price,%,SD
28/03 10:54,"1,436.63",-0.82,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,0,0,5866,1390,16,9,30,17
4824,4030,3640,3750,1400,28,19,48,31
3745,3060,2670,2730,1410,54,44,94,44
2817,2100,1730,1800,1420,115,92,220,78
1910,1600,890,950,1430,270,220,330,134
1050,530,320,350,1440,680,500,730,290
401,140,60,72,1450,1400,1110,1480,638
141,48,20,22,1460,2340,2020,2420,1365
43,16,6,9,1470,3330,3000,3400,2264
18,8,3,4,1480,4320,4000,4380,3250
Time,Price,%,SD
28/03 11:04,"1,436.45",-0.83,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4680,4650,4650,1390,19,9,30,17
4824,4030,3640,3670,1400,26,19,48,31
3745,3060,2670,2740,1410,52,44,94,44
2817,2100,1730,1750,1420,120,92,220,78
1910,1600,890,930,1430,280,220,330,134
1050,530,320,350,1440,700,500,730,290
401,140,60,72,1450,1440,1110,1480,638
141,48,20,22,1460,2380,2020,2420,1365
43,16,6,10,1470,3360,3000,3400,2264
18,8,3,4,1480,4340,4000,4380,3250
Time,Price,%,SD
28/03 11:07,"1,436.45",-0.83,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4680,4650,4650,1390,16,9,30,17
4824,4030,3640,3660,1400,26,19,48,31
3745,3060,2670,2680,1410,46,44,94,44
2817,2100,1730,1730,1420,110,92,220,78
1910,1600,890,900,1430,270,220,330,134
1050,530,320,330,1440,700,500,730,290
401,140,60,68,1450,1450,1110,1480,638
141,48,20,20,1460,2360,2020,2420,1365
43,16,6,8,1470,3370,3000,3400,2264
18,8,3,4,1480,4380,4000,4380,3250
Time,Price,%,SD
28/03 11:09,"1,436.45",-0.83,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4680,4650,4650,1390,16,9,30,17
4824,4030,3640,3660,1400,26,19,48,31
3745,3060,2670,2680,1410,46,44,94,44
2817,2100,1730,1730,1420,110,92,220,78
1910,1600,890,900,1430,270,220,330,134
1050,530,320,330,1440,700,500,730,290
401,140,60,68,1450,1450,1110,1480,638
141,48,20,20,1460,2360,2020,2420,1365
43,16,6,8,1470,3370,3000,3400,2264
18,8,3,4,1480,4380,4000,4380,3250
Time,Price,%,SD
28/03 11:11,"1,436.28",-0.84,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4680,4650,4650,1390,16,9,30,17
4824,4030,3640,3660,1400,26,19,48,31
3745,3060,2670,2680,1410,46,44,94,44
2817,2100,1730,1730,1420,110,92,220,78
1910,1600,860,900,1430,270,220,330,134
1050,530,310,330,1440,700,500,770,290
401,140,60,68,1450,1450,1110,1500,638
141,48,19,20,1460,2360,2020,2460,1365
43,16,6,8,1470,3370,3000,3450,2264
18,8,3,4,1480,4380,4000,4440,3250
Time,Price,%,SD
28/03 11:16,"1,437.09",-0.79,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4680,4580,4580,1390,16,9,30,17
4824,4030,3590,3600,1400,26,19,48,31
3745,3060,2600,2630,1410,52,44,94,44
2817,2100,1680,1710,1420,120,92,220,78
1910,1600,860,880,1430,290,220,330,134
1050,530,310,320,1440,750,500,770,290
401,140,60,64,1450,1490,1110,1500,638
141,48,19,20,1460,2440,2020,2460,1365
43,16,6,8,1470,3430,3000,3450,2264
18,8,3,3,1480,4440,4000,4440,3250
Time,Price,%,SD
28/03 11:19,"1,437.09",-0.79,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4680,4580,4630,1390,15,9,30,17
4824,4030,3590,3650,1400,24,19,48,31
3745,3060,2600,2660,1410,42,42,94,44
2817,2100,1680,1750,1420,96,92,220,78
1910,1600,850,880,1430,240,220,330,134
1050,530,300,310,1440,650,500,770,290
401,140,60,60,1450,1410,1110,1510,638
141,48,18,19,1460,2380,2020,2460,1365
43,16,6,8,1470,3370,3000,3450,2264
18,8,3,4,1480,4380,4000,4440,3250
Time,Price,%,SD
28/03 11:22,"1,437.78",-0.74,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4680,4580,4630,1390,15,9,30,17
4824,4030,3590,3650,1400,24,19,48,31
3745,3060,2600,2660,1410,42,42,94,44
2817,2100,1680,1750,1420,96,92,220,78
1910,1600,850,880,1430,240,220,330,134
1050,530,300,310,1440,650,500,770,290
401,140,60,60,1450,1410,1110,1510,638
141,48,18,19,1460,2380,2020,2460,1365
43,16,6,8,1470,3370,3000,3450,2264
18,8,3,4,1480,4380,4000,4440,3250
Time,Price,%,SD
28/03 11:25,"1,438.20",-0.71,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4680,4580,4690,1390,16,9,30,17
4824,4030,3590,3690,1400,24,19,48,31
3745,3060,2600,2720,1410,44,42,94,44
2817,2100,1680,1760,1420,92,92,220,78
1910,1600,850,900,1430,220,220,330,134
1050,530,300,300,1440,640,500,770,290
401,140,60,60,1450,1400,1110,1510,638
141,48,18,18,1460,2330,2020,2460,1365
43,16,6,7,1470,3330,3000,3450,2264
18,8,3,4,1480,4340,4000,4440,3250
Time,Price,%,SD
28/03 11:27,"1,438.20",-0.71,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4680,4580,4690,1390,16,9,30,17
4824,4030,3590,3690,1400,24,19,48,31
3745,3060,2600,2720,1410,44,42,94,44
2817,2100,1680,1760,1420,92,92,220,78
1910,1600,850,900,1430,220,220,330,134
1050,530,300,300,1440,640,500,770,290
401,140,60,60,1450,1400,1110,1510,638
141,48,18,18,1460,2330,2020,2460,1365
43,16,6,7,1470,3330,3000,3450,2264
18,8,3,4,1480,4340,4000,4440,3250
Time,Price,%,SD
28/03 11:28,"1,438.20",-0.71,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4690,4580,4690,1390,14,9,30,17
4824,4030,3590,3760,1400,20,19,48,31
3745,3060,2600,2760,1410,40,38,94,44
2817,2100,1680,1830,1420,82,76,220,78
1910,1600,850,950,1430,200,190,330,134
1050,530,290,330,1440,590,500,770,290
401,140,58,72,1450,1320,1110,1510,638
141,48,17,20,1460,2260,2020,2460,1365
43,16,6,8,1470,3250,3000,3450,2264
18,8,3,3,1480,4270,4000,4440,3250
Time,Price,%,SD
28/03 11:31,"1,436.84",-0.80,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4690,4580,4690,1390,14,9,30,17
4824,4030,3590,3760,1400,20,19,48,31
3745,3060,2600,2760,1410,40,38,94,44
2817,2100,1680,1830,1420,82,76,220,78
1910,1600,850,950,1430,200,190,330,134
1050,530,290,330,1440,590,500,770,290
401,140,58,72,1450,1320,1110,1510,638
141,48,17,20,1460,2260,2020,2460,1365
43,16,6,8,1470,3250,3000,3450,2264
18,8,3,3,1480,4270,4000,4440,3250
Time,Price,%,SD
28/03 11:32,"1,436.84",-0.80,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4690,4580,4740,1390,15,9,30,17
4824,4030,3590,3750,1400,20,19,48,31
3745,3060,2600,2770,1410,40,38,94,44
2817,2100,1680,1800,1420,82,76,220,78
1910,1600,850,940,1430,195,190,330,134
1050,530,290,320,1440,590,500,770,290
401,140,58,64,1450,1330,1110,1510,638
141,48,17,17,1460,2290,2020,2460,1365
43,16,6,8,1470,3280,3000,3450,2264
18,8,3,3,1480,4270,4000,4440,3250
Time,Price,%,SD
28/03 11:34,"1,436.32",-0.84,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4580,4740,1390,15,9,30,17
4824,4030,3590,3750,1400,20,19,48,31
3745,3060,2600,2770,1410,40,38,94,44
2817,2100,1680,1800,1420,82,76,220,78
1910,1600,850,940,1430,195,180,330,134
1050,530,290,320,1440,590,500,770,290
401,140,58,64,1450,1330,1110,1510,638
141,48,17,17,1460,2290,2020,2460,1365
43,16,6,8,1470,3280,3000,3450,2264
18,8,3,3,1480,4270,4000,4440,3250
Time,Price,%,SD
28/03 11:37,"1,436.32",-0.84,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4580,4710,1390,15,9,30,17
4824,4030,3590,3720,1400,24,19,48,31
3745,3060,2600,2720,1410,44,38,94,44
2817,2100,1680,1760,1420,96,76,220,78
1910,1600,850,900,1430,220,180,330,134
1050,530,290,290,1440,620,500,770,290
401,140,52,52,1450,1390,1110,1510,638
141,48,14,15,1460,2330,2020,2460,1365
43,16,6,8,1470,3300,3000,3450,2264
18,8,3,3,1480,4290,4000,4440,3250
Time,Price,%,SD
28/03 11:41,"1,436.57",-0.82,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4580,4710,1390,15,9,30,17
4824,4030,3590,3720,1400,24,19,48,31
3745,3060,2600,2720,1410,44,38,94,44
2817,2100,1680,1760,1420,96,76,220,78
1910,1600,850,900,1430,220,180,330,134
1050,530,290,290,1440,620,500,770,290
401,140,52,52,1450,1390,1110,1510,638
141,48,14,15,1460,2330,2020,2460,1365
43,16,6,8,1470,3300,3000,3450,2264
18,8,3,3,1480,4290,4000,4440,3250
Time,Price,%,SD
28/03 11:45,"1,436.13",-0.85,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4580,4660,1390,14,9,30,17
4824,4030,3590,3670,1400,26,19,48,31
3745,3060,2600,2690,1410,52,38,94,44
2817,2100,1680,1730,1420,110,76,220,78
1910,1600,850,870,1430,270,180,330,134
1050,530,260,290,1440,680,500,770,290
401,140,52,54,1450,1450,1110,1510,638
141,48,13,16,1460,2380,2020,2460,1365
43,16,6,6,1470,3390,3000,3450,2264
18,8,3,4,1480,4370,4000,4440,3250
Time,Price,%,SD
28/03 11:49,"1,436.13",-0.85,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4580,4580,1390,22,9,30,17
4824,4030,3590,3590,1400,30,19,48,31
3745,3060,2600,2620,1410,64,38,94,44
2817,2100,1680,1680,1420,130,76,220,78
1910,1600,840,850,1430,290,180,330,134
1050,530,260,280,1440,720,500,770,290
401,140,50,56,1450,1510,1110,1510,638
141,48,13,13,1460,2450,2020,2460,1365
43,16,6,6,1470,3450,3000,3450,2264
18,8,3,3,1480,4420,4000,4440,3250
Time,Price,%,SD
28/03 11:51,"1,435.85",-0.87,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4580,4580,1390,22,9,30,17
4824,4030,3590,3590,1400,30,19,48,31
3745,3060,2600,2620,1410,64,38,94,44
2817,2100,1680,1680,1420,130,76,220,78
1910,1600,840,850,1430,290,180,330,134
1050,530,260,280,1440,720,500,770,290
401,140,50,56,1450,1510,1110,1510,638
141,48,13,13,1460,2450,2020,2460,1365
43,16,6,6,1470,3450,3000,3450,2264
18,8,3,3,1480,4420,4000,4440,3250
Time,Price,%,SD
28/03 11:52,"1,435.85",-0.87,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4580,4570,1390,18,9,30,17
4824,4030,3590,3580,1400,34,19,48,31
3745,3060,2600,2620,1410,70,38,94,44
2817,2100,1680,1660,1420,140,76,220,78
1910,1600,840,840,1430,310,180,330,134
1050,530,260,270,1440,740,500,770,290
401,140,50,58,1450,1530,1110,1530,638
141,48,13,15,1460,2480,2020,2480,1365
43,16,6,6,1470,3450,3000,3450,2264
18,8,2,3,1480,4450,4000,4450,3250
Time,Price,%,SD
28/03 11:55,"1,436.40",-0.84,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4570,4570,1390,18,9,30,17
4824,4030,3580,3580,1400,34,19,48,31
3745,3060,2600,2620,1410,70,38,94,44
2817,2100,1660,1660,1420,140,76,220,78
1910,1600,830,840,1430,310,180,330,134
1050,530,260,270,1440,740,500,770,290
401,140,50,58,1450,1530,1110,1530,638
141,48,13,15,1460,2480,2020,2480,1365
43,16,6,6,1470,3450,3000,3450,2264
18,8,2,3,1480,4450,4000,4450,3250
Time,Price,%,SD
28/03 11:57,"1,436.40",-0.84,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4570,4570,1390,18,9,30,17
4824,4030,3580,3580,1400,34,19,48,31
3745,3060,2600,2620,1410,70,38,94,44
2817,2100,1660,1660,1420,140,76,220,78
1910,1600,830,840,1430,310,180,330,134
1050,530,260,270,1440,740,500,770,290
401,140,50,58,1450,1530,1110,1530,638
141,48,13,15,1460,2480,2020,2480,1365
43,16,6,6,1470,3450,3000,3450,2264
18,8,2,3,1480,4450,4000,4450,3250
Time,Price,%,SD
28/03 11:59,"1,436.40",-0.84,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4570,4570,1390,18,9,30,17
4824,4030,3580,3620,1400,32,19,48,31
3745,3060,2600,2660,1410,56,38,94,44
2817,2100,1660,1720,1420,110,76,220,78
1910,1600,830,860,1430,270,180,330,134
1050,530,260,270,1440,670,500,770,290
401,140,50,56,1450,1470,1110,1530,638
141,48,13,15,1460,2420,2020,2480,1365
43,16,6,6,1470,3410,3000,3450,2264
18,8,2,3,1480,4450,4000,4450,3250
Time,Price,%,SD
28/03 12:01,"1,435.58",-0.89,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4570,4570,1390,18,9,30,17
4824,4030,3580,3620,1400,32,19,48,31
3745,3060,2600,2660,1410,56,38,94,44
2817,2100,1660,1720,1420,110,76,220,78
1910,1600,830,860,1430,270,180,330,134
1050,530,260,270,1440,670,500,770,290
401,140,50,56,1450,1470,1110,1530,638
141,48,13,15,1460,2420,2020,2480,1365
43,16,6,6,1470,3410,3000,3450,2264
18,8,2,3,1480,4450,4000,4450,3250
Time,Price,%,SD
28/03 12:03,"1,435.58",-0.89,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4570,4520,1390,18,9,30,17
4824,4030,3580,3530,1400,34,19,48,31
3745,3060,2600,2550,1410,56,38,94,44
2817,2100,1660,1610,1420,115,76,220,78
1910,1600,830,760,1430,280,180,330,134
1050,530,260,230,1440,730,500,770,290
401,140,50,46,1450,1540,1110,1530,638
141,48,13,16,1460,2520,2020,2480,1365
43,16,6,7,1470,3510,3000,3450,2264
18,8,2,3,1480,4520,4000,4450,3250
Time,Price,%,SD
28/03 12:04,"1,434.63",-0.96,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4510,4520,1390,18,9,30,17
4824,4030,3520,3530,1400,34,19,48,31
3745,3060,2550,2550,1410,56,38,94,44
2817,2100,1590,1610,1420,115,76,220,78
1910,1600,750,760,1430,280,180,330,134
1050,530,220,230,1440,730,500,780,290
401,140,46,46,1450,1540,1110,1590,638
141,48,13,16,1460,2520,2020,2560,1365
43,16,6,7,1470,3510,3000,3520,2264
18,8,2,3,1480,4520,4000,4520,3250
Time,Price,%,SD
28/03 12:06,"1,434.63",-0.96,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4510,4470,1390,22,9,30,17
4824,4030,3520,3490,1400,34,19,48,31
3745,3060,2550,2510,1410,58,38,94,44
2817,2100,1590,1580,1420,120,76,220,78
1910,1600,750,760,1430,300,180,330,134
1050,530,220,230,1440,770,500,780,290
401,140,46,48,1450,1580,1110,1590,638
141,48,13,15,1460,2550,2020,2560,1365
43,16,6,7,1470,3560,3000,3520,2264
18,8,2,4,1480,4530,4000,4520,3250
Time,Price,%,SD
28/03 12:08,"1,434.63",-0.96,11.89
Base,High,Low,CALL,,PUT,Low,High,Base
5866,4820,4470,4470,1390,22,9,30,17
4824,4030,3490,3490,1400,34,19,48,31
3745,3060,2510,2510,1410,58,38,94,44
2817,2100,1560,1580,1420,120,76,220,78
1910,1600,730,760,1430,300,180,330,134
1050,530,210,230,1440,770,500,780,290
401,140,46,48,1450,1580,1110,1620,638
141,48,13,15,1460,2550,2020,2590,1365
43,16,6,7,1470,3560,3000,3560,2264
18,8,2,4,1480,4530,4000,4560,3250
Time,Price,%,SD
