Time,Price,%,SD
20/03 09:30,"1,494.66",0.52,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
20/03 10:13,"1,488.61",0.11,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,5000,5020,1440,155,135,175,191
3902,4110,4050,4030,1450,220,195,230,260
3000,3240,3140,3120,1460,320,290,330,383
2172,2400,2290,2280,1470,460,420,490,554
1432,1630,1520,1530,1480,710,650,730,814
845,990,920,910,1490,1110,1010,1200,1226
455,600,500,500,1500,1690,1570,1690,1830
237,290,260,260,1510,2440,2310,2460,2592
125,150,125,135,1520,3360,3190,3260,3510
71,78,68,72,1530,4300,4110,4300,4432
Time,Price,%,SD
20/03 10:15,"1,488.61",0.11,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,5000,5020,1440,155,135,175,191
3902,4110,4000,4030,1450,220,195,230,260
3000,3240,3120,3120,1460,320,290,330,383
2172,2400,2250,2280,1470,460,420,490,554
1432,1630,1500,1530,1480,710,650,740,814
845,990,900,910,1490,1110,1010,1200,1226
455,600,490,500,1500,1690,1570,1710,1830
237,290,250,260,1510,2440,2310,2470,2592
125,150,125,135,1520,3360,3190,3360,3510
71,78,68,72,1530,4300,4110,4300,4432
Time,Price,%,SD
20/03 10:17,"1,488.79",0.13,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,5000,5020,1440,155,135,175,191
3902,4110,4000,4030,1450,220,195,230,260
3000,3240,3120,3120,1460,320,290,330,383
2172,2400,2250,2280,1470,460,420,490,554
1432,1630,1500,1530,1480,710,650,740,814
845,990,900,910,1490,1110,1010,1200,1226
455,600,490,500,1500,1690,1570,1710,1830
237,290,250,260,1510,2440,2310,2470,2592
125,150,125,135,1520,3360,3190,3360,3510
71,78,68,72,1530,4300,4110,4300,4432
Time,Price,%,SD
20/03 10:19,"1,488.79",0.13,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4950,4950,1440,150,135,175,191
3902,4110,4000,4030,1450,210,195,230,260
3000,3240,3120,3140,1460,310,290,330,383
2172,2400,2250,2280,1470,450,420,490,554
1432,1630,1500,1530,1480,700,650,740,814
845,990,900,920,1490,1070,1010,1200,1226
455,600,490,500,1500,1640,1570,1710,1830
237,290,250,250,1510,2410,2310,2470,2592
125,150,125,135,1520,3300,3190,3360,3510
71,78,68,70,1530,4300,4110,4300,4432
Time,Price,%,SD
20/03 10:22,"1,488.63",0.12,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4950,4950,1440,150,135,175,191
3902,4110,3940,4030,1450,210,195,230,260
3000,3240,3040,3140,1460,310,290,330,383
2172,2400,2180,2280,1470,450,420,500,554
1432,1630,1440,1530,1480,700,650,760,814
845,990,860,920,1490,1070,1010,1200,1226
455,600,460,500,1500,1640,1570,1760,1830
237,290,240,250,1510,2410,2310,2540,2592
125,150,125,135,1520,3300,3190,3360,3510
71,78,64,70,1530,4300,4110,4380,4432
Time,Price,%,SD
20/03 10:24,"1,487.68",0.05,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4950,4950,1440,160,135,175,191
3902,4110,3940,3940,1450,220,195,230,260
3000,3240,3040,3040,1460,330,290,330,383
2172,2400,2180,2180,1470,490,420,500,554
1432,1630,1440,1460,1480,740,650,760,814
845,990,860,880,1490,1140,1010,1200,1226
455,600,460,460,1500,1760,1570,1760,1830
237,290,240,240,1510,2540,2310,2540,2592
125,150,125,125,1520,3360,3190,3360,3510
71,78,64,64,1530,4380,4110,4380,4432
Time,Price,%,SD
20/03 10:27,"1,487.68",0.05,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4950,4900,1440,160,135,175,191
3902,4110,3940,3940,1450,220,195,230,260
3000,3240,3040,3090,1460,330,290,330,383
2172,2400,2180,2210,1470,480,420,500,554
1432,1630,1440,1480,1480,750,650,760,814
845,990,860,890,1490,1150,1010,1200,1226
455,600,460,480,1500,1740,1570,1760,1830
237,290,240,250,1510,2510,2310,2540,2592
125,150,125,125,1520,3400,3190,3360,3510
71,78,64,66,1530,4380,4110,4380,4432
Time,Price,%,SD
20/03 10:29,"1,487.68",0.05,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4950,4900,1440,160,135,175,191
3902,4110,3940,3940,1450,220,195,230,260
3000,3240,3040,3090,1460,330,290,330,383
2172,2400,2180,2210,1470,480,420,500,554
1432,1630,1440,1480,1480,750,650,760,814
845,990,860,890,1490,1150,1010,1200,1226
455,600,460,480,1500,1740,1570,1760,1830
237,290,240,250,1510,2510,2310,2540,2592
125,150,125,125,1520,3400,3190,3360,3510
71,78,64,66,1530,4380,4110,4380,4432
Time,Price,%,SD
20/03 10:31,"1,487.36",0.03,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4880,4900,1440,160,135,175,191
3902,4110,3940,3940,1450,220,195,230,260
3000,3240,3040,3090,1460,330,290,330,383
2172,2400,2180,2210,1470,480,420,500,554
1432,1630,1440,1480,1480,750,650,760,814
845,990,860,890,1490,1150,1010,1200,1226
455,600,460,480,1500,1740,1570,1760,1830
237,290,240,250,1510,2510,2310,2540,2592
125,150,125,125,1520,3400,3190,3400,3510
71,78,64,66,1530,4380,4110,4380,4432
Time,Price,%,SD
20/03 10:33,"1,487.36",0.03,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4880,4900,1440,160,135,175,191
3902,4110,3920,3940,1450,220,195,230,260
3000,3240,3000,3090,1460,330,290,340,383
2172,2400,2160,2210,1470,480,420,500,554
1432,1630,1420,1480,1480,750,650,770,814
845,990,840,890,1490,1150,1010,1200,1226
455,600,450,480,1500,1740,1570,1790,1830
237,290,230,250,1510,2510,2310,2560,2592
125,150,120,125,1520,3400,3190,3400,3510
71,78,62,66,1530,4380,4110,4380,4432
Time,Price,%,SD
20/03 10:35,"1,487.65",0.05,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4880,4900,1440,160,135,175,191
3902,4110,3920,3920,1450,230,195,230,260
3000,3240,3000,3000,1460,340,290,340,383
2172,2400,2160,2160,1470,490,420,500,554
1432,1630,1420,1420,1480,770,650,770,814
845,990,840,840,1490,1190,1010,1200,1226
455,600,450,450,1500,1790,1570,1790,1830
237,290,230,230,1510,2560,2310,2560,2592
125,150,120,120,1520,3390,3190,3400,3510
71,78,62,62,1530,4380,4110,4380,4432
Time,Price,%,SD
20/03 10:37,"1,487.65",0.05,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4880,4900,1440,160,135,175,191
3902,4110,3920,3920,1450,230,195,230,260
3000,3240,3000,3000,1460,340,290,340,383
2172,2400,2160,2160,1470,490,420,500,554
1432,1630,1420,1420,1480,770,650,770,814
845,990,840,840,1490,1190,1010,1200,1226
455,600,450,450,1500,1790,1570,1790,1830
237,290,230,230,1510,2560,2310,2560,2592
125,150,120,120,1520,3390,3190,3400,3510
71,78,62,62,1530,4380,4110,4380,4432
Time,Price,%,SD
20/03 10:42,"1,487.14",0.01,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4790,1440,165,135,175,191
3902,4110,3870,3870,1450,230,195,230,260
3000,3240,2970,2970,1460,330,290,340,383
2172,2400,2130,2160,1470,510,420,510,554
1432,1630,1400,1420,1480,770,650,770,814
845,990,820,840,1490,1180,1010,1210,1226
455,600,440,440,1500,1800,1570,1820,1830
237,290,220,220,1510,2590,2310,2600,2592
125,150,115,115,1520,3460,3190,3460,3510
71,78,60,60,1530,4420,4110,4430,4432
Time,Price,%,SD
20/03 10:44,"1,487.67",0.05,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4790,1440,165,135,175,191
3902,4110,3870,3870,1450,230,195,230,260
3000,3240,2970,3020,1460,330,290,340,383
2172,2400,2130,2190,1470,500,420,510,554
1432,1630,1400,1460,1480,760,650,770,814
845,990,820,870,1490,1170,1010,1210,1226
455,600,440,470,1500,1780,1570,1820,1830
237,290,220,230,1510,2530,2310,2600,2592
125,150,115,120,1520,3420,3190,3460,3510
71,78,60,62,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 10:49,"1,487.67",0.05,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4790,1440,160,135,175,191
3902,4110,3870,3870,1450,220,195,230,260
3000,3240,2970,3030,1460,320,290,340,383
2172,2400,2130,2190,1470,480,420,510,554
1432,1630,1400,1480,1480,730,650,770,814
845,990,820,890,1490,1130,1010,1210,1226
455,600,440,480,1500,1730,1570,1820,1830
237,290,220,240,1510,2480,2310,2600,2592
125,150,115,130,1520,3420,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 10:51,"1,487.82",0.06,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4790,1440,155,135,175,191
3902,4110,3870,3870,1450,220,195,230,260
3000,3240,2970,3030,1460,330,290,340,383
2172,2400,2130,2220,1470,480,420,510,554
1432,1630,1400,1480,1480,740,650,770,814
845,990,820,880,1490,1140,1010,1210,1226
455,600,440,470,1500,1740,1570,1820,1830
237,290,220,240,1510,2490,2310,2600,2592
125,150,115,130,1520,3420,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 10:53,"1,487.82",0.06,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4790,1440,155,135,175,191
3902,4110,3870,3870,1450,220,195,230,260
3000,3240,2970,3030,1460,330,290,340,383
2172,2400,2130,2220,1470,480,420,510,554
1432,1630,1400,1480,1480,740,650,770,814
845,990,820,880,1490,1140,1010,1210,1226
455,600,440,470,1500,1740,1570,1820,1830
237,290,220,240,1510,2490,2310,2600,2592
125,150,115,130,1520,3420,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 10:55,"1,488.39",0.10,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4790,1440,155,135,175,191
3902,4110,3870,3870,1450,220,195,230,260
3000,3240,2970,3030,1460,330,290,340,383
2172,2400,2130,2220,1470,480,420,510,554
1432,1630,1400,1480,1480,740,650,770,814
845,990,820,880,1490,1140,1010,1210,1226
455,600,440,470,1500,1740,1570,1820,1830
237,290,220,240,1510,2490,2310,2600,2592
125,150,115,130,1520,3420,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 10:57,"1,488.39",0.10,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4790,1440,155,135,175,191
3902,4110,3870,3870,1450,220,195,230,260
3000,3240,2970,3030,1460,330,290,340,383
2172,2400,2130,2220,1470,480,420,510,554
1432,1630,1400,1480,1480,740,650,770,814
845,990,820,880,1490,1140,1010,1210,1226
455,600,440,470,1500,1740,1570,1820,1830
237,290,220,240,1510,2490,2310,2600,2592
125,150,115,130,1520,3420,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 10:59,"1,488.39",0.10,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,150,135,175,191
3902,4110,3870,4010,1450,210,195,230,260
3000,3240,2970,3070,1460,320,290,340,383
2172,2400,2130,2260,1470,460,420,510,554
1432,1630,1400,1510,1480,710,650,770,814
845,990,820,910,1490,1120,1010,1210,1226
455,600,440,490,1500,1700,1570,1820,1830
237,290,220,250,1510,2480,2310,2600,2592
125,150,115,130,1520,3420,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 11:01,"1,488.15",0.08,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,150,135,175,191
3902,4110,3870,4010,1450,210,195,230,260
3000,3240,2970,3070,1460,320,290,340,383
2172,2400,2130,2260,1470,460,420,510,554
1432,1630,1400,1510,1480,710,650,770,814
845,990,820,910,1490,1120,1010,1210,1226
455,600,440,490,1500,1700,1570,1820,1830
237,290,220,250,1510,2480,2310,2600,2592
125,150,115,130,1520,3420,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 11:02,"1,488.15",0.08,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,150,135,175,191
3902,4110,3870,4010,1450,210,195,230,260
3000,3240,2970,3070,1460,320,290,340,383
2172,2400,2130,2260,1470,460,420,510,554
1432,1630,1400,1510,1480,710,650,770,814
845,990,820,910,1490,1120,1010,1210,1226
455,600,440,490,1500,1700,1570,1820,1830
237,290,220,250,1510,2480,2310,2600,2592
125,150,115,130,1520,3420,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 11:05,"1,488.36",0.10,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,150,135,175,191
3902,4110,3870,4010,1450,210,195,230,260
3000,3240,2970,3070,1460,320,290,340,383
2172,2400,2130,2250,1470,480,420,510,554
1432,1630,1400,1500,1480,720,650,770,814
845,990,820,890,1490,1110,1010,1210,1226
455,600,440,480,1500,1700,1570,1820,1830
237,290,220,240,1510,2470,2310,2600,2592
125,150,115,130,1520,3420,3190,3460,3510
71,78,60,68,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 11:11,"1,486.95",0.00,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,155,135,175,191
3902,4110,3870,4010,1450,210,195,230,260
3000,3240,2970,3070,1460,320,290,340,383
2172,2400,2130,2250,1470,470,420,510,554
1432,1630,1400,1490,1480,730,650,770,814
845,990,820,890,1490,1120,1010,1210,1226
455,600,440,480,1500,1710,1570,1820,1830
237,290,220,240,1510,2470,2310,2600,2592
125,150,115,130,1520,3330,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 11:13,"1,486.95",0.00,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,155,135,175,191
3902,4110,3870,4010,1450,210,195,230,260
3000,3240,2970,3070,1460,320,290,340,383
2172,2400,2130,2250,1470,470,420,510,554
1432,1630,1400,1490,1480,730,650,770,814
845,990,820,890,1490,1120,1010,1210,1226
455,600,440,480,1500,1710,1570,1820,1830
237,290,220,240,1510,2470,2310,2600,2592
125,150,115,130,1520,3330,3190,3460,3510
71,78,60,66,1530,4360,4110,4430,4432
Time,Price,%,SD
20/03 11:15,"1,486.95",0.00,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,155,135,175,191
3902,4110,3870,3960,1450,210,195,230,260
3000,3240,2970,3050,1460,320,290,340,383
2172,2400,2130,2230,1470,490,420,510,554
1432,1630,1400,1440,1480,750,650,770,814
845,990,820,840,1490,1170,1010,1210,1226
455,600,440,450,1500,1770,1570,1820,1830
237,290,220,230,1510,2540,2310,2600,2592
125,150,115,120,1520,3420,3190,3460,3510
71,78,60,62,1530,4300,4110,4430,4432
Time,Price,%,SD
20/03 11:22,"1,486.42",-0.03,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,165,135,175,191
3902,4110,3870,3960,1450,230,195,240,260
3000,3240,2970,2990,1460,340,290,350,383
2172,2400,2130,2160,1470,520,420,520,554
1432,1630,1400,1430,1480,790,650,790,814
845,990,820,850,1490,1200,1010,1220,1226
455,600,440,450,1500,1820,1570,1830,1830
237,290,220,230,1510,2600,2310,2600,2592
125,150,115,125,1520,3470,3190,3500,3510
71,78,60,62,1530,4300,4110,4430,4432
Time,Price,%,SD
20/03 11:24,"1,486.42",-0.03,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,165,135,175,191
3902,4110,3870,3960,1450,230,195,240,260
3000,3240,2970,2990,1460,340,290,350,383
2172,2400,2130,2160,1470,520,420,520,554
1432,1630,1400,1430,1480,790,650,790,814
845,990,820,850,1490,1200,1010,1220,1226
455,600,440,450,1500,1820,1570,1830,1830
237,290,220,230,1510,2600,2310,2600,2592
125,150,115,125,1520,3470,3190,3500,3510
71,78,60,62,1530,4300,4110,4430,4432
Time,Price,%,SD
20/03 11:29,"1,486.15",-0.05,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,165,135,175,191
3902,4110,3870,3960,1450,230,195,240,260
3000,3240,2970,2990,1460,330,290,350,383
2172,2400,2130,2150,1470,510,420,520,554
1432,1630,1400,1420,1480,780,650,790,814
845,990,820,840,1490,1180,1010,1220,1226
455,600,440,450,1500,1800,1570,1830,1830
237,290,220,230,1510,2580,2310,2600,2592
125,150,115,125,1520,3480,3190,3500,3510
71,78,60,62,1530,4300,4110,4430,4432
Time,Price,%,SD
20/03 11:30,"1,485.75",-0.08,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,165,135,175,191
3902,4110,3870,3960,1450,230,195,240,260
3000,3240,2970,2990,1460,330,290,350,383
2172,2400,2130,2150,1470,510,420,520,554
1432,1630,1400,1420,1480,780,650,790,814
845,990,820,840,1490,1180,1010,1220,1226
455,600,440,450,1500,1800,1570,1830,1830
237,290,220,230,1510,2580,2310,2600,2592
125,150,115,125,1520,3480,3190,3500,3510
71,78,60,62,1530,4300,4110,4430,4432
Time,Price,%,SD
20/03 11:33,"1,485.75",-0.08,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,165,135,175,191
3902,4110,3870,3960,1450,230,195,240,260
3000,3240,2970,2990,1460,330,290,350,383
2172,2400,2130,2150,1470,510,420,520,554
1432,1630,1400,1420,1480,780,650,790,814
845,990,820,840,1490,1180,1010,1220,1226
455,600,440,450,1500,1800,1570,1830,1830
237,290,220,230,1510,2580,2310,2600,2592
125,150,115,125,1520,3480,3190,3500,3510
71,78,60,62,1530,4300,4110,4430,4432
Time,Price,%,SD
20/03 11:35,"1,485.75",-0.08,10.74
Base,High,Low,CALL,,PUT,Low,High,Base
4816,5090,4790,4960,1440,165,135,175,191
3902,4110,3870,3870,1450,230,195,240,260
3000,3240,2970,2970,1460,340,290,350,383
