Time,Price,%,SD
04/04 09:24,"1,466.03",2.96,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
2916,3120,2560,2560,1410,1760,1400,1770,1615
2283,2390,1980,1980,1420,2170,1800,2170,1967
1730,1850,1430,1430,1430,2640,2200,2650,2417
1248,1410,1000,1010,1440,3220,2500,3230,2938
853,1090,670,670,1450,3880,3660,3880,3533
549,630,420,420,1460,4590,3980,4590,4111
Time,Price,%,SD
04/04 09:58,"1,418.03",-0.41,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5630,5630,1370,740,600,750,685
5082,5100,4880,4880,1380,930,770,940,865
4396,4330,3930,3930,1390,1160,1000,1160,1058
3628,3690,3190,3200,1400,1420,1120,1420,1306
2916,3120,2560,2560,1410,1760,1400,1770,1615
2283,2390,1980,1980,1420,2170,1800,2170,1967
1730,1850,1430,1430,1430,2640,2200,2650,2417
1248,1410,1000,1010,1440,3220,2500,3230,2938
853,1090,670,670,1450,3880,3660,3880,3533
549,630,420,420,1460,4590,3980,4590,4111
Time,Price,%,SD
04/04 10:01,"1,418.03",-0.41,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5630,5630,1370,740,600,750,685
5082,5100,4880,4880,1380,930,770,940,865
4396,4330,3930,3930,1390,1160,1000,1160,1058
3628,3690,3190,3200,1400,1420,1120,1420,1306
2916,3120,2560,2560,1410,1760,1400,1770,1615
2283,2390,1980,1980,1420,2170,1800,2170,1967
1730,1850,1430,1430,1430,2640,2200,2650,2417
1248,1410,1000,1010,1440,3220,2500,3230,2938
853,1090,670,670,1450,3880,3660,3860,3533
549,630,430,420,1460,4590,3980,4590,4111
Time,Price,%,SD
04/04 10:02,"1,418.03",-0.41,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5630,5630,1370,740,600,750,685
5082,5100,4880,4880,1380,930,770,940,865
4396,4330,3930,3930,1390,1160,1000,1160,1058
3628,3690,3240,3240,1400,1420,1120,1420,1306
2916,3120,2560,2560,1410,1760,1400,1760,1615
2283,2390,1980,1980,1420,2140,1800,2140,1967
1730,1850,1440,1440,1430,2640,2200,2640,2417
1248,1410,1000,1010,1440,3220,2500,3230,2938
853,1090,670,670,1450,3860,3660,3860,3533
549,630,430,430,1460,4590,3980,4590,4111
Time,Price,%,SD
04/04 10:05,"1,417.13",-0.47,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5630,5630,1370,740,600,750,685
5082,5100,4880,4880,1380,930,770,940,865
4396,4330,3930,3930,1390,1160,1000,1160,1058
3628,3690,3240,3240,1400,1420,1120,1420,1306
2916,3120,2560,2560,1410,1760,1400,1760,1615
2283,2390,1980,1980,1420,2140,1800,2140,1967
1730,1850,1440,1440,1430,2640,2200,2640,2417
1248,1410,1000,1010,1440,3220,2500,3230,2938
853,1090,670,670,1450,3860,3660,3860,3533
549,630,430,430,1460,4590,3980,4590,4111
Time,Price,%,SD
04/04 10:06,"1,417.13",-0.47,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5630,5510,1370,790,600,750,685
5082,5100,4880,4880,1380,980,770,940,865
4396,4330,3930,3950,1390,1210,1000,1160,1058
3628,3690,3240,3190,1400,1500,1120,1420,1306
2916,3120,2560,2540,1410,1820,1400,1760,1615
2283,2390,1980,1930,1420,2230,1800,2140,1967
1730,1850,1440,1430,1430,2700,2200,2640,2417
1248,1410,1000,1000,1440,3310,2500,3230,2938
853,1090,670,660,1450,3860,3660,3860,3533
549,630,430,420,1460,4640,3980,4590,4111
Time,Price,%,SD
04/04 10:09,"1,417.13",-0.47,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5630,5510,1370,790,600,750,685
5082,5100,4880,4880,1380,980,770,980,865
4396,4330,3930,3950,1390,1210,1000,1210,1058
3628,3690,3190,3190,1400,1500,1120,1500,1306
2916,3120,2520,2540,1410,1820,1400,1830,1615
2283,2390,1920,1930,1420,2230,1800,2230,1967
1730,1850,1420,1430,1430,2700,2200,2730,2417
1248,1410,1000,1000,1440,3310,2500,3310,2938
853,1090,660,660,1450,3860,3660,3880,3533
549,630,420,420,1460,4640,3980,4640,4111
Time,Price,%,SD
04/04 10:12,"1,415.94",-0.56,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5410,5410,1370,850,600,860,685
5082,5100,4880,4880,1380,1050,770,1050,865
4396,4330,3810,3810,1390,1280,1000,1290,1058
Time,Price,%,SD
04/04 10:17,"1,415.36",-0.60,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5410,5410,1370,870,600,860,685
5082,5100,4880,4880,1380,1070,770,1050,865
4396,4330,3810,3780,1390,1300,1000,1290,1058
3628,3690,3100,3070,1400,1590,1120,1580,1306
2916,3120,2420,2430,1410,1950,1400,1920,1615
2283,2390,1830,1840,1420,2370,1800,2350,1967
1730,1850,1350,1360,1430,2880,2200,2850,2417
1248,1410,940,950,1440,3470,2500,3430,2938
853,1090,630,640,1450,4150,3660,4120,3533
549,630,400,410,1460,4910,3980,4890,4111
Time,Price,%,SD
04/04 10:20,"1,414.48",-0.66,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5410,5410,1370,870,600,870,685
5082,5100,4880,4880,1380,1070,770,1070,865
4396,4330,3780,3780,1390,1300,1000,1300,1058
3628,3690,3030,3070,1400,1590,1120,1600,1306
2916,3120,2420,2430,1410,1950,1400,1960,1615
2283,2390,1830,1840,1420,2370,1800,2380,1967
1730,1850,1350,1360,1430,2880,2200,2880,2417
1248,1410,940,950,1440,3470,2500,3470,2938
853,1090,630,640,1450,4150,3660,4160,3533
549,630,400,410,1460,4910,3980,4590,4111
Time,Price,%,SD
04/04 10:24,"1,414.68",-0.64,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5410,5310,1370,900,600,870,685
5082,5100,4880,4500,1380,1100,770,1070,865
4396,4330,3780,3750,1390,1350,1000,1300,1058
3628,3690,3030,3030,1400,1650,1120,1650,1306
2916,3120,2400,2400,1410,2000,1400,2010,1615
2283,2390,1810,1830,1420,2430,1800,2430,1967
1730,1850,1340,1350,1430,2950,2200,2950,2417
1248,1410,930,960,1440,3560,2500,3560,2938
853,1090,630,640,1450,4240,3660,4240,3533
549,630,400,400,1460,4950,3980,4970,4111
Time,Price,%,SD
04/04 10:29,"1,414.68",-0.64,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5290,5290,1370,890,600,910,685
5082,5100,4480,4480,1380,1100,770,1110,865
4396,4330,3720,3740,1390,1350,1000,1350,1058
3628,3690,3030,3040,1400,1640,1120,1650,1306
2916,3120,2400,2400,1410,2010,1400,2010,1615
2283,2390,1810,1840,1420,2440,1800,2440,1967
1730,1850,1340,1350,1430,2960,2200,2960,2417
1248,1410,930,940,1440,3550,2500,3560,2938
853,1090,630,630,1450,4200,3660,4240,3533
549,630,400,400,1460,5000,3980,5000,4111
Time,Price,%,SD
04/04 10:33,"1,415.46",-0.59,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5290,5290,1370,890,600,910,685
5082,5100,4480,4480,1380,1100,770,1110,865
4396,4330,3720,3740,1390,1350,1000,1350,1058
3628,3690,3030,3040,1400,1640,1120,1650,1306
2916,3120,2400,2400,1410,2010,1400,2010,1615
2283,2390,1810,1840,1420,2440,1800,2440,1967
1730,1850,1340,1350,1430,2960,2200,2960,2417
1248,1410,930,940,1440,3550,2500,3560,2938
853,1090,630,630,1450,4200,3660,4240,3533
549,630,400,400,1460,5000,3980,5000,4111
Time,Price,%,SD
04/04 10:35,"1,415.66",-0.58,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5290,5430,1370,850,600,910,685
5082,5100,4480,4610,1380,1040,770,1110,865
4396,4330,3720,3850,1390,1270,1000,1350,1058
3628,3690,3030,3120,1400,1540,1120,1650,1306
2916,3120,2400,2490,1410,1910,1400,2010,1615
2283,2390,1810,1900,1420,2320,1800,2440,1967
1730,1850,1340,1400,1430,2850,2200,2960,2417
1248,1410,930,990,1440,3470,2500,3560,2938
853,1090,630,660,1450,4080,3660,4240,3533
549,630,400,420,1460,4880,3980,5000,4111
Time,Price,%,SD
04/04 10:39,"1,415.66",-0.58,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5290,5400,1370,860,600,910,685
5082,5100,4480,4550,1380,1060,770,1120,865
4396,4330,3720,3800,1390,1290,1000,1360,1058
3628,3690,3030,3100,1400,1580,1120,1650,1306
2916,3120,2390,2440,1410,1930,1400,2020,1615
2283,2390,1810,1850,1420,2370,1800,2460,1967
1730,1850,1340,1370,1430,2860,2200,2950,2417
1248,1410,930,970,1440,3460,2500,3560,2938
853,1090,630,650,1450,4140,3660,4240,3533
549,630,400,410,1460,4860,3980,5000,4111
Time,Price,%,SD
04/04 10:44,"1,414.97",-0.62,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5290,5400,1370,860,600,910,685
5082,5100,4480,4550,1380,1050,770,1120,865
4396,4330,3720,3810,1390,1290,1000,1360,1058
3628,3690,3030,3100,1400,1570,1120,1650,1306
2916,3120,2390,2440,1410,1930,1400,2020,1615
2283,2390,1810,1870,1420,2350,1800,2460,1967
1730,1850,1340,1380,1430,2850,2200,2970,2417
1248,1410,930,970,1440,3470,2500,3560,2938
853,1090,630,660,1450,4140,3660,4240,3533
549,630,400,420,1460,4860,3980,5000,4111
Time,Price,%,SD
04/04 10:47,"1,414.97",-0.62,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5290,5360,1370,860,600,910,685
5082,5100,4480,4550,1380,1080,770,1120,865
4396,4330,3720,3810,1390,1310,1000,1360,1058
3628,3690,3030,3100,1400,1600,1120,1650,1306
2916,3120,2390,2410,1410,1980,1400,2020,1615
2283,2390,1810,1840,1420,2390,1800,2460,1967
1730,1850,1340,1350,1430,2910,2200,2970,2417
1248,1410,930,950,1440,3470,2500,3560,2938
853,1090,630,640,1450,4180,3660,4240,3533
549,630,400,410,1460,4950,3980,5000,4111
Time,Price,%,SD
04/04 10:49,"1,414.97",-0.62,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5290,5360,1370,860,600,910,685
5082,5100,4480,4550,1380,1080,770,1120,865
4396,4330,3720,3810,1390,1310,1000,1360,1058
3628,3690,3030,3100,1400,1600,1120,1650,1306
2916,3120,2390,2410,1410,1980,1400,2020,1615
2283,2390,1810,1840,1420,2390,1800,2460,1967
1730,1850,1340,1350,1430,2910,2200,2970,2417
1248,1410,930,950,1440,3470,2500,3560,2938
853,1090,630,640,1450,4180,3660,4240,3533
549,630,400,410,1460,4950,3980,5000,4111
Time,Price,%,SD
04/04 10:52,"1,413.96",-0.70,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5220,5220,1370,910,600,910,685
5082,5100,4430,4430,1380,1110,770,1120,865
4396,4330,3700,3700,1390,1370,1000,1370,1058
3628,3690,2980,2980,1400,1670,1120,1670,1306
2916,3120,2340,2370,1410,2040,1400,2040,1615
2283,2390,1780,1780,1420,2470,1800,2470,1967
1730,1850,1310,1310,1430,3000,2200,3000,2417
1248,1410,920,920,1440,3600,2500,3600,2938
853,1090,620,620,1450,4280,3660,4280,3533
549,630,390,390,1460,5060,3980,5060,4111
Time,Price,%,SD
04/04 10:55,"1,412.88",-0.77,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5220,5220,1370,910,600,910,685
5082,5100,4430,4430,1380,1110,770,1120,865
4396,4330,3700,3700,1390,1370,1000,1370,1058
3628,3690,2980,2980,1400,1670,1120,1670,1306
2916,3120,2340,2370,1410,2040,1400,2040,1615
2283,2390,1780,1780,1420,2470,1800,2470,1967
1730,1850,1310,1310,1430,3000,2200,3000,2417
1248,1410,920,920,1440,3600,2500,3600,2938
853,1090,620,620,1450,4280,3660,4280,3533
549,630,390,390,1460,5060,3980,5060,4111
Time,Price,%,SD
04/04 10:56,"1,412.88",-0.77,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5180,5210,1370,950,600,960,685
5082,5100,4430,4430,1380,1160,770,1160,865
4396,4330,3650,3650,1390,1410,1000,1430,1058
3628,3690,2940,2990,1400,1700,1120,1730,1306
2916,3120,2310,2320,1410,2070,1400,2100,1615
2283,2390,1750,1770,1420,2520,1800,2550,1967
1730,1850,1290,1300,1430,3040,2200,3060,2417
1248,1410,900,920,1440,3650,2500,3660,2938
853,1090,610,610,1450,4330,3660,4330,3533
549,630,380,390,1460,5130,3980,5160,4111
Time,Price,%,SD
04/04 11:01,"1,411.45",-0.87,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5180,5210,1370,950,600,960,685
5082,5100,4430,4430,1380,1160,770,1160,865
4396,4330,3650,3650,1390,1410,1000,1430,1058
3628,3690,2940,2990,1400,1700,1120,1730,1306
2916,3120,2310,2320,1410,2070,1400,2100,1615
2283,2390,1750,1770,1420,2520,1800,2550,1967
1730,1850,1290,1300,1430,3040,2200,3060,2417
1248,1410,900,920,1440,3650,2500,3660,2938
853,1090,610,610,1450,4330,3660,4330,3533
549,630,380,390,1460,5130,3980,5160,4111
Time,Price,%,SD
04/04 11:02,"1,411.45",-0.87,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5180,5160,1370,1040,600,960,685
5082,5100,4430,4400,1380,1270,770,1160,865
4396,4330,3650,3650,1390,1520,1000,1550,1058
3628,3690,2920,2960,1400,1840,1120,1880,1306
2916,3120,2290,2330,1410,2200,1400,2250,1615
2283,2390,1740,1790,1420,2680,1800,2700,1967
1730,1850,1290,1300,1430,3240,2200,3240,2417
1248,1410,900,920,1440,3800,2500,3840,2938
853,1090,610,620,1450,4480,3660,4560,3533
549,630,380,390,1460,5260,3980,5320,4111
Time,Price,%,SD
04/04 11:04,"1,410.79",-0.92,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5180,5160,1370,1040,600,960,685
5082,5100,4430,4400,1380,1270,770,1160,865
4396,4330,3650,3650,1390,1520,1000,1430,1058
3628,3690,2940,2960,1400,1840,1120,1730,1306
2916,3120,2310,2330,1410,2200,1400,2100,1615
2283,2390,1750,1790,1420,2680,1800,2550,1967
1730,1850,1290,1300,1430,3240,2200,3060,2417
1248,1410,900,920,1440,3800,2500,3840,2938
853,1090,610,620,1450,4480,3660,4560,3533
549,630,380,390,1460,5260,3980,5320,4111
Time,Price,%,SD
04/04 11:07,"1,410.79",-0.92,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5120,5160,1370,1080,600,1070,685
5082,5100,4400,4400,1380,1310,770,1290,865
4396,4330,3650,3650,1390,1550,1000,1550,1058
3628,3690,2920,2910,1400,1900,1120,1880,1306
2916,3120,2290,2280,1410,2260,1400,2250,1615
2283,2390,1740,1720,1420,2710,1800,2700,1967
1730,1850,1260,1260,1430,3260,2200,3260,2417
1248,1410,890,890,1440,3860,2500,3860,2938
853,1090,600,600,1450,4550,3660,4560,3533
549,630,380,390,1460,5330,3980,5350,4111
Time,Price,%,SD
04/04 11:09,"1,410.79",-0.92,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
5624,5800,5120,5160,1370,1080,600,1090,685
5082,5100,4400,4400,1380,1310,770,1310,865
4396,4330,3650,3650,1390,1550,1000,1570,1058
3628,3690,2900,2910,1400,1900,1120,1900,1306
2916,3120,2280,2280,1410,2260,1400,2260,1615
2283,2390,1720,1720,1420,2710,1800,2730,1967
1730,1850,1260,1260,1430,3260,2200,3260,2417
1248,1410,890,890,1440,3860,2500,3860,2938
853,1090,600,600,1450,4550,3660,4560,3533
549,630,380,390,1460,5330,3980,5350,4111
Time,Price,%,SD
04/04 11:11,"1,407.13",-1.17,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
8408,6150,6150,6150,1360,890,500,900,552
5624,5800,5120,5160,1370,1080,600,1090,685
5082,5100,4400,4400,1380,1310,770,1310,865
4396,4330,3650,3650,1390,1550,1000,1570,1058
3628,3690,2900,2910,1400,1900,1120,1900,1306
2916,3120,2280,2280,1410,2260,1400,2260,1615
2283,2390,1720,1720,1420,2710,1800,2730,1967
1730,1850,1260,1260,1430,3260,2200,3260,2417
1248,1410,890,890,1440,3860,2500,3860,2938
853,1090,600,600,1450,4550,3660,4560,3533
Time,Price,%,SD
04/04 11:13,"1,407.13",-1.17,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
8408,6150,6150,6150,1360,1020,500,900,552
5624,5800,5120,4900,1370,1220,600,1090,685
5082,5100,4400,4060,1380,1480,770,1310,865
4396,4330,3650,3410,1390,1760,1000,1570,1058
3628,3690,2900,2740,1400,2110,1120,1900,1306
2916,3120,2280,2140,1410,2500,1400,2260,1615
2283,2390,1720,1590,1420,3050,1800,2730,1967
1730,1850,1260,1180,1430,3590,2200,3260,2417
1248,1410,890,830,1440,4170,2500,3860,2938
853,1090,550,560,1450,4900,3660,4900,3533
Time,Price,%,SD
04/04 11:15,"1,405.24",-1.31,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
8408,6150,6150,6150,1360,1020,500,1020,552
5624,5800,4900,4900,1370,1220,600,1220,685
5082,5100,4060,4060,1380,1480,770,1480,865
4396,4330,3410,3410,1390,1760,1000,1760,1058
3628,3690,2740,2740,1400,2110,1120,2110,1306
2916,3120,2140,2140,1410,2500,1400,2500,1615
2283,2390,1590,1590,1420,3050,1800,3050,1967
1730,1850,1180,1180,1430,3590,2200,3590,2417
1248,1410,830,830,1440,4170,2500,4170,2938
853,1090,550,560,1450,4900,3660,4900,3533
Time,Price,%,SD
04/04 11:17,"1,405.24",-1.31,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
8408,6150,6150,6150,1360,1020,500,1020,552
5624,5800,4900,4900,1370,1220,600,1220,685
5082,5100,4060,4060,1380,1480,770,1480,865
4396,4330,3410,3410,1390,1760,1000,1760,1058
3628,3690,2740,2740,1400,2110,1120,2110,1306
2916,3120,2140,2140,1410,2500,1400,2500,1615
2283,2390,1590,1590,1420,3050,1800,3050,1967
1730,1850,1180,1180,1430,3590,2200,3590,2417
1248,1410,830,830,1440,4170,2500,4170,2938
853,1090,500,560,1450,4900,3660,5060,3533
Time,Price,%,SD
04/04 11:19,"1,405.24",-1.31,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
8408,6150,6150,6150,1360,1060,500,1060,552
5624,5800,4820,4820,1370,1250,600,1270,685
5082,5100,3950,3950,1380,1500,770,1510,865
4396,4330,3220,3220,1390,1800,1000,1840,1058
3628,3690,2600,2630,1400,2130,1120,2170,1306
2916,3120,2040,2040,1410,2550,1400,2590,1615
2283,2390,1520,1550,1420,3080,1800,3080,1967
1730,1850,1110,1120,1430,3590,2200,3660,2417
1248,1410,790,790,1440,4290,2500,4300,2938
853,1090,500,530,1450,5060,3660,5060,3533
Time,Price,%,SD
04/04 11:20,"1,405.64",-1.28,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
8408,6150,6150,6150,1360,1060,500,1060,552
5624,5800,4820,4820,1370,1250,600,1270,685
5082,5100,3950,3950,1380,1500,770,1510,865
4396,4330,3220,3220,1390,1800,1000,1840,1058
3628,3690,2600,2630,1400,2130,1120,2170,1306
2916,3120,2040,2040,1410,2550,1400,2590,1615
2283,2390,1520,1550,1420,3080,1800,3080,1967
1730,1850,1110,1120,1430,3590,2200,3660,2417
1248,1410,790,790,1440,4290,2500,4300,2938
853,1090,500,530,1450,5060,3660,5060,3533
Time,Price,%,SD
04/04 11:23,"1,405.64",-1.28,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
8408,6150,6150,6150,1360,1040,500,1060,552
5624,5800,4820,4720,1370,1240,600,1270,685
5082,5100,3950,4000,1380,1500,770,1510,865
4396,4330,3220,3290,1390,1790,1000,1840,1058
3628,3690,2600,2630,1400,2150,1120,2170,1306
2916,3120,2040,2090,1410,2550,1400,2590,1615
2283,2390,1520,1540,1420,3080,1800,3080,1967
1730,1850,1110,1130,1430,3640,2200,3660,2417
1248,1410,790,790,1440,4280,2500,4300,2938
853,1090,500,520,1450,5050,3660,5060,3533
Time,Price,%,SD
04/04 11:25,"1,402.71",-1.49,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
8408,6150,6150,6150,1360,1040,500,1060,552
5624,5800,4720,4720,1370,1240,600,1270,685
5082,5100,3950,4000,1380,1500,770,1510,865
4396,4330,3220,3290,1390,1790,1000,1840,1058
3628,3690,2540,2630,1400,2150,1120,2320,1306
2916,3120,1960,2090,1410,2550,1400,2760,1615
2283,2390,1470,1540,1420,3080,1800,3270,1967
1730,1850,1080,1130,1430,3640,2200,3860,2417
1248,1410,750,790,1440,4280,2500,4500,2938
853,1090,490,520,1450,5050,3660,5260,3533
Time,Price,%,SD
04/04 11:27,"1,402.71",-1.49,11.76
Base,High,Low,CALL,,PUT,Low,High,Base
8408,6150,5400,5400,1360,1160,500,1170,552
5624,5800,4630,4630,1370,1380,600,1380,685
5082,5100,3870,3870,1380,1640,770,1640,865
4396,4330,3180,3180,1390,1930,1000,1940,1058
3628,3690,2540,2560,1400,2300,1120,2320,1306
2916,3120,1960,1990,1410,2720,1400,2760,1615
2283,2390,1470,1490,1420,3270,1800,3270,1967
1730,1850,1080,1080,1430,3840,2200,3860,2417
1248,1410,750,750,1440,4480,2500,4500,2938
853,1090,490,500,1450,5230,3660,5260,3533
Time,Price,%,SD
04/04 11:29,"1,402.71",-1.49,11.76
