Time,Price,%,SD
02/04 09:27,"1,446.49",0.44,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
2584,2340,2190,2240,1430,1770,1660,1830,1590
1972,1810,1640,1680,1440,2190,2000,2290,2002
1445,1380,1170,1190,1450,2720,2570,2810,2449
1000,850,790,810,1460,3310,3270,3430,3001
645,540,490,500,1470,4010,3950,4120,3629
385,310,280,290,1480,4620,4620,4920,4390
Time,Price,%,SD
02/04 09:49,"1,435.25",-0.34,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,710,670,720,622
4838,4300,4280,4300,1400,900,860,930,802
4027,3670,3520,3540,1410,1150,1070,1170,1018
3279,2960,2820,2840,1420,1430,1350,1470,1283
2584,2340,2190,2210,1430,1810,1660,1830,1590
1972,1810,1640,1650,1440,2240,2000,2290,2002
1445,1380,1170,1180,1450,2780,2570,2810,2449
1000,850,790,790,1460,3390,3270,3430,3001
645,540,490,490,1470,4090,3950,4120,3629
385,310,280,290,1480,4890,4620,4920,4390
Time,Price,%,SD
02/04 09:54,"1,435.25",-0.34,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,710,670,720,622
4838,4300,4280,4300,1400,900,860,930,802
4027,3670,3520,3540,1410,1150,1070,1170,1018
3279,2960,2820,2840,1420,1430,1350,1470,1283
2584,2340,2190,2210,1430,1810,1660,1830,1590
1972,1810,1640,1650,1440,2240,2000,2290,2002
1445,1380,1170,1180,1450,2780,2570,2810,2449
1000,850,790,790,1460,3390,3270,3430,3001
645,540,490,490,1470,4090,3950,4120,3629
385,310,280,290,1480,4890,4620,4920,4390
Time,Price,%,SD
02/04 09:57,"1,435.25",-0.34,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,710,670,720,622
4838,4300,4280,4300,1400,900,860,930,802
4027,3670,3520,3540,1410,1150,1070,1170,1018
3279,2960,2820,2840,1420,1430,1350,1470,1283
2584,2340,2190,2210,1430,1810,1660,1830,1590
1972,1810,1640,1650,1440,2240,2000,2290,2002
1445,1380,1170,1180,1450,2780,2570,2810,2449
1000,850,790,790,1460,3390,3270,3430,3001
645,540,490,490,1470,4090,3950,4120,3629
385,310,280,290,1480,4890,4620,4920,4390
Time,Price,%,SD
02/04 09:58,"1,435.25",-0.34,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,710,670,720,622
4838,4300,4280,4300,1400,900,860,930,802
4027,3670,3520,3540,1410,1150,1070,1170,1018
3279,2960,2820,2840,1420,1430,1350,1470,1283
2584,2340,2190,2210,1430,1810,1660,1830,1590
1972,1810,1640,1650,1440,2240,2000,2290,2002
1445,1380,1170,1180,1450,2780,2570,2810,2449
1000,850,790,790,1460,3390,3270,3430,3001
645,540,490,490,1470,4090,3950,4120,3629
385,310,280,290,1480,4890,4620,4920,4390
Time,Price,%,SD
02/04 10:00,"1,435.25",-0.34,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,710,670,720,622
4838,4300,4280,4300,1400,900,860,930,802
4027,3670,3520,3540,1410,1150,1070,1170,1018
3279,2960,2820,2840,1420,1430,1350,1470,1283
2584,2340,2190,2210,1430,1810,1660,1830,1590
1972,1810,1640,1650,1440,2240,2000,2290,2002
1445,1380,1170,1180,1450,2780,2570,2810,2449
1000,850,790,790,1460,3390,3270,3430,3001
645,540,490,490,1470,4090,3950,4120,3629
385,310,280,290,1480,4890,4620,4920,4390
Time,Price,%,SD
02/04 10:04,"1,435.25",-0.34,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,710,670,720,622
4838,4300,4280,4300,1400,900,860,930,802
4027,3670,3520,3540,1410,1150,1070,1170,1018
3279,2960,2820,2840,1420,1430,1350,1470,1283
2584,2340,2190,2210,1430,1810,1660,1830,1590
1972,1810,1640,1650,1440,2240,2000,2290,2002
1445,1380,1170,1180,1450,2780,2570,2810,2449
1000,850,790,790,1460,3390,3270,3430,3001
645,540,490,490,1470,4090,3950,4120,3629
385,310,280,290,1480,4890,4620,4920,4390
Time,Price,%,SD
02/04 10:07,"1,434.68",-0.38,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,700,670,720,622
4838,4300,4280,4330,1400,890,860,930,802
4027,3670,3520,3540,1410,1130,1070,1170,1018
3279,2960,2820,2860,1420,1420,1350,1470,1283
2584,2340,2190,2220,1430,1790,1660,1830,1590
1972,1810,1640,1670,1440,2220,2000,2290,2002
1445,1380,1170,1190,1450,2740,2570,2810,2449
1000,850,790,800,1460,3350,3270,3430,3001
645,540,490,500,1470,4060,3950,4120,3629
385,310,280,290,1480,4850,4620,4920,4390
Time,Price,%,SD
02/04 10:13,"1,434.76",-0.37,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,700,670,720,622
4838,4330,4280,4310,1400,890,860,930,802
4027,3670,3520,3550,1410,1140,1070,1170,1018
3279,2960,2820,2850,1420,1430,1350,1470,1283
2584,2340,2190,2210,1430,1780,1660,1830,1590
1972,1810,1640,1660,1440,2230,2000,2290,2002
1445,1380,1170,1180,1450,2750,2570,2810,2449
1000,850,790,800,1460,3380,3270,3430,3001
645,540,490,490,1470,4080,3950,4120,3629
385,310,280,290,1480,4850,4620,4920,4390
Time,Price,%,SD
02/04 10:15,"1,434.81",-0.37,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,700,670,720,622
4838,4330,4280,4310,1400,890,860,930,802
4027,3670,3520,3550,1410,1140,1070,1170,1018
3279,2960,2820,2850,1420,1430,1350,1470,1283
2584,2340,2190,2210,1430,1780,1660,1830,1590
1972,1810,1640,1660,1440,2230,2000,2290,2002
1445,1380,1170,1180,1450,2750,2570,2810,2449
1000,850,790,800,1460,3380,3270,3430,3001
645,540,490,490,1470,4080,3950,4120,3629
385,310,280,290,1480,4850,4620,4920,4390
Time,Price,%,SD
02/04 10:16,"1,434.81",-0.37,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,0,0,5774,1390,700,670,720,622
4838,4330,4280,4310,1400,890,860,930,802
4027,3670,3520,3550,1410,1140,1070,1170,1018
3279,2960,2820,2850,1420,1430,1350,1470,1283
2584,2340,2180,2210,1430,1780,1660,1830,1590
1972,1810,1630,1660,1440,2230,2000,2290,2002
1445,1380,1160,1180,1450,2750,2570,2810,2449
1000,850,790,800,1460,3380,3270,3430,3001
645,540,490,490,1470,4080,3950,4120,3629
385,310,280,290,1480,4850,4620,4920,4390
Time,Price,%,SD
02/04 10:19,"1,434.81",-0.37,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5100,5100,1390,710,670,720,622
4838,4330,4260,4260,1400,890,860,930,802
4027,3670,3510,3510,1410,1160,1070,1170,1018
3279,2960,2820,2820,1420,1460,1350,1470,1283
2584,2340,2180,2180,1430,1820,1660,1830,1590
1972,1810,1630,1630,1440,2270,2000,2290,2002
1445,1380,1160,1160,1450,2810,2570,2810,2449
1000,850,780,780,1460,3430,3270,3430,3001
645,540,490,490,1470,4100,3950,4120,3629
385,310,280,290,1480,4880,4620,4920,4390
Time,Price,%,SD
02/04 10:20,"1,432.74",-0.51,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5070,5100,1390,710,670,730,622
4838,4330,4180,4260,1400,890,860,940,802
4027,3670,3450,3510,1410,1160,1070,1200,1018
3279,2960,2750,2820,1420,1460,1350,1510,1283
2584,2340,2130,2180,1430,1820,1660,1890,1590
1972,1810,1590,1630,1440,2270,2000,2350,2002
1445,1380,1130,1160,1450,2810,2570,2890,2449
1000,850,750,780,1460,3430,3270,3520,3001
645,540,470,490,1470,4100,3950,4230,3629
385,310,280,290,1480,4880,4620,5030,4390
Time,Price,%,SD
02/04 10:23,"1,432.74",-0.51,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5070,5100,1390,710,670,730,622
4838,4330,4180,4260,1400,890,860,940,802
4027,3670,3450,3510,1410,1160,1070,1200,1018
3279,2960,2750,2820,1420,1460,1350,1510,1283
2584,2340,2130,2180,1430,1820,1660,1890,1590
1972,1810,1590,1630,1440,2270,2000,2350,2002
1445,1380,1130,1160,1450,2810,2570,2890,2449
1000,850,750,780,1460,3430,3270,3520,3001
645,540,470,490,1470,4100,3950,4230,3629
385,310,280,290,1480,4880,4620,5030,4390
Time,Price,%,SD
02/04 10:25,"1,433.46",-0.46,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5070,5070,1390,730,670,730,622
4838,4330,4180,4180,1400,940,860,940,802
4027,3670,3450,3450,1410,1200,1070,1200,1018
3279,2960,2750,2750,1420,1510,1350,1510,1283
2584,2340,2130,2130,1430,1890,1660,1890,1590
1972,1810,1590,1590,1440,2350,2000,2370,2002
1445,1380,1120,1130,1450,2880,2570,2900,2449
1000,850,750,750,1460,3520,3270,3530,3001
645,540,460,470,1470,4230,3950,4250,3629
385,310,270,280,1480,5030,4620,5050,4390
Time,Price,%,SD
02/04 10:27,"1,433.46",-0.46,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5070,5070,1390,730,670,740,622
4838,4330,4160,4170,1400,920,860,960,802
4027,3670,3420,3420,1410,1200,1070,1210,1018
3279,2960,2740,2740,1420,1510,1350,1530,1283
2584,2340,2110,2110,1430,1890,1660,1910,1590
1972,1810,1580,1580,1440,2350,2000,2370,2002
1445,1380,1120,1120,1450,2870,2570,2900,2449
1000,850,750,750,1460,3530,3270,3530,3001
645,540,460,460,1470,4210,3950,4250,3629
385,310,270,270,1480,5050,4620,5050,4390
Time,Price,%,SD
02/04 10:28,"1,433.46",-0.46,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5070,5070,1390,730,670,740,622
4838,4330,4160,4170,1400,920,860,960,802
4027,3670,3420,3420,1410,1200,1070,1210,1018
3279,2960,2740,2740,1420,1510,1350,1530,1283
2584,2340,2110,2110,1430,1890,1660,1910,1590
1972,1810,1580,1580,1440,2350,2000,2370,2002
1445,1380,1120,1120,1450,2870,2570,2900,2449
1000,850,750,750,1460,3530,3270,3530,3001
645,540,460,460,1470,4210,3950,4260,3629
385,310,250,270,1480,5050,4620,5060,4390
Time,Price,%,SD
02/04 10:33,"1,432.30",-0.54,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5070,5070,1390,730,670,740,622
4838,4330,4140,4140,1400,950,860,960,802
4027,3670,3420,3420,1410,1210,1070,1210,1018
3279,2960,2710,2710,1420,1520,1350,1530,1283
2584,2340,2080,2080,1430,1910,1660,1910,1590
1972,1810,1540,1540,1440,2360,2000,2380,2002
1445,1380,1100,1100,1450,2910,2570,2910,2449
1000,850,730,740,1460,3550,3270,3550,3001
645,540,450,460,1470,4260,3950,4260,3629
385,310,250,270,1480,5060,4620,5060,4390
Time,Price,%,SD
02/04 10:35,"1,431.29",-0.61,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5070,5070,1390,730,670,740,622
4838,4330,4140,4140,1400,950,860,960,802
4027,3670,3420,3420,1410,1210,1070,1210,1018
3279,2960,2710,2710,1420,1520,1350,1530,1283
2584,2340,2080,2080,1430,1910,1660,1910,1590
1972,1810,1540,1540,1440,2360,2000,2380,2002
1445,1380,1100,1100,1450,2910,2570,2910,2449
1000,850,730,740,1460,3550,3270,3550,3001
645,540,450,460,1470,4260,3950,4260,3629
385,310,250,270,1480,5060,4620,5060,4390
Time,Price,%,SD
02/04 10:36,"1,431.29",-0.61,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5070,5070,1390,730,670,760,622
4838,4330,4080,4140,1400,950,860,960,802
4027,3670,3360,3420,1410,1210,1070,1230,1018
3279,2960,2670,2710,1420,1520,1350,1550,1283
2584,2340,2050,2080,1430,1910,1660,1950,1590
1972,1810,1520,1540,1440,2360,2000,2420,2002
1445,1380,1080,1100,1450,2910,2570,2970,2449
1000,850,710,740,1460,3550,3270,3600,3001
645,540,430,460,1470,4260,3950,4310,3629
385,310,250,270,1480,5060,4620,5120,4390
Time,Price,%,SD
02/04 10:40,"1,431.67",-0.58,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,5070,5070,1390,760,670,760,622
4838,4330,4080,4100,1400,960,860,960,802
4027,3670,3360,3360,1410,1220,1070,1230,1018
3279,2960,2670,2680,1420,1540,1350,1550,1283
2584,2340,2050,2080,1430,1930,1660,1950,1590
1972,1810,1520,1540,1440,2400,2000,2420,2002
1445,1380,1080,1100,1450,2960,2570,2970,2449
1000,850,710,730,1460,3580,3270,3600,3001
645,540,430,440,1470,4310,3950,4310,3629
385,310,250,250,1480,5120,4620,5120,4390
Time,Price,%,SD
02/04 10:42,"1,431.67",-0.58,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4940,5070,1390,760,670,760,622
4838,4330,4080,4100,1400,960,860,960,802
4027,3670,3360,3360,1410,1220,1070,1230,1018
3279,2960,2670,2680,1420,1540,1350,1550,1283
2584,2340,2050,2080,1430,1930,1660,1950,1590
1972,1810,1520,1540,1440,2400,2000,2420,2002
1445,1380,1080,1100,1450,2960,2570,2970,2449
1000,850,710,730,1460,3580,3270,3600,3001
645,540,430,440,1470,4310,3950,4310,3629
385,310,250,250,1480,5120,4620,5120,4390
Time,Price,%,SD
02/04 10:44,"1,431.67",-0.58,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4940,4940,1390,740,670,760,622
4838,4330,4080,4140,1400,960,860,960,802
4027,3670,3360,3400,1410,1220,1070,1230,1018
3279,2960,2670,2720,1420,1540,1350,1550,1283
2584,2340,2050,2100,1430,1910,1660,1950,1590
1972,1810,1520,1560,1440,2380,2000,2420,2002
1445,1380,1080,1110,1450,2930,2570,2970,2449
1000,850,710,740,1460,3560,3270,3600,3001
645,540,430,450,1470,4260,3950,4310,3629
385,310,250,260,1480,5060,4620,5120,4390
Time,Price,%,SD
02/04 10:47,"1,431.39",-0.60,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4860,4860,1390,770,670,770,622
4838,4330,4080,4080,1400,970,860,970,802
4027,3670,3360,3390,1410,1250,1070,1250,1018
3279,2960,2650,2650,1420,1570,1350,1570,1283
2584,2340,2040,2040,1430,1950,1660,1950,1590
1972,1810,1510,1510,1440,2450,2000,2450,2002
1445,1380,1070,1070,1450,2990,2570,2990,2449
1000,850,710,710,1460,3630,3270,3630,3001
645,540,430,440,1470,4330,3950,4330,3629
385,310,250,250,1480,5140,4620,5140,4390
Time,Price,%,SD
02/04 10:50,"1,431.93",-0.57,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4860,4860,1390,770,670,770,622
4838,4330,4080,4080,1400,970,860,970,802
4027,3670,3360,3390,1410,1250,1070,1250,1018
3279,2960,2650,2650,1420,1570,1350,1570,1283
2584,2340,2040,2040,1430,1950,1660,1950,1590
1972,1810,1510,1510,1440,2450,2000,2450,2002
1445,1380,1070,1070,1450,2990,2570,2990,2449
1000,850,710,710,1460,3630,3270,3630,3001
645,540,430,440,1470,4330,3950,4330,3629
385,310,250,250,1480,5140,4620,5140,4390
Time,Price,%,SD
02/04 10:56,"1,430.60",-0.66,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4860,4840,1390,770,670,770,622
4838,4330,4040,4060,1400,990,860,980,802
4027,3670,3330,3330,1410,1250,1070,1250,1018
3279,2960,2650,2660,1420,1580,1350,1570,1283
2584,2340,2040,2050,1430,1970,1660,1970,1590
1972,1810,1510,1520,1440,2440,2000,2450,2002
1445,1380,1070,1070,1450,2980,2570,2990,2449
1000,850,700,710,1460,3630,3270,3650,3001
645,540,430,440,1470,4370,3950,4360,3629
385,310,250,250,1480,5170,4620,5160,4390
Time,Price,%,SD
02/04 10:59,"1,430.60",-0.66,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4820,4840,1390,770,670,780,622
4838,4330,4040,4060,1400,990,860,1000,802
4027,3670,3300,3330,1410,1250,1070,1270,1018
3279,2960,2630,2660,1420,1580,1350,1600,1283
2584,2340,2030,2050,1430,1970,1660,1990,1590
1972,1810,1500,1520,1440,2440,2000,2450,2002
1445,1380,1060,1070,1450,2980,2570,3010,2449
1000,850,700,710,1460,3630,3270,3650,3001
645,540,430,440,1470,4370,3950,4400,3629
385,310,240,250,1480,5170,4620,5170,4390
Time,Price,%,SD
02/04 11:00,"1,430.85",-0.64,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4820,4840,1390,770,670,780,622
4838,4330,4040,4060,1400,990,860,1000,802
4027,3670,3300,3330,1410,1250,1070,1270,1018
3279,2960,2630,2660,1420,1580,1350,1600,1283
2584,2340,2030,2050,1430,1970,1660,1990,1590
1972,1810,1500,1520,1440,2440,2000,2480,2002
1445,1380,1060,1070,1450,2980,2570,3010,2449
1000,850,700,710,1460,3630,3270,3650,3001
645,540,430,440,1470,4370,3950,4400,3629
385,310,240,250,1480,5170,4620,5170,4390
Time,Price,%,SD
02/04 11:05,"1,430.85",-0.64,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4820,4840,1390,790,670,790,622
4838,4330,4030,4070,1400,1000,860,1000,802
4027,3670,3300,3320,1410,1290,1070,1290,1018
3279,2960,2630,2640,1420,1600,1350,1600,1283
2584,2340,2030,2040,1430,2000,1660,2000,1590
1972,1810,1500,1500,1440,2480,2000,2480,2002
1445,1380,1060,1070,1450,3010,2570,3020,2449
1000,850,700,710,1460,3660,3270,3660,3001
645,540,430,440,1470,4380,3950,4400,3629
385,310,240,240,1480,5190,4620,5200,4390
Time,Price,%,SD
02/04 11:09,"1,430.39",-0.67,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4750,4750,1390,810,670,810,622
4838,4330,3960,3960,1400,1040,860,1040,802
4027,3670,3240,3240,1410,1310,1070,1310,1018
3279,2960,2570,2570,1420,1620,1350,1620,1283
2584,2340,1970,1970,1430,2060,1660,2060,1590
1972,1810,1470,1470,1440,2530,2000,2550,2002
1445,1380,1030,1030,1450,3100,2570,3110,2449
1000,850,680,680,1460,3700,3270,3700,3001
645,540,420,420,1470,4500,3950,4500,3629
385,310,230,230,1480,5290,4620,5290,4390
Time,Price,%,SD
02/04 11:11,"1,430.57",-0.66,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4750,4750,1390,810,670,810,622
4838,4330,3960,3960,1400,1040,860,1040,802
4027,3670,3240,3240,1410,1310,1070,1310,1018
3279,2960,2570,2570,1420,1620,1350,1620,1283
2584,2340,1970,1970,1430,2060,1660,2060,1590
1972,1810,1470,1470,1440,2530,2000,2550,2002
1445,1380,1030,1030,1450,3100,2570,3110,2449
1000,850,680,680,1460,3700,3270,3700,3001
645,540,410,420,1470,4500,3950,4500,3629
385,310,230,230,1480,5290,4620,5290,4390
Time,Price,%,SD
02/04 11:13,"1,430.57",-0.66,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4750,4750,1390,810,670,820,622
4838,4330,3960,3960,1400,1030,860,1040,802
4027,3670,3240,3260,1410,1310,1070,1310,1018
3279,2960,2570,2570,1420,1640,1350,1650,1283
2584,2340,1970,2000,1430,2050,1660,2060,1590
1972,1810,1470,1480,1440,2530,2000,2550,2002
1445,1380,1030,1050,1450,3080,2570,3110,2449
1000,850,680,690,1460,3700,3270,3700,3001
645,540,410,420,1470,4470,3950,4500,3629
385,310,230,230,1480,5290,4620,5290,4390
Time,Price,%,SD
02/04 11:15,"1,430.57",-0.66,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4750,4750,1390,810,670,820,622
4838,4330,3960,3960,1400,1030,860,1040,802
4027,3670,3240,3260,1410,1310,1070,1310,1018
3279,2960,2570,2570,1420,1640,1350,1650,1283
2584,2340,1970,2000,1430,2050,1660,2060,1590
1972,1810,1470,1480,1440,2530,2000,2550,2002
1445,1380,1030,1050,1450,3080,2570,3110,2449
1000,850,680,690,1460,3700,3270,3700,3001
645,540,410,420,1470,4470,3950,4500,3629
385,310,230,230,1480,5290,4620,5290,4390
Time,Price,%,SD
02/04 11:19,"1,430.32",-0.68,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4750,4750,1390,820,670,820,622
4838,4330,3960,3960,1400,1040,860,1050,802
4027,3670,3240,3260,1410,1310,1070,1310,1018
3279,2960,2570,2570,1420,1650,1350,1650,1283
2584,2340,1970,2010,1430,2050,1660,2060,1590
1972,1810,1470,1480,1440,2530,2000,2550,2002
1445,1380,1030,1040,1450,3070,2570,3110,2449
1000,850,680,690,1460,3730,3270,3730,3001
645,540,410,420,1470,4450,3950,4500,3629
385,310,230,230,1480,5280,4620,5290,4390
Time,Price,%,SD
02/04 11:21,"1,429.92",-0.71,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
6664,0,0,6664,1380,650,530,650,504
5774,5160,4750,4750,1390,820,670,820,622
4838,4330,3960,3960,1400,1040,860,1050,802
4027,3670,3240,3260,1410,1310,1070,1310,1018
3279,2960,2570,2570,1420,1650,1350,1650,1283
2584,2340,1970,2010,1430,2050,1660,2060,1590
1972,1810,1470,1480,1440,2530,2000,2550,2002
1445,1380,1030,1040,1450,3070,2570,3110,2449
1000,850,680,690,1460,3730,3270,3730,3001
645,540,410,420,1470,4450,3950,4500,3629
Time,Price,%,SD
02/04 11:22,"1,429.92",-0.71,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
6664,0,0,6664,1380,650,530,650,504
5774,5160,4750,4750,1390,820,670,820,622
4838,4330,3960,3960,1400,1040,860,1050,802
4027,3670,3240,3260,1410,1310,1070,1330,1018
3279,2960,2570,2570,1420,1650,1350,1670,1283
2584,2340,1970,2010,1430,2050,1660,2060,1590
1972,1810,1470,1480,1440,2530,2000,2560,2002
1445,1380,1030,1040,1450,3070,2570,3110,2449
1000,850,680,690,1460,3730,3270,3760,3001
645,540,410,420,1470,4450,3950,4500,3629
Time,Price,%,SD
02/04 11:24,"1,430.23",-0.68,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4750,4750,1390,820,670,820,622
4838,4330,3960,3990,1400,1050,860,1050,802
4027,3670,3240,3270,1410,1320,1070,1330,1018
3279,2960,2570,2590,1420,1670,1350,1670,1283
2584,2340,1970,1990,1430,2060,1660,2060,1590
1972,1810,1470,1470,1440,2550,2000,2560,2002
1445,1380,1030,1040,1450,3100,2570,3110,2449
1000,850,680,680,1460,3750,3270,3760,3001
645,540,410,410,1470,4450,3950,4500,3629
385,310,230,240,1480,5310,4620,5310,4390
Time,Price,%,SD
02/04 11:26,"1,430.23",-0.68,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
Time,Price,%,SD
02/04 11:28,"1,430.23",-0.68,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
5774,5160,4750,4750,1390,820,670,820,622
4838,4330,3960,3980,1400,1040,860,1050,802
4027,3670,3240,3270,1410,1310,1070,1330,1018
3279,2960,2570,2590,1420,1640,1350,1670,1283
2584,2340,1970,2000,1430,2060,1660,2060,1590
1972,1810,1470,1480,1440,2520,2000,2560,2002
1445,1380,1030,1040,1450,3080,2570,3110,2449
1000,850,680,690,1460,3720,3270,3760,3001
645,540,410,420,1470,4460,3950,4500,3629
385,310,230,240,1480,5280,4620,5310,4390
Time,Price,%,SD
02/04 11:30,"1,429.92",-0.71,11.81
Base,High,Low,CALL,,PUT,Low,High,Base
