Time,Price,%,SD
01/04 09:25,"1,442.76",0.46,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
3800,0,0,4300,1410,970,960,1100,1296
3122,3600,3500,3500,1420,1210,1190,1310,1580
2582,2920,2490,2800,1430,1510,1480,1730,1937
1991,2280,2090,2160,1440,1880,1840,2140,2340
1453,1710,1510,1600,1450,2310,2270,2540,2827
1028,1280,1060,1140,1460,2840,2800,3080,3391
681,800,720,750,1470,3460,3390,3810,4057
410,550,440,460,1480,4180,4090,4220,4836
227,280,250,260,1490,4970,4880,5040,5725
Time,Price,%,SD
01/04 10:08,"1,443.71",0.52,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,5050,5050,1400,770,750,920,1028
3800,4310,4300,4300,1410,970,960,1100,1296
3122,3600,3500,3500,1420,1210,1190,1310,1580
2582,2920,2490,2800,1430,1510,1480,1730,1937
1991,2280,2090,2160,1440,1880,1840,2140,2340
1453,1710,1510,1600,1450,2310,2270,2540,2827
1028,1280,1060,1140,1460,2840,2800,3080,3391
681,800,720,750,1470,3460,3390,3810,4057
410,550,440,460,1480,4180,4090,4220,4836
227,280,250,260,1490,4970,4880,5040,5725
Time,Price,%,SD
01/04 10:10,"1,442.96",0.47,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,5050,5050,1400,770,750,920,1028
3800,4310,4300,4300,1410,970,960,1100,1296
3122,3600,3500,3500,1420,1210,1190,1310,1580
2582,2920,2490,2800,1430,1510,1480,1730,1937
1991,2280,2090,2160,1440,1880,1840,2140,2340
1453,1710,1510,1600,1450,2310,2270,2540,2827
1028,1280,1060,1140,1460,2840,2800,3080,3391
681,800,720,750,1470,3460,3390,3810,4057
410,550,440,460,1480,4180,4090,4220,4836
227,280,250,260,1490,4970,4880,5040,5725
Time,Price,%,SD
01/04 10:12,"1,442.96",0.47,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,5050,5050,1400,770,750,920,1028
3800,4310,4300,4300,1410,970,960,1100,1296
3122,3600,3500,3500,1420,1210,1190,1310,1580
2582,2920,2490,2800,1430,1510,1480,1730,1937
1991,2280,2090,2160,1440,1880,1840,2140,2340
1453,1710,1510,1600,1450,2310,2270,2540,2827
1028,1280,1060,1140,1460,2840,2800,3080,3391
681,800,720,750,1470,3460,3390,3810,4057
410,550,440,460,1480,4180,4090,4220,4836
227,280,250,260,1490,4970,4880,5040,5725
Time,Price,%,SD
01/04 10:15,"1,442.27",0.42,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,5050,5050,1400,770,750,920,1028
3800,4310,4300,4300,1410,970,950,1100,1296
3122,3600,3500,3500,1420,1200,1190,1310,1580
2582,2920,2490,2760,1430,1490,1480,1730,1937
1991,2280,2090,2140,1440,1870,1840,2140,2340
1453,1710,1510,1570,1450,2290,2270,2540,2827
1028,1280,1060,1100,1460,2820,2800,3080,3391
681,800,720,730,1470,3430,3390,3810,4057
410,550,440,450,1480,4150,4090,4220,4836
227,280,250,250,1490,4970,4880,5040,5725
Time,Price,%,SD
01/04 10:16,"1,442.27",0.42,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,5050,4940,1400,760,750,920,1028
3800,4310,4300,4200,1410,970,950,1100,1296
3122,3600,3500,3430,1420,1220,1190,1310,1580
2582,2920,2490,2700,1430,1530,1480,1730,1937
1991,2280,2090,2120,1440,1880,1840,2140,2340
1453,1710,1510,1570,1450,2330,2270,2540,2827
1028,1280,1060,1110,1460,2860,2800,3080,3391
681,800,720,720,1470,3520,3390,3810,4057
410,550,420,440,1480,4200,4090,4220,4836
227,280,240,250,1490,5020,4880,5060,5725
Time,Price,%,SD
01/04 10:18,"1,442.27",0.42,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,5050,4940,1400,760,750,920,1028
3800,4310,4300,4200,1410,970,950,1100,1296
3122,3600,3500,3430,1420,1220,1190,1310,1580
2582,2920,2490,2700,1430,1530,1480,1730,1937
1991,2280,2090,2120,1440,1880,1840,2140,2340
1453,1710,1510,1570,1450,2330,2270,2540,2827
1028,1280,1060,1110,1460,2860,2800,3080,3391
681,800,700,720,1470,3520,3390,3810,4057
410,550,420,440,1480,4200,4090,4220,4836
227,280,240,250,1490,5020,4880,5060,5725
Time,Price,%,SD
01/04 10:25,"1,443.36",0.50,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,750,920,1028
3800,4310,4200,4200,1410,950,950,1100,1296
3122,3600,3430,3430,1420,1200,1190,1310,1580
2582,2920,2490,2740,1430,1490,1480,1730,1937
1991,2280,2070,2130,1440,1860,1840,2140,2340
1453,1710,1510,1570,1450,2310,2270,2540,2827
1028,1280,1050,1110,1460,2860,2800,3080,3391
681,800,700,720,1470,3470,3390,3810,4057
410,550,420,440,1480,4180,4090,4220,4836
227,280,240,250,1490,5000,4880,5060,5725
Time,Price,%,SD
01/04 10:26,"1,443.39",0.50,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,750,920,1028
3800,4310,4200,4200,1410,950,950,1100,1296
3122,3600,3430,3430,1420,1200,1190,1310,1580
2582,2920,2490,2740,1430,1490,1480,1730,1937
1991,2280,2070,2130,1440,1860,1840,2140,2340
1453,1710,1510,1570,1450,2310,2270,2540,2827
1028,1280,1050,1110,1460,2860,2800,3080,3391
681,800,700,720,1470,3470,3390,3810,4057
410,550,420,440,1480,4180,4090,4220,4836
227,280,240,250,1490,5000,4880,5060,5725
Time,Price,%,SD
01/04 10:29,"1,443.39",0.50,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,750,920,1028
3800,4310,4200,4220,1410,960,950,1100,1296
3122,3600,3430,3450,1420,1200,1190,1310,1580
2582,2920,2490,2750,1430,1500,1480,1730,1937
1991,2280,2070,2130,1440,1860,1840,2140,2340
1453,1710,1510,1570,1450,2310,2270,2540,2827
1028,1280,1050,1100,1460,2840,2800,3080,3391
681,800,700,720,1470,3460,3390,3810,4057
410,550,420,450,1480,4180,0,0,4836
227,280,240,240,1490,5000,4880,5060,5725
Time,Price,%,SD
01/04 10:31,"1,443.63",0.52,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,750,920,1028
3800,4310,4200,4220,1410,960,950,1100,1296
3122,3600,3430,3450,1420,1200,1190,1310,1580
2582,2920,2490,2750,1430,1500,1480,1730,1937
1991,2280,2070,2130,1440,1860,1840,2140,2340
1453,1710,1510,1570,1450,2310,2270,2540,2827
1028,1280,1050,1100,1460,2840,2800,3080,3391
681,800,700,720,1470,3460,3390,3810,4057
410,550,420,450,1480,4180,4090,4220,4836
227,280,240,240,1490,5000,4880,5060,5725
Time,Price,%,SD
01/04 10:35,"1,443.21",0.49,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,750,750,920,1028
3800,4310,4200,4220,1410,950,950,1100,1296
3122,3600,3430,3490,1420,1190,1190,1310,1580
2582,2920,2490,2750,1430,1490,1480,1730,1937
1991,2280,2070,2150,1440,1850,1840,2140,2340
1453,1710,1510,1590,1450,2290,2270,2540,2827
1028,1280,1050,1110,1460,2810,2800,3080,3391
681,800,700,730,1470,3420,3390,3810,4057
410,550,420,440,1480,4160,4090,4220,4836
227,280,240,250,1490,4950,4880,5060,5725
Time,Price,%,SD
01/04 10:37,"1,443.21",0.49,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,750,740,920,1028
3800,4310,4200,4220,1410,950,930,1100,1296
3122,3600,3430,3490,1420,1190,1180,1310,1580
2582,2920,2490,2750,1430,1490,1470,1730,1937
1991,2280,2070,2150,1440,1850,1820,2140,2340
1453,1710,1510,1590,1450,2290,2270,2540,2827
1028,1280,1050,1110,1460,2810,2780,3080,3391
681,800,700,730,1470,3420,3390,3810,4057
410,550,420,440,1480,4160,4090,4220,4836
227,280,240,250,1490,4950,4880,5060,5725
Time,Price,%,SD
01/04 10:39,"1,443.21",0.49,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,740,740,920,1028
3800,4310,4200,4220,1410,930,930,1100,1296
3122,3600,3430,3500,1420,1180,1180,1310,1580
2582,2920,2490,2790,1430,1470,1470,1730,1937
1991,2280,2070,2150,1440,1840,1820,2140,2340
1453,1710,1510,1590,1450,2270,2270,2540,2827
1028,1280,1050,1120,1460,2810,2780,3080,3391
681,800,700,730,1470,3400,3390,3810,4057
410,550,420,440,1480,4120,4090,4220,4836
227,280,240,250,1490,4920,4880,5060,5725
Time,Price,%,SD
01/04 10:40,"1,442.75",0.45,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,740,740,920,1028
3800,4310,4200,4220,1410,930,930,1100,1296
3122,3600,3430,3500,1420,1180,1180,1310,1580
2582,2920,2490,2790,1430,1470,1470,1730,1937
1991,2280,2070,2150,1440,1840,1820,2140,2340
1453,1710,1510,1590,1450,2270,2270,2540,2827
1028,1280,1050,1120,1460,2810,2780,3080,3391
681,800,700,730,1470,3400,3390,3810,4057
410,550,420,440,1480,4120,4090,4220,4836
227,280,240,250,1490,4920,4880,5060,5725
Time,Price,%,SD
01/04 10:43,"1,442.75",0.45,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,750,740,920,1028
3800,4310,4200,4220,1410,950,930,1100,1296
3122,3600,3430,3450,1420,1190,1180,1310,1580
2582,2920,2490,2760,1430,1490,1470,1730,1937
1991,2280,2070,2120,1440,1850,1820,2140,2340
1453,1710,1510,1570,1450,2300,2270,2540,2827
1028,1280,1050,1090,1460,2830,2780,3080,3391
681,800,700,710,1470,3440,3390,3810,4057
410,550,420,440,1480,4140,4090,4220,4836
227,280,240,250,1490,4920,4880,5060,5725
Time,Price,%,SD
01/04 10:47,"1,442.63",0.45,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4200,4220,1410,960,930,1100,1296
3122,3600,3430,3430,1420,1210,1180,1310,1580
2582,2920,2490,2730,1430,1510,1470,1730,1937
1991,2280,2070,2100,1440,1870,1820,2140,2340
1453,1710,1510,1530,1450,2330,2270,2540,2827
1028,1280,1050,1080,1460,2850,2780,3080,3391
681,800,700,700,1470,3450,3390,3810,4057
410,550,420,420,1480,4140,4090,4220,4836
227,280,240,240,1490,4990,4880,5060,5725
Time,Price,%,SD
01/04 10:48,"1,442.63",0.45,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4200,4220,1410,960,930,1100,1296
3122,3600,3420,3430,1420,1210,1180,1310,1580
2582,2920,2490,2730,1430,1510,1470,1730,1937
1991,2280,2070,2100,1440,1870,1820,2140,2340
1453,1710,1510,1530,1450,2330,2270,2540,2827
1028,1280,1050,1080,1460,2850,2780,3080,3391
681,800,700,700,1470,3450,3390,3810,4057
410,550,420,420,1480,4140,4090,4220,4836
227,280,240,240,1490,4990,4880,5060,5725
Time,Price,%,SD
01/04 10:50,"1,442.97",0.47,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4200,4220,1410,960,930,1100,1296
3122,3600,3420,3430,1420,1210,1180,1310,1580
2582,2920,2490,2730,1430,1510,1470,1730,1937
1991,2280,2070,2100,1440,1870,1820,2140,2340
1453,1710,1510,1530,1450,2330,2270,2540,2827
1028,1280,1050,1080,1460,2850,2780,3080,3391
681,800,700,700,1470,3450,3390,3810,4057
410,550,420,420,1480,4140,4090,4220,4836
227,280,240,240,1490,4990,4880,5060,5725
Time,Price,%,SD
01/04 10:55,"1,442.86",0.46,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,750,740,920,1028
3800,4310,4200,4220,1410,950,930,1100,1296
3122,3600,3420,3430,1420,1200,1180,1310,1580
2582,2920,2490,2730,1430,1500,1470,1730,1937
1991,2280,2070,2100,1440,1860,1820,2140,2340
1453,1710,1510,1560,1450,2300,2270,2540,2827
1028,1280,1050,1090,1460,2840,2780,3080,3391
681,800,690,690,1470,3450,3390,3810,4057
410,550,420,420,1480,4140,4090,4220,4836
227,280,230,230,1490,5000,4880,5060,5725
Time,Price,%,SD
01/04 10:59,"1,442.86",0.46,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4170,4170,1410,940,930,1100,1296
3122,3600,3420,3420,1420,1200,1180,1310,1580
2582,2920,2490,2720,1430,1510,1470,1730,1937
1991,2280,2070,2090,1440,1870,1820,2140,2340
1453,1710,1510,1530,1450,2330,2270,2540,2827
1028,1280,1050,1070,1460,2830,2780,3080,3391
681,800,690,700,1470,3470,3390,3810,4057
410,550,420,420,1480,4190,4090,4220,4836
227,280,230,230,1490,4980,4880,5060,5725
Time,Price,%,SD
01/04 11:01,"1,442.68",0.45,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4170,4170,1410,940,930,1100,1296
3122,3600,3420,3420,1420,1200,1180,1310,1580
2582,2920,2490,2720,1430,1510,1470,1730,1937
1991,2280,2070,2090,1440,1870,1820,2140,2340
1453,1710,1510,1530,1450,2330,2270,2540,2827
1028,1280,1050,1070,1460,2830,2780,3080,3391
681,800,690,700,1470,3470,3390,3810,4057
410,550,420,420,1480,4190,4090,4220,4836
227,280,230,230,1490,4980,4880,5060,5725
Time,Price,%,SD
01/04 11:02,"1,442.68",0.45,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4160,4170,1410,940,930,1100,1296
3122,3600,3420,3420,1420,1200,1180,1310,1580
2582,2920,2490,2720,1430,1510,1470,1730,1937
1991,2280,2070,2090,1440,1870,1820,2140,2340
1453,1710,1510,1530,1450,2330,2270,2540,2827
1028,1280,1050,1070,1460,2830,2780,3080,3391
681,800,690,700,1470,3470,3390,3810,4057
410,550,420,420,1480,4190,4090,4220,4836
227,280,230,230,1490,4980,4880,5060,5725
Time,Price,%,SD
01/04 11:05,"1,442.76",0.46,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4160,4170,1410,960,930,1100,1296
3122,3600,3420,3420,1420,1210,1180,1310,1580
2582,2920,2490,2720,1430,1510,1470,1730,1937
1991,2280,2070,2100,1440,1890,1820,2140,2340
1453,1710,1510,1550,1450,2320,2270,2540,2827
1028,1280,1050,1080,1460,2860,2780,3080,3391
681,800,690,700,1470,3480,3390,3810,4057
410,550,420,420,1480,4190,4090,4220,4836
227,280,230,230,1490,4980,4880,5060,5725
Time,Price,%,SD
01/04 11:06,"1,442.76",0.46,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,780,740,920,1028
3800,4310,4160,4160,1410,970,930,1100,1296
3122,3600,3420,3400,1420,1230,1180,1310,1580
2582,2920,2490,2720,1430,1520,1470,1730,1937
1991,2280,2070,2090,1440,1900,1820,2140,2340
1453,1710,1510,1540,1450,2350,2270,2540,2827
1028,1280,1050,1070,1460,2880,2780,3080,3391
681,800,690,700,1470,3500,3390,3810,4057
410,550,420,420,1480,4240,4090,4220,4836
227,280,230,230,1490,5030,4880,5060,5725
Time,Price,%,SD
01/04 11:10,"1,443.34",0.50,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,780,740,920,1028
3800,4310,4150,4160,1410,970,930,1100,1296
3122,3600,3400,3400,1420,1230,1180,1310,1580
2582,2920,2490,2720,1430,1520,1470,1730,1937
1991,2280,2070,2090,1440,1900,1820,2140,2340
1453,1710,1510,1540,1450,2350,2270,2540,2827
1028,1280,1050,1070,1460,2880,2780,3080,3391
681,800,690,700,1470,3500,3390,3810,4057
410,550,420,420,1480,4240,4090,4250,4836
227,280,230,230,1490,5030,4880,5060,5725
Time,Price,%,SD
01/04 11:12,"1,443.34",0.50,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,780,740,920,1028
3800,4310,4150,4160,1410,970,930,1100,1296
3122,3600,3400,3400,1420,1230,1180,1310,1580
2582,2920,2490,2720,1430,1520,1470,1730,1937
1991,2280,2070,2090,1440,1900,1820,2140,2340
1453,1710,1510,1540,1450,2350,2270,2540,2827
1028,1280,1050,1070,1460,2880,2780,3080,3391
681,800,690,700,1470,3500,3390,3810,4057
410,550,410,420,1480,4240,4090,4250,4836
227,280,230,230,1490,5030,4880,5060,5725
Time,Price,%,SD
01/04 11:14,"1,443.29",0.49,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4150,4160,1410,970,930,1100,1296
3122,3600,3400,3420,1420,1210,1180,1310,1580
2582,2920,2490,2720,1430,1520,1470,1730,1937
1991,2280,2070,2100,1440,1870,1820,2140,2340
1453,1710,1510,1550,1450,2320,2270,2540,2827
1028,1280,1050,1080,1460,2860,2780,3080,3391
681,800,690,700,1470,3470,3390,3810,4057
410,550,410,420,1480,4210,4090,4250,4836
227,280,230,230,1490,5010,4880,5060,5725
Time,Price,%,SD
01/04 11:16,"1,443.29",0.49,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4150,4160,1410,950,930,1100,1296
3122,3600,3400,3440,1420,1200,1180,1310,1580
2582,2920,2490,2750,1430,1490,1470,1730,1937
1991,2280,2070,2120,1440,1860,1820,2140,2340
1453,1710,1510,1560,1450,2300,2270,2540,2827
1028,1280,1050,1090,1460,2830,2780,3080,3391
681,800,690,710,1470,3470,3390,3810,4057
410,550,410,420,1480,4170,4090,4250,4836
227,280,230,230,1490,5010,4880,5060,5725
Time,Price,%,SD
01/04 11:19,"1,443.29",0.49,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4150,4160,1410,950,930,1100,1296
3122,3600,3400,3440,1420,1200,1180,1310,1580
2582,2920,2490,2750,1430,1490,1470,1730,1937
1991,2280,2070,2120,1440,1860,1820,2140,2340
1453,1710,1510,1560,1450,2300,2270,2540,2827
1028,1280,1050,1090,1460,2830,2780,3080,3391
681,800,690,710,1470,3470,3390,3810,4057
410,550,410,420,1480,4170,4090,4250,4836
227,280,230,230,1490,5010,4880,5060,5725
Time,Price,%,SD
01/04 11:21,"1,443.19",0.49,11.87
Base,High,Low,CALL,,PUT,Low,High,Base
4656,5050,4940,5000,1400,760,740,920,1028
3800,4310,4150,4160,1410,950,930,1100,1296
