Time,Price,%,SD
19/03 09:25,"1,497.68",-0.25,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
Time,Price,%,SD
19/03 09:37,"1,493.01",-0.56,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,0,0,5304,1450,105,125,125,105
4270,3840,3840,4270,1460,155,170,190,155
3331,2780,2780,3331,1470,249,300,300,249
2475,2140,2120,2475,1480,386,330,490,386
1745,1510,1400,1745,1490,630,750,790,630
1135,1000,860,1135,1500,1006,1170,1250,1006
668,550,470,668,1510,1548,1800,1880,1548
382,280,175,382,1520,2266,2600,2660,2266
213,160,130,213,1530,3099,3410,3520,3099
111,72,50,111,1540,3997,0,0,3997
Time,Price,%,SD
19/03 09:39,"1,493.01",-0.56,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,0,0,5304,1450,125,125,125,105
4270,3840,3840,3840,1460,190,170,190,155
3331,2780,2780,2780,1470,300,300,300,249
2475,2140,2120,2120,1480,490,330,490,386
1745,1510,1400,1400,1490,790,750,790,630
1135,1000,860,860,1500,1250,1170,1250,1006
668,550,470,500,1510,1870,1800,1880,1548
382,280,175,270,1520,2660,2600,2660,2266
213,160,130,145,1530,3520,3410,3520,3099
111,72,50,72,1540,3997,0,0,3997
Time,Price,%,SD
19/03 09:41,"1,495.49",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,0,0,5304,1450,125,125,125,105
4270,3840,3840,3840,1460,190,170,190,155
3331,2780,2780,2780,1470,300,300,300,249
2475,2140,2120,2120,1480,490,330,490,386
1745,1510,1400,1400,1490,790,750,790,630
1135,1000,860,860,1500,1250,1170,1250,1006
668,550,470,500,1510,1870,1800,1880,1548
382,280,175,270,1520,2660,2600,2660,2266
213,160,130,145,1530,3520,3410,3520,3099
111,72,50,72,1540,3997,0,0,3997
Time,Price,%,SD
19/03 09:44,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,0,0,4800,1450,130,125,125,105
4270,3840,3840,3750,1460,200,170,190,155
3331,2780,2780,2870,1470,320,300,300,249
2475,2140,2120,2050,1480,510,330,490,386
1745,1510,1400,1360,1490,820,750,790,630
1135,1000,860,830,1500,1280,1170,1250,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 09:47,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4790,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,510,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1280,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 09:48,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4790,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,510,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1280,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 09:50,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4790,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,510,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1280,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 09:53,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4790,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,490,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1280,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 09:54,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4790,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,510,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1280,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 09:57,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4790,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,510,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1280,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 09:58,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4790,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,510,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1280,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 10:02,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4790,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,510,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1280,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 10:05,"1,495.56",-0.39,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4790,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,510,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1280,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2680,2266
213,160,130,140,1530,3520,3400,3520,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 10:07,"1,497.14",-0.28,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4690,4800,1450,130,110,130,105
4270,3900,3750,3750,1460,200,170,200,155
3331,2990,2780,2870,1470,320,280,320,249
2475,2180,2050,2050,1480,510,330,510,386
1745,1510,1360,1360,1490,820,730,820,630
1135,1000,830,830,1500,1280,1160,1300,1006
668,550,470,470,1510,1920,1780,1920,1548
382,280,175,250,1520,2650,2550,2700,2266
213,160,130,140,1530,3520,3400,3530,3099
111,92,50,72,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 10:09,"1,497.14",-0.28,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4690,4760,1450,125,110,130,105
4270,3900,3750,3860,1460,185,170,200,155
3331,2990,2780,2920,1470,290,280,320,249
2475,2180,2050,2150,1480,470,330,510,386
1745,1510,1360,1430,1490,760,730,820,630
1135,1000,830,880,1500,1220,1160,1300,1006
668,550,470,500,1510,1820,1780,1920,1548
382,280,175,270,1520,2600,2550,2700,2266
213,160,130,145,1530,3490,3400,3530,3099
111,92,50,74,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 10:12,"1,495.87",-0.37,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4690,4760,1450,125,110,130,105
4270,3900,3750,3860,1460,185,170,200,155
3331,2990,2780,2920,1470,290,280,320,249
2475,2180,2050,2150,1480,470,330,510,386
1745,1510,1360,1430,1490,760,730,820,630
1135,1000,830,880,1500,1220,1160,1300,1006
668,550,470,500,1510,1820,1780,1920,1548
382,280,175,270,1520,2600,2550,2700,2266
213,160,130,145,1530,3490,3400,3530,3099
111,92,50,74,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 10:15,"1,496.27",-0.34,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4690,4760,1450,125,110,130,105
4270,3900,3750,3860,1460,190,170,200,155
3331,2990,2780,2950,1470,300,280,320,249
2475,2180,2050,2120,1480,480,330,510,386
1745,1510,1360,1430,1490,770,730,820,630
1135,1000,830,880,1500,1220,1160,1300,1006
668,550,470,500,1510,1840,1780,1920,1548
382,280,175,270,1520,2620,2550,2700,2266
213,160,130,145,1530,3480,3400,3530,3099
111,92,50,70,1540,4470,4360,4470,3997
Time,Price,%,SD
19/03 10:21,"1,494.44",-0.46,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4690,4760,1450,125,110,130,105
4270,3900,3750,3820,1460,190,170,200,155
3331,2990,2780,2950,1470,310,280,320,249
2475,2180,2050,2120,1480,480,330,510,386
1745,1510,1360,1410,1490,780,730,820,630
1135,1000,830,860,1500,1230,1160,1300,1006
668,550,470,490,1510,1860,1780,1920,1548
382,280,175,260,1520,2640,2550,2700,2266
213,160,130,140,1530,3520,3400,3530,3099
111,92,50,74,1540,4440,4360,4470,3997
Time,Price,%,SD
19/03 10:22,"1,494.44",-0.46,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4500,4760,1450,125,110,145,105
4270,3900,3600,3820,1460,190,170,220,155
3331,2990,2700,2950,1470,310,280,350,249
2475,2180,1900,2120,1480,480,330,570,386
1745,1510,1250,1410,1490,780,730,910,630
1135,1000,750,860,1500,1230,1160,1410,1006
668,550,420,490,1510,1860,1780,2100,1548
382,280,175,260,1520,2640,2550,2870,2266
213,160,125,140,1530,3520,3400,3580,3099
111,92,50,74,1540,4440,4360,4600,3997
Time,Price,%,SD
19/03 10:24,"1,493.19",-0.54,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4500,4500,1450,140,110,145,105
4270,3900,3600,3600,1460,220,170,220,155
3331,2990,2700,2700,1470,350,280,350,249
2475,2180,1900,1900,1480,570,330,570,386
1745,1510,1250,1250,1490,900,730,910,630
1135,1000,750,750,1500,1410,1160,1410,1006
668,550,420,420,1510,2100,1780,2100,1548
382,280,175,230,1520,2870,2550,2870,2266
213,160,125,125,1530,3580,3400,3580,3099
111,92,50,66,1540,4600,4360,4600,3997
Time,Price,%,SD
19/03 10:28,"1,493.19",-0.54,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4500,4520,1450,145,110,145,105
4270,3900,3600,3480,1460,230,170,220,155
3331,2990,2700,2620,1470,360,280,350,249
2475,2180,1900,1860,1480,580,330,570,386
1745,1510,1250,1190,1490,930,730,910,630
1135,1000,750,720,1500,1440,1160,1410,1006
668,550,420,400,1510,2120,1780,2100,1548
382,280,175,220,1520,2940,2550,2870,2266
213,160,125,115,1530,3860,3400,3860,3099
111,92,50,62,1540,4790,4360,4790,3997
Time,Price,%,SD
19/03 10:30,"1,492.50",-0.59,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4460,4520,1450,145,110,145,105
4270,3900,3480,3480,1460,230,170,230,155
3331,0,0,2620,1470,360,280,370,249
2475,2180,1840,1860,1480,580,330,590,386
1745,1510,1190,1190,1490,930,730,940,630
1135,1000,700,720,1500,1440,1160,1460,1006
668,550,390,400,1510,2120,1780,2140,1548
382,280,175,220,1520,2940,2550,2940,2266
213,160,115,115,1530,3860,3400,3860,3099
111,92,50,62,1540,4790,4360,4790,3997
Time,Price,%,SD
19/03 10:39,"1,491.55",-0.65,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4460,4320,1450,160,110,155,105
4270,3900,3450,3440,1460,250,170,240,155
3331,2990,2600,2590,1470,390,280,390,249
2475,2180,1800,1810,1480,630,330,620,386
1745,1510,1170,1170,1490,990,730,970,630
1135,1000,700,700,1500,1510,1160,1500,1006
668,550,390,390,1510,2210,1780,2200,1548
382,280,175,220,1520,3050,2550,3020,2266
213,160,110,115,1530,3920,3400,3890,3099
111,92,50,62,1540,4870,4360,4840,3997
Time,Price,%,SD
19/03 10:40,"1,490.97",-0.69,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4460,4320,1450,160,110,155,105
4270,3900,3450,3440,1460,250,170,240,155
3331,2990,2600,2590,1470,390,280,390,249
2475,2180,1800,1810,1480,630,330,620,386
1745,0,0,1170,1490,990,0,0,630
1135,1000,700,700,1500,1510,1160,1500,1006
668,550,390,390,1510,2210,1780,2200,1548
382,280,175,220,1520,3050,2550,3020,2266
213,160,110,115,1530,3920,3400,3890,3099
111,92,50,62,1540,4870,4360,4840,3997
Time,Price,%,SD
19/03 10:43,"1,490.97",-0.69,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4300,4320,1450,160,110,180,105
4270,3900,3380,3440,1460,250,170,260,155
3331,2990,2540,2590,1470,390,280,410,249
2475,2180,1760,1810,1480,630,330,650,386
1745,1510,1130,1170,1490,990,730,1040,630
1135,1000,680,700,1500,1510,1160,1580,1006
668,550,380,390,1510,2210,1780,2270,1548
382,280,175,220,1520,3050,2550,3100,2266
213,160,110,115,1530,3920,3400,3990,3099
111,92,50,62,1540,4870,4360,4930,3997
Time,Price,%,SD
19/03 10:45,"1,490.97",-0.69,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4300,4300,1450,170,110,160,105
4270,3900,3380,3380,1460,260,170,260,155
3331,2990,2540,2540,1470,410,280,410,249
2475,2180,1760,1780,1480,640,330,650,386
1745,1510,1130,1150,1490,1040,730,1040,630
1135,1000,690,680,1500,1570,1160,1580,1006
668,550,380,390,1510,2260,1780,2270,1548
382,280,175,210,1520,3100,2550,3100,2266
213,160,110,120,1530,3990,3400,3990,3099
111,92,50,64,1540,4930,4360,4930,3997
Time,Price,%,SD
19/03 10:47,"1,491.14",-0.68,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4300,1450,170,110,180,105
4270,3900,3380,3380,1460,260,170,260,155
3331,2990,2520,2540,1470,410,280,420,249
2475,2180,1760,1780,1480,640,330,660,386
1745,1510,1130,1150,1490,1040,730,1040,630
1135,1000,680,680,1500,1570,1160,1580,1006
668,550,380,390,1510,2260,1780,2270,1548
382,280,175,210,1520,3100,2550,3100,2266
213,160,110,120,1530,3990,3400,4000,3099
111,92,50,64,1540,4930,4360,4930,3997
Time,Price,%,SD
19/03 10:49,"1,491.14",-0.68,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4290,1450,155,110,180,105
4270,3900,3380,3410,1460,240,170,260,155
3331,2990,2520,2580,1470,380,280,420,249
2475,2180,1760,1840,1480,600,330,660,386
1745,1510,1130,1190,1490,950,730,1040,630
1135,1000,680,710,1500,1490,1160,1580,1006
668,550,380,400,1510,2180,1780,2270,1548
382,280,175,210,1520,2990,2550,3100,2266
213,160,110,120,1530,3890,3400,4000,3099
111,92,50,62,1540,4930,4360,4930,3997
Time,Price,%,SD
19/03 10:51,"1,491.43",-0.66,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4290,1450,155,110,180,105
4270,3900,3380,3410,1460,240,170,260,155
3331,2990,2520,2580,1470,380,280,420,249
2475,2180,1760,1840,1480,600,330,660,386
1745,1510,1130,1190,1490,950,730,1040,630
1135,1000,680,710,1500,1490,1160,1580,1006
668,550,380,400,1510,2180,1780,2270,1548
382,280,175,210,1520,2990,2550,3100,2266
213,160,110,120,1530,3890,3400,4000,3099
111,92,50,62,1540,4930,4360,4930,3997
Time,Price,%,SD
19/03 10:53,"1,491.43",-0.66,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,155,110,180,105
4270,3900,3380,3530,1460,240,170,260,155
3331,2990,2520,2650,1470,370,280,420,249
2475,2180,1760,1890,1480,580,330,660,386
1745,1510,1130,1220,1490,920,730,1040,630
1135,1000,680,730,1500,1430,1160,1580,1006
668,550,380,410,1510,2100,1780,2270,1548
382,280,175,220,1520,2940,2550,3100,2266
213,160,110,120,1530,3880,3400,4000,3099
111,92,50,62,1540,4930,4360,4930,3997
Time,Price,%,SD
19/03 10:57,"1,491.99",-0.62,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,155,110,180,105
4270,3900,3380,3530,1460,240,170,260,155
3331,2990,2520,2650,1470,370,280,420,249
2475,2180,1760,1890,1480,580,330,660,386
1745,1510,1130,1220,1490,920,730,1040,630
1135,1000,680,730,1500,1430,1160,1580,1006
668,550,380,410,1510,2100,1780,2270,1548
382,280,175,220,1520,2940,2550,3100,2266
213,160,110,120,1530,3880,3400,4000,3099
111,92,50,62,1540,4930,4360,4930,3997
Time,Price,%,SD
19/03 10:59,"1,491.99",-0.62,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,155,110,180,105
4270,3900,3380,3530,1460,230,170,260,155
3331,2990,2520,2640,1470,370,280,420,249
2475,2180,1760,1860,1480,580,330,660,386
1745,1510,1130,1200,1490,920,730,1040,630
1135,1000,680,720,1500,1440,1160,1580,1006
668,550,380,400,1510,2120,1780,2270,1548
382,280,175,220,1520,2930,2550,3100,2266
213,160,110,120,1530,3880,3400,4000,3099
111,92,50,60,1540,4780,4360,4930,3997
Time,Price,%,SD
19/03 11:01,"1,491.58",-0.65,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,155,110,180,105
4270,3900,3380,3530,1460,230,170,260,155
3331,2990,2520,2640,1470,370,280,420,249
2475,2180,1760,1860,1480,580,330,660,386
1745,1510,1130,1200,1490,920,730,1040,630
1135,1000,680,720,1500,1440,1160,1580,1006
668,550,380,400,1510,2120,1780,2270,1548
382,280,175,220,1520,2930,2550,3100,2266
213,160,110,120,1530,3880,3400,4000,3099
111,92,50,60,1540,4780,4360,4930,3997
Time,Price,%,SD
19/03 11:05,"1,491.06",-0.69,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,150,110,180,105
4270,3900,3380,3470,1460,230,170,260,155
3331,2990,2520,2610,1470,370,280,420,249
2475,2180,1760,1820,1480,590,330,660,386
1745,1510,1130,1170,1490,930,730,1040,630
1135,1000,680,690,1500,1460,1160,1580,1006
668,550,370,380,1510,2140,1780,2270,1548
382,280,175,210,1520,2960,2550,3100,2266
213,160,110,115,1530,3840,3400,4000,3099
111,92,50,58,1540,4810,4360,4930,3997
Time,Price,%,SD
19/03 11:07,"1,491.06",-0.69,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,150,110,180,105
4270,3900,3380,3450,1460,230,170,260,155
3331,2990,2520,2610,1470,370,280,420,249
2475,2180,1760,1810,1480,590,330,660,386
1745,1510,1130,1150,1490,950,730,1040,630
1135,1000,680,680,1500,1480,1160,1580,1006
668,550,370,370,1510,2150,1780,2270,1548
382,280,175,200,1520,2980,2550,3100,2266
213,160,110,110,1530,3840,3400,4000,3099
111,92,50,58,1540,4810,4360,4930,3997
Time,Price,%,SD
19/03 11:11,"1,491.19",-0.68,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,150,110,180,105
4270,3900,3380,3450,1460,230,170,260,155
3331,2990,2520,2610,1470,370,280,420,249
2475,2180,1760,1810,1480,590,330,660,386
1745,1510,1130,1150,1490,950,730,1040,630
1135,1000,680,680,1500,1480,1160,1580,1006
668,550,370,370,1510,2150,1780,2270,1548
382,280,175,200,1520,2980,2550,3100,2266
213,160,110,110,1530,3840,3400,4000,3099
111,92,50,58,1540,4810,4360,4930,3997
Time,Price,%,SD
19/03 11:15,"1,491.18",-0.68,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,155,110,180,105
4270,3900,3380,3470,1460,240,170,260,155
3331,2990,2520,2590,1470,380,280,420,249
2475,2180,1760,1810,1480,600,330,660,386
1745,1510,1130,1160,1490,950,730,1040,630
1135,1000,680,690,1500,1470,1160,1580,1006
668,550,370,380,1510,2150,1780,2270,1548
382,280,175,210,1520,3000,2550,3100,2266
213,160,110,110,1530,3840,3400,4000,3099
111,92,50,62,1540,4810,4360,4930,3997
Time,Price,%,SD
19/03 11:17,"1,491.18",-0.68,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,155,110,180,105
4270,3900,3380,3470,1460,240,170,260,155
3331,2990,2520,2590,1470,380,280,420,249
2475,2180,1760,1810,1480,600,330,660,386
1745,1510,1130,1160,1490,950,730,1040,630
1135,1000,680,690,1500,1470,1160,1580,1006
668,550,370,380,1510,2150,1780,2270,1548
382,280,175,210,1520,3000,2550,3100,2266
213,160,110,110,1530,3840,3400,4000,3099
111,92,50,62,1540,4810,4360,4930,3997
Time,Price,%,SD
19/03 11:19,"1,491.18",-0.68,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,155,110,180,105
4270,3900,3380,3470,1460,230,170,260,155
3331,2990,2520,2590,1470,380,280,420,249
2475,2180,1760,1830,1480,600,330,660,386
1745,1510,1130,1170,1490,950,730,1040,630
1135,1000,680,690,1500,1470,1160,1580,1006
668,550,370,380,1510,2160,1780,2270,1548
382,280,175,210,1520,2990,2550,3100,2266
213,160,110,115,1530,3840,3400,4000,3099
111,92,50,60,1540,4810,4360,4930,3997
Time,Price,%,SD
19/03 11:20,"1,492.15",-0.61,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,155,110,180,105
4270,3900,3380,3470,1460,230,170,260,155
3331,2990,2520,2590,1470,380,280,420,249
2475,2180,1760,1830,1480,600,330,660,386
1745,1510,1130,1170,1490,950,730,1040,630
1135,1000,680,690,1500,1470,1160,1580,1006
668,550,370,380,1510,2160,1780,2270,1548
382,280,175,210,1520,2990,2550,3100,2266
213,160,110,115,1530,3840,3400,4000,3099
111,92,50,60,1540,4810,4360,4930,3997
Time,Price,%,SD
19/03 11:23,"1,492.15",-0.61,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4390,1450,155,110,180,105
4270,3900,3380,3470,1460,230,170,260,155
3331,2990,2520,2590,1470,380,280,420,249
2475,2180,1760,1830,1480,600,330,660,386
1745,1510,1130,1170,1490,950,730,1040,630
1135,1000,680,690,1500,1470,1160,1580,1006
668,550,370,380,1510,2160,1780,2270,1548
382,280,175,210,1520,2990,2550,3100,2266
213,160,110,115,1530,3840,3400,4000,3099
111,92,50,60,1540,4810,4360,4930,3997
Time,Price,%,SD
19/03 11:26,"1,492.49",-0.59,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4430,1450,150,110,180,105
4270,3900,3380,3530,1460,230,170,260,155
3331,2990,2520,2650,1470,360,280,420,249
2475,2180,1760,1860,1480,570,330,660,386
1745,1510,1130,1200,1490,910,730,1040,630
1135,1000,680,710,1500,1420,1160,1580,1006
668,550,370,400,1510,2110,1780,2270,1548
382,280,175,220,1520,2920,2550,3100,2266
213,160,110,115,1530,3840,3400,4000,3099
111,92,50,62,1540,4760,4360,4930,3997
Time,Price,%,SD
19/03 11:33,"1,492.32",-0.60,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
5304,4850,4290,4430,1450,150,110,180,105
4270,3900,3380,3530,1460,230,170,260,155
3331,2990,2520,2650,1470,360,280,420,249
2475,2180,1760,1860,1480,570,330,660,386
1745,1510,1130,1200,1490,910,730,1040,630
1135,1000,680,710,1500,1420,1160,1580,1006
668,550,370,400,1510,2110,1780,2270,1548
382,280,175,220,1520,2920,2550,3100,2266
213,160,110,115,1530,3840,3400,4000,3099
111,92,50,62,1540,4760,4360,4930,3997
Time,Price,%,SD
19/03 11:35,"1,491.76",-0.64,10.57
Base,High,Low,CALL,,PUT,Low,High,Base
