Time,Price,%,SD
25/03 09:25,"1,468.11",-0.16,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
4406,2100,1920,1950,1430,840,700,940,297
3416,1680,1290,1310,1440,1180,1010,1300,420
2547,1200,740,780,1450,1650,1400,1750,581
1773,1000,350,370,1460,2230,1720,2300,799
1066,750,125,145,1470,3020,2300,3050,1124
539,195,40,58,1480,3900,3000,3950,1606
Time,Price,%,SD
25/03 09:42,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5300,5090,1390,190,150,240,77
7331,0,0,4180,1400,270,220,330,106
6620,0,0,3270,1410,380,230,430,153
5264,0,0,2430,1420,540,350,690,220
4406,2100,1920,1680,1430,780,700,940,297
3416,1680,1290,1030,1440,1140,1010,1300,420
2547,1200,740,550,1450,1650,1400,1750,581
1773,1000,350,260,1460,2350,1720,2300,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 09:45,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,5090,1390,190,130,240,77
7331,4440,4120,4180,1400,270,200,330,106
6620,3500,3250,3270,1410,380,230,430,153
5264,2720,2370,2430,1420,540,350,690,220
4406,2100,1610,1680,1430,780,670,940,297
3416,1680,990,1030,1440,1140,1000,1300,420
2547,1200,520,550,1450,1650,1400,1750,581
1773,1000,230,260,1460,2350,1720,2400,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 09:48,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,5090,1390,190,130,240,77
7331,4440,4120,4180,1400,270,200,330,106
6620,3500,3250,3270,1410,380,230,430,153
5264,2720,2370,2430,1420,540,350,690,220
4406,2100,1610,1680,1430,780,670,940,297
3416,1680,990,1030,1440,1140,1000,1300,420
2547,1200,520,550,1450,1650,1400,1750,581
1773,1000,230,260,1460,2350,1720,2400,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 09:50,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,5090,1390,190,130,240,77
7331,4440,4120,4180,1400,270,200,330,106
6620,3500,3250,3270,1410,380,230,430,153
5264,2720,2370,2430,1420,540,350,690,220
4406,2100,1610,1680,1430,780,670,940,297
3416,1680,990,1030,1440,1140,1000,1300,420
2547,1200,520,550,1450,1650,1400,1750,581
1773,1000,230,260,1460,2350,1720,2400,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 09:52,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,5090,1390,190,130,240,77
7331,4440,4120,4180,1400,270,200,330,106
6620,3500,3250,3270,1410,380,230,430,153
5264,2720,2370,2430,1420,540,350,690,220
4406,2100,1610,1680,1430,780,670,940,297
3416,1680,990,1030,1440,1140,1000,1300,420
2547,1200,520,550,1450,1650,1400,1750,581
1773,1000,230,260,1460,2350,1720,2400,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 09:54,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,5090,1390,190,130,240,77
7331,4440,4120,4180,1400,270,200,330,106
6620,3500,3250,3270,1410,380,230,430,153
5264,2720,2370,2430,1420,540,350,690,220
4406,2100,1610,1680,1430,780,670,940,297
3416,1680,990,1030,1440,1140,1000,1300,420
2547,1200,520,550,1450,1650,1400,1750,581
1773,1000,230,260,1460,2350,1720,2400,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 09:57,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,5090,1390,190,130,240,77
7331,4440,4120,4180,1400,270,200,330,106
6620,3500,3250,3270,1410,380,230,430,153
5264,2720,2370,2430,1420,540,350,690,220
4406,2100,1610,1680,1430,780,670,940,297
3416,1680,990,1030,1440,1140,1000,1300,420
2547,1200,520,550,1450,1650,1400,1750,581
1773,1000,230,260,1460,2350,1720,2400,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 09:59,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,5090,1390,190,130,240,77
7331,4440,4120,4180,1400,270,200,330,106
6620,3500,3250,3270,1410,380,230,430,153
5264,2720,2370,2430,1420,540,350,690,220
4406,2100,1610,1680,1430,780,670,940,297
3416,1680,990,1030,1440,1140,1000,1300,420
2547,1200,520,550,1450,1650,1400,1750,581
1773,1000,230,260,1460,2350,1720,2400,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 10:01,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,5090,1390,190,130,240,77
7331,4440,4120,4180,1400,270,200,330,106
6620,3500,3250,3270,1410,380,230,430,153
5264,2720,2370,2430,1420,540,350,690,220
4406,2100,1610,1680,1430,780,670,940,297
3416,1680,990,1030,1440,1140,1000,1300,420
2547,1200,520,550,1450,1650,1400,1750,581
1773,1000,230,260,1460,2350,1720,2400,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 10:03,"1,439.60",-2.10,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,5090,1390,190,130,240,77
7331,4440,4120,4180,1400,270,200,330,106
6620,3500,3250,3270,1410,380,230,430,153
5264,2720,2370,2430,1420,540,350,690,220
4406,2100,1610,1680,1430,780,670,940,297
3416,1680,990,1030,1440,1140,1000,1300,420
2547,1200,520,550,1450,1650,1400,1750,581
1773,1000,230,260,1460,2350,1720,2400,799
1066,750,90,94,1470,3210,2300,3270,1124
539,195,34,36,1480,4140,3000,4200,1606
Time,Price,%,SD
25/03 10:06,"1,438.11",-2.20,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,5090,4890,1390,210,130,240,77
7331,4440,4120,3980,1400,300,200,330,106
6620,3500,3250,3110,1410,420,230,430,153
5264,2720,2370,2280,1420,600,350,690,220
4406,2100,1610,1550,1430,860,670,940,297
3416,1680,990,930,1440,1250,1000,1300,420
2547,1200,490,500,1450,1820,1400,1820,581
1773,1000,230,230,1460,2530,1720,2530,799
1066,750,90,92,1470,3390,2300,3400,1124
539,195,34,36,1480,4320,3000,4320,1606
Time,Price,%,SD
25/03 10:09,"1,438.11",-2.20,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4890,4890,1390,210,130,240,77
7331,4440,3980,3980,1400,300,200,330,106
6620,3500,3110,3110,1410,420,230,430,153
5264,2720,2280,2280,1420,600,350,690,220
4406,2100,1550,1550,1430,860,670,940,297
3416,1680,930,930,1440,1250,1000,1300,420
2547,1200,490,500,1450,1820,1400,1820,581
1773,1000,230,230,1460,2530,1720,2530,799
1066,750,90,92,1470,3390,2300,3400,1124
539,195,34,36,1480,4320,3000,4320,1606
Time,Price,%,SD
25/03 10:11,"1,436.61",-2.30,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4890,4890,1390,210,130,240,77
7331,4440,3980,3980,1400,300,200,350,106
6620,3500,3060,3110,1410,420,230,490,153
5264,2720,2180,2280,1420,600,350,690,220
4406,2100,1550,1550,1430,860,670,980,297
3416,1680,930,930,1440,1250,1000,1300,420
2547,1200,490,500,1450,1820,1400,1820,581
1773,1000,230,230,1460,2530,1720,2530,799
1066,750,90,92,1470,3390,2300,3400,1124
539,195,34,36,1480,4320,3000,4320,1606
Time,Price,%,SD
25/03 10:13,"1,436.61",-2.30,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4890,4890,1390,230,130,250,77
7331,4440,3870,3920,1400,320,200,350,106
6620,3500,3060,3060,1410,450,230,490,153
5264,2720,2180,2240,1420,630,350,690,220
4406,2100,1460,1500,1430,900,670,980,297
3416,1680,870,900,1440,1290,1000,1380,420
2547,1200,460,460,1450,1870,1400,1970,581
1773,1000,200,210,1460,2610,1720,2700,799
1066,750,82,84,1470,3500,2300,3570,1124
539,195,22,36,1480,4440,3000,4500,1606
Time,Price,%,SD
25/03 10:17,"1,436.10",-2.34,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4740,4890,1390,230,130,250,77
7331,4440,3840,3920,1400,320,200,350,106
6620,3500,2980,3060,1410,450,230,490,153
5264,2720,2140,2240,1420,630,350,690,220
4406,2100,1410,1500,1430,900,670,980,297
3416,1680,850,900,1440,1290,1000,1380,420
2547,1200,430,460,1450,1870,1400,1970,581
1773,1000,190,210,1460,2610,1720,2700,799
1066,750,72,84,1470,3500,2300,3580,1124
539,195,22,36,1480,4440,3000,4520,1606
Time,Price,%,SD
25/03 10:18,"1,436.10",-2.34,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4740,4810,1390,200,130,250,77
7331,4440,3840,3890,1400,290,200,350,106
6620,3500,2980,3010,1410,410,230,490,153
5264,2720,2140,2150,1420,590,350,690,220
4406,2100,1410,1460,1430,870,670,980,297
3416,1680,850,850,1440,1280,1000,1380,420
2547,1200,430,440,1450,1870,1400,1970,581
1773,1000,190,200,1460,2610,1720,2700,799
1066,750,72,78,1470,3490,2300,3580,1124
539,195,22,34,1480,4430,3000,4520,1606
Time,Price,%,SD
25/03 10:21,"1,436.80",-2.29,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4740,4810,1390,200,130,250,77
7331,4440,3840,3890,1400,290,200,350,106
6620,3500,2980,3010,1410,410,230,490,153
5264,2720,2140,2150,1420,590,350,690,220
4406,2100,1410,1460,1430,870,670,980,297
3416,1680,850,850,1440,1280,1000,1380,420
2547,1200,430,440,1450,1870,1400,1970,581
1773,1000,190,200,1460,2610,1720,2700,799
1066,750,72,78,1470,3490,2300,3580,1124
539,195,22,34,1480,4430,3000,4520,1606
Time,Price,%,SD
25/03 10:22,"1,436.80",-2.29,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4740,4810,1390,200,130,250,77
7331,4440,3840,3890,1400,290,200,350,106
6620,3500,2980,3010,1410,410,230,490,153
5264,2720,2140,2150,1420,590,350,690,220
4406,2100,1410,1460,1430,870,670,980,297
3416,1680,850,850,1440,1280,1000,1380,420
2547,1200,430,440,1450,1870,1400,1970,581
1773,1000,190,200,1460,2610,1720,2700,799
1066,750,72,78,1470,3490,2300,3580,1124
539,195,22,34,1480,4430,3000,4520,1606
Time,Price,%,SD
25/03 10:24,"1,435.97",-2.34,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4740,4810,1390,200,130,250,77
7331,4440,3840,3890,1400,280,200,350,106
6620,3500,2980,3040,1410,400,230,490,153
5264,2720,2140,2190,1420,570,350,690,220
4406,2100,1410,1470,1430,840,670,980,297
3416,1680,850,870,1440,1240,1000,1380,420
2547,1200,430,450,1450,1830,1400,1970,581
1773,1000,190,210,1460,2580,1720,2700,799
1066,750,72,86,1470,3450,2300,3580,1124
539,195,22,40,1480,4420,3000,4520,1606
Time,Price,%,SD
25/03 10:26,"1,435.97",-2.34,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4740,4810,1390,200,130,250,77
7331,4440,3820,3890,1400,280,200,350,106
6620,3500,2980,3040,1410,400,230,490,153
5264,2720,2140,2190,1420,570,350,690,220
4406,2100,1390,1470,1430,840,670,980,297
3416,1680,820,870,1440,1240,1000,1380,420
2547,1200,430,450,1450,1830,1400,1970,581
1773,1000,190,210,1460,2580,1720,2700,799
1066,750,72,86,1470,3450,2300,3580,1124
539,195,22,40,1480,4420,3000,4520,1606
Time,Price,%,SD
25/03 10:32,"1,433.92",-2.48,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4580,4580,1390,230,130,250,77
7331,4440,3610,3610,1400,320,200,350,106
6620,3500,2790,2790,1410,450,230,490,153
5264,2720,1970,1980,1420,650,350,690,220
4406,2100,1260,1260,1430,950,670,980,297
3416,1680,720,720,1440,1410,1000,1430,420
2547,1200,370,370,1450,2050,1400,2050,581
1773,1000,175,175,1460,2860,1720,2860,799
1066,750,72,80,1470,3780,2300,3780,1124
539,195,22,40,1480,4680,3000,4680,1606
Time,Price,%,SD
25/03 10:34,"1,433.92",-2.48,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4580,4580,1390,230,130,250,77
7331,4440,3610,3610,1400,320,200,350,106
6620,3500,2790,2790,1410,450,230,490,153
5264,2720,1970,1980,1420,650,350,690,220
4406,2100,1260,1260,1430,950,670,980,297
3416,1680,720,720,1440,1410,1000,1430,420
2547,1200,370,370,1450,2050,1400,2050,581
1773,1000,175,175,1460,2860,1720,2860,799
1066,750,72,80,1470,3780,2300,3780,1124
539,195,22,40,1480,4680,3000,4680,1606
Time,Price,%,SD
25/03 10:37,"1,431.12",-2.67,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4370,1390,240,130,250,77
7331,4440,3450,3480,1400,340,200,350,106
6620,3500,2600,2600,1410,470,230,500,153
5264,2720,1810,1860,1420,700,350,720,220
4406,2100,1140,1200,1430,1030,670,1060,297
3416,1680,650,700,1440,1520,1000,1560,420
2547,1200,330,380,1450,2200,1400,2240,581
1773,1000,160,190,1460,3000,1720,3120,799
1066,750,72,86,1470,3920,2300,4000,1124
539,195,22,42,1480,4900,3000,4900,1606
Time,Price,%,SD
25/03 10:39,"1,431.12",-2.67,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4370,1390,240,130,250,77
7331,4440,3450,3480,1400,340,200,350,106
6620,3500,2600,2600,1410,470,230,500,153
5264,2720,1810,1860,1420,700,350,720,220
4406,2100,1140,1200,1430,1030,670,1060,297
3416,1680,650,700,1440,1520,1000,1560,420
2547,1200,330,380,1450,2200,1400,2240,581
1773,1000,160,190,1460,3000,1720,3120,799
1066,750,72,86,1470,3920,2300,4000,1124
539,195,22,42,1480,4900,3000,4900,1606
Time,Price,%,SD
25/03 10:41,"1,433.05",-2.54,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4370,1390,240,130,250,77
7331,4440,3450,3480,1400,340,200,350,106
6620,3500,2600,2600,1410,470,230,500,153
5264,2720,1810,1860,1420,700,350,720,220
4406,2100,1140,1200,1430,1030,670,1060,297
3416,1680,650,700,1440,1520,1000,1560,420
2547,1200,330,380,1450,2200,1400,2240,581
1773,1000,160,190,1460,3000,1720,3120,799
1066,750,72,86,1470,3920,2300,4000,1124
539,195,22,42,1480,4900,3000,4900,1606
Time,Price,%,SD
25/03 10:42,"1,433.05",-2.54,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4440,1390,195,130,250,77
7331,4440,3450,3580,1400,280,200,350,106
6620,3500,2600,2600,1410,410,230,500,153
5264,2720,1810,1890,1420,600,350,720,220
4406,2100,1140,1210,1430,920,670,1060,297
3416,1680,650,680,1440,1410,1000,1560,420
2547,1200,330,370,1450,2080,1400,2240,581
1773,1000,160,185,1460,2900,1720,3120,799
1066,750,72,88,1470,3810,2300,4000,1124
539,195,22,44,1480,4780,3000,4900,1606
Time,Price,%,SD
25/03 10:44,"1,433.77",-2.49,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4440,1390,195,130,250,77
7331,4440,3450,3580,1400,280,200,350,106
6620,3500,2600,2600,1410,410,230,500,153
5264,2720,1810,1890,1420,600,350,720,220
4406,2100,1140,1210,1430,920,670,1060,297
3416,1680,650,680,1440,1410,1000,1560,420
2547,1200,330,370,1450,2080,1400,2240,581
1773,1000,160,185,1460,2900,1720,3120,799
1066,750,72,88,1470,3810,2300,4000,1124
539,195,22,44,1480,4780,3000,4900,1606
Time,Price,%,SD
25/03 10:47,"1,433.77",-2.49,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4440,1390,195,130,250,77
7331,4440,3450,3580,1400,280,200,350,106
6620,3500,2600,2600,1410,410,230,500,153
5264,2720,1810,1890,1420,600,350,720,220
4406,2100,1140,1210,1430,920,670,1060,297
3416,1680,650,680,1440,1410,1000,1560,420
2547,1200,330,370,1450,2080,1400,2240,581
1773,1000,160,185,1460,2900,1720,3120,799
1066,750,72,88,1470,3810,2300,4000,1124
539,195,22,44,1480,4780,3000,4900,1606
Time,Price,%,SD
25/03 10:49,"1,433.77",-2.49,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4540,1390,170,130,250,77
7331,4440,3450,3600,1400,240,200,350,106
6620,3500,2600,2720,1410,350,230,500,153
5264,2720,1810,1900,1420,520,350,720,220
4406,2100,1140,1200,1430,840,670,1060,297
3416,1680,650,690,1440,1330,1000,1560,420
2547,1200,330,370,1450,2000,1400,2240,581
1773,1000,160,185,1460,2810,1720,3120,799
1066,750,72,90,1470,3700,2300,4000,1124
539,195,22,44,1480,4620,3000,4900,1606
Time,Price,%,SD
25/03 10:51,"1,433.97",-2.48,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4540,1390,170,130,250,77
7331,4440,3450,3600,1400,240,200,350,106
6620,3500,2600,2720,1410,350,230,500,153
5264,2720,1810,1900,1420,520,350,720,220
4406,2100,1140,1200,1430,840,670,1060,297
3416,1680,650,690,1440,1330,1000,1560,420
2547,1200,330,370,1450,2000,1400,2240,581
1773,1000,160,185,1460,2810,1720,3120,799
1066,750,72,90,1470,3700,2300,4000,1124
539,195,22,44,1480,4620,3000,4900,1606
Time,Price,%,SD
25/03 10:57,"1,433.30",-2.53,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4530,1390,185,130,250,77
7331,4440,3450,3620,1400,250,200,350,106
6620,3500,2600,2720,1410,370,230,500,153
5264,2720,1790,1870,1420,550,350,720,220
4406,2100,1100,1170,1430,860,670,1060,297
3416,1680,610,660,1440,1340,1000,1560,420
2547,1200,320,350,1450,2030,1400,2240,581
1773,1000,160,175,1460,2840,1720,3120,799
1066,750,72,92,1470,3760,2300,4000,1124
539,195,22,42,1480,4700,3000,4900,1606
Time,Price,%,SD
25/03 11:01,"1,433.23",-2.53,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4430,1390,175,130,250,77
7331,4440,3450,3620,1400,250,200,350,106
6620,3500,2600,2660,1410,370,230,500,153
5264,2720,1790,1810,1420,540,350,720,220
4406,2100,1100,1130,1430,860,670,1060,297
3416,1680,610,630,1440,1370,1000,1560,420
2547,1200,320,330,1450,2060,1400,2240,581
1773,1000,160,165,1460,2900,1720,3120,799
1066,750,72,86,1470,3820,2300,4000,1124
539,195,22,42,1480,4800,3000,4900,1606
Time,Price,%,SD
25/03 11:03,"1,433.23",-2.53,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4440,1390,200,130,250,77
7331,4440,3450,3530,1400,280,200,350,106
6620,3500,2600,2640,1410,400,230,500,153
5264,2720,1790,1810,1420,590,350,720,220
4406,2100,1100,1130,1430,900,670,1060,297
3416,1680,610,640,1440,1420,1000,1560,420
2547,1200,320,340,1450,2120,1400,2240,581
1773,1000,160,180,1460,2930,1720,3120,799
1066,750,72,90,1470,3810,2300,4000,1124
539,195,22,42,1480,4830,3000,4900,1606
Time,Price,%,SD
25/03 11:05,"1,432.75",-2.56,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4440,1390,200,130,250,77
7331,4440,3450,3530,1400,280,200,350,106
6620,3500,2600,2640,1410,400,230,500,153
5264,2720,1790,1810,1420,590,350,720,220
4406,2100,1100,1130,1430,900,670,1060,297
3416,1680,610,640,1440,1420,1000,1560,420
2547,1200,320,340,1450,2120,1400,2240,581
1773,1000,160,180,1460,2930,1720,3120,799
1066,750,72,90,1470,3810,2300,4000,1124
539,195,22,42,1480,4830,3000,4900,1606
Time,Price,%,SD
25/03 11:06,"1,432.75",-2.56,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4440,1390,220,130,250,77
7331,4440,3450,3480,1400,300,200,350,106
6620,3500,2600,2600,1410,430,230,500,153
5264,2720,1790,1810,1420,630,350,720,220
4406,2100,1100,1130,1430,970,670,1060,297
3416,1680,610,660,1440,1470,1000,1560,420
2547,1200,320,350,1450,2180,1400,2240,581
1773,1000,160,185,1460,3000,1720,3120,799
1066,750,72,90,1470,3900,2300,4000,1124
539,195,22,44,1480,4900,3000,4900,1606
Time,Price,%,SD
25/03 11:10,"1,431.92",-2.62,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
10610,5300,4330,4440,1390,220,130,250,77
7331,4440,3450,3480,1400,300,200,350,106
6620,3500,2600,2600,1410,430,230,500,153
5264,2720,1790,1810,1420,630,350,720,220
4406,2100,1100,1130,1430,970,670,1060,297
3416,1680,610,660,1440,1470,1000,1560,420
2547,1200,320,350,1450,2180,1400,2240,581
1773,1000,160,185,1460,3000,1720,3120,799
1066,750,72,90,1470,3900,2300,4000,1124
539,195,22,44,1480,4900,3000,4900,1606
Time,Price,%,SD
25/03 11:14,"1,429.89",-2.76,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
9120,0,0,9120,1380,160,84,180,52
10610,5300,4120,4330,1390,230,130,250,77
7331,4440,3310,3450,1400,330,200,350,106
6620,3500,2420,2580,1410,470,230,500,153
5264,2720,1600,1740,1420,680,350,730,220
4406,2100,970,1100,1430,1020,670,1090,297
3416,1680,540,630,1440,1560,1000,1650,420
2547,1200,280,330,1450,2280,1400,2370,581
1773,1000,145,175,1460,3080,1720,3230,799
1066,750,72,82,1470,4010,2300,4150,1124
Time,Price,%,SD
25/03 11:21,"1,428.78",-2.83,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
9120,0,0,9120,1380,130,84,180,52
10610,5300,4120,4120,1390,195,130,250,77
7331,4440,3310,3310,1400,290,200,350,106
6620,3500,2420,2420,1410,440,230,500,153
5264,2720,1600,1600,1420,680,350,730,220
4406,2100,970,970,1430,1040,670,1090,297
3416,1680,540,540,1440,1600,1000,1650,420
2547,1200,280,290,1450,2360,1400,2370,581
1773,1000,145,150,1460,3200,1720,3230,799
1066,750,72,72,1470,4140,2300,4150,1124
Time,Price,%,SD
25/03 11:23,"1,428.78",-2.83,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
9120,0,0,9120,1380,135,84,180,52
10610,5300,3990,4010,1390,210,130,250,77
7331,4440,3100,3100,1400,310,200,350,106
6620,3500,2260,2260,1410,470,230,500,153
5264,2720,1500,1550,1420,710,350,730,220
4406,2100,920,940,1430,1120,670,1140,297
3416,1680,510,530,1440,1700,1000,1740,420
2547,1200,280,290,1450,2460,1400,2500,581
1773,1000,145,160,1460,3350,1720,3350,799
1066,750,72,80,1470,4290,2300,4290,1124
Time,Price,%,SD
25/03 11:24,"1,428.93",-2.82,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
9120,0,0,9120,1380,135,84,180,52
10610,5300,3990,4010,1390,210,130,250,77
7331,4440,3100,3100,1400,310,200,350,106
6620,3500,2260,2260,1410,470,230,500,153
5264,2720,1500,1550,1420,710,350,730,220
4406,2100,920,940,1430,1120,670,1140,297
3416,1680,510,530,1440,1700,1000,1740,420
2547,1200,280,290,1450,2460,1400,2500,581
1773,1000,145,160,1460,3350,1720,3350,799
1066,750,72,80,1470,4290,2300,4290,1124
Time,Price,%,SD
25/03 11:27,"1,428.93",-2.82,10.13
Base,High,Low,CALL,,PUT,Low,High,Base
9120,0,0,9120,1380,135,84,180,52
10610,5300,3990,4010,1390,210,130,250,77
7331,4440,3100,3130,1400,330,200,350,106
6620,3500,2260,2280,1410,490,230,500,153
5264,2720,1500,1540,1420,740,350,740,220
4406,2100,920,950,1430,1150,670,1150,297
