Time,Price,%,SD
08/04 09:24,"1,403.45",0.85,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5680,5620,5620,1350,830,780,1100,1196
4429,4900,4590,4840,1360,1020,970,1520,1425
3662,4500,3980,4070,1370,1250,1200,1750,1673
3048,3430,3040,3330,1380,1520,1450,1820,1996
2427,2760,2380,2630,1390,1840,1780,2180,2352
1859,2110,1800,2050,1400,2210,2140,2600,2815
1373,1700,1290,1490,1410,2690,2610,3110,3341
993,1180,920,1060,1420,3240,3160,4100,3936
689,900,630,720,1430,3930,3820,4310,4588
451,540,400,470,1440,4680,4560,5170,5183
Time,Price,%,SD
08/04 10:14,"1,398.28",0.47,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5680,5620,5640,1350,820,780,1100,1196
4429,4960,4590,4850,1360,1000,970,1520,1425
3662,4500,3980,4070,1370,1230,1200,1750,1673
3048,3430,3040,3350,1380,1480,1450,1820,1996
2427,2760,2380,2660,1390,1800,1760,2180,2352
1859,2110,1800,2040,1400,2160,2140,2600,2815
1373,1700,1290,1510,1410,2640,2610,3110,3341
993,1180,920,1070,1420,3200,3160,4100,3936
689,900,630,720,1430,3880,3770,4310,4588
451,540,400,460,1440,4570,4560,5170,5183
Time,Price,%,SD
08/04 10:19,"1,398.28",0.47,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5680,5620,5650,1350,880,780,1100,1196
4429,4960,4590,4780,1360,1060,970,1520,1425
3662,4500,3980,4070,1370,1290,1200,1750,1673
3048,3430,3040,3310,1380,1540,1450,1820,1996
2427,2760,2380,2670,1390,1860,1760,2180,2352
1859,2110,1800,2030,1400,2260,2140,2600,2815
1373,1700,1290,1500,1410,2730,2610,3110,3341
993,1180,920,1060,1420,3280,3160,4100,3936
689,900,630,710,1430,3900,3770,4310,4588
451,540,400,460,1440,4680,4560,5170,5183
Time,Price,%,SD
08/04 10:31,"1,398.82",0.51,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5620,5630,1350,820,780,1100,1196
4429,4960,4590,4850,1360,1000,970,1520,1425
3662,4500,3980,4070,1370,1230,1200,1750,1673
3048,3430,3040,3320,1380,1490,1450,1820,1996
2427,2760,2380,2640,1390,1800,1760,2180,2352
1859,2110,1800,2040,1400,2200,2140,2600,2815
1373,1700,1290,1500,1410,2650,2610,3110,3341
993,1180,920,1050,1420,3200,3150,4100,3936
689,900,630,710,1430,3870,3770,4310,4588
451,540,400,460,1440,4600,4530,5170,5183
Time,Price,%,SD
08/04 10:33,"1,398.82",0.51,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5620,5650,1350,810,780,1100,1196
4429,4960,4590,4850,1360,990,970,1520,1425
3662,4500,3980,4070,1370,1200,1200,1750,1673
3048,3430,3040,3300,1380,1470,1450,1820,1996
2427,2760,2380,2600,1390,1780,1760,2180,2352
1859,2110,1800,1990,1400,2170,2140,2600,2815
1373,1700,1290,1470,1410,2680,2610,3110,3341
993,1180,920,1040,1420,3220,3150,4100,3936
689,900,630,700,1430,3870,3770,4310,4588
451,540,400,450,1440,4620,4530,5170,5183
Time,Price,%,SD
08/04 10:36,"1,398.56",0.50,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5620,5620,1350,820,780,1100,1196
4429,4960,4590,4790,1360,1000,970,1520,1425
3662,4500,3980,4070,1370,1210,1190,1750,1673
3048,3430,3040,3270,1380,1480,1450,1820,1996
2427,2760,2380,2600,1390,1800,1760,2180,2352
1859,2110,1800,1990,1400,2180,2140,2600,2815
1373,1700,1290,1460,1410,2650,2610,3110,3341
993,1180,920,1030,1420,3230,3150,4100,3936
689,900,630,690,1430,3910,3770,4310,4588
451,540,400,440,1440,4660,4530,5170,5183
Time,Price,%,SD
08/04 10:39,"1,398.56",0.50,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5620,5620,1350,820,780,1100,1196
4429,4960,4590,4790,1360,1000,970,1520,1425
3662,4500,3980,4070,1370,1210,1190,1750,1673
3048,3430,3040,3270,1380,1480,1450,1820,1996
2427,2760,2380,2600,1390,1800,1760,2180,2352
1859,2110,1800,1990,1400,2180,2140,2600,2815
1373,1700,1290,1460,1410,2650,2610,3110,3341
993,1180,920,1030,1420,3230,3150,4100,3936
689,900,630,690,1430,3910,3770,4310,4588
451,540,400,440,1440,4660,4530,5170,5183
Time,Price,%,SD
08/04 10:53,"1,397.00",0.38,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5470,5470,1350,870,780,1100,1196
4429,4960,4590,4680,1360,1050,970,1520,1425
3662,4500,3850,3850,1370,1270,1190,1750,1673
3048,3430,3040,3170,1380,1560,1450,1820,1996
2427,2760,2380,2490,1390,1900,1760,2180,2352
1859,2110,1800,1900,1400,2290,2140,2600,2815
1373,1700,1290,1390,1410,2790,2610,3110,3341
993,1180,920,970,1420,3360,3150,4100,3936
689,900,630,660,1430,4060,3770,4310,4588
451,540,390,410,1440,4780,4530,5170,5183
Time,Price,%,SD
08/04 11:05,"1,394.54",0.21,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5430,5460,1350,830,780,1100,1196
4429,4960,4590,4650,1360,1010,970,1520,1425
3662,4500,3840,3840,1370,1240,1190,1750,1673
3048,3430,3040,3120,1380,1510,1450,1820,1996
2427,2760,2380,2460,1390,1860,1760,2180,2352
1859,2110,1750,1870,1400,2270,2140,2600,2815
1373,1700,1270,1370,1410,2750,2610,3110,3341
993,1180,870,960,1420,3360,3150,4100,3936
689,900,580,640,1430,4030,3770,4310,4588
451,540,360,410,1440,4790,4530,5170,5183
Time,Price,%,SD
08/04 11:09,"1,394.54",0.21,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5430,5460,1350,880,780,1100,1196
4429,4960,4590,4650,1360,1080,970,1520,1425
3662,4500,3780,3780,1370,1320,1190,1750,1673
3048,3430,3000,3000,1380,1610,1450,1820,1996
2427,2760,2320,2320,1390,1970,1760,2180,2352
1859,2110,1750,1750,1400,2380,2140,2600,2815
1373,1700,1270,1270,1410,2900,2610,3110,3341
993,1180,870,870,1420,3500,3150,4100,3936
689,900,580,580,1430,4200,3770,4310,4588
451,540,360,360,1440,5000,4530,5170,5183
Time,Price,%,SD
08/04 11:15,"1,395.62",0.28,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5430,5460,1350,870,780,1100,1196
4429,4960,4450,4470,1360,1050,970,1520,1425
3662,4500,3690,3690,1370,1290,1190,1750,1673
3048,3430,2970,3030,1380,1570,1450,1820,1996
2427,2760,2300,2360,1390,1910,1760,2180,2352
1859,2110,1750,1800,1400,2330,2140,2600,2815
1373,1700,1260,1300,1410,2830,2610,3110,3341
993,1180,870,910,1420,3490,3150,4100,3936
689,900,570,600,1430,4160,3770,4310,4588
451,540,360,370,1440,4920,4530,5170,5183
Time,Price,%,SD
08/04 11:19,"1,395.08",0.25,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5430,5460,1350,880,780,1100,1196
4429,4960,4450,4500,1360,1070,970,1520,1425
3662,4500,3690,3690,1370,1310,1190,1750,1673
3048,3430,2970,3040,1380,1580,1450,1820,1996
2427,2760,2300,2390,1390,1940,1760,2180,2352
1859,2110,1750,1820,1400,2360,2140,2600,2815
1373,1700,1260,1310,1410,2850,2610,3110,3341
993,1180,870,920,1420,3450,3150,4100,3936
689,900,570,610,1430,4140,3770,4310,4588
451,540,360,390,1440,4900,4530,5170,5183
Time,Price,%,SD
08/04 11:23,"1,394.74",0.22,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5340,5340,1350,900,780,1100,1196
4429,4960,4450,4500,1360,1110,970,1520,1425
3662,4500,3690,3700,1370,1340,1190,1750,1673
3048,3430,2970,3040,1380,1630,1450,1820,1996
2427,2760,2300,2370,1390,1950,1760,2180,2352
1859,2110,1750,1810,1400,2400,2140,2600,2815
1373,1700,1260,1310,1410,2880,2610,3110,3341
993,1180,870,910,1420,3480,3150,4100,3936
689,900,570,600,1430,4140,3770,4310,4588
451,540,360,380,1440,4930,4530,5170,5183
Time,Price,%,SD
08/04 11:28,"1,395.25",0.26,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5340,5250,1350,860,780,1100,1196
4429,4960,4450,4510,1360,1050,970,1520,1425
3662,4500,3690,3650,1370,1290,1190,1750,1673
3048,3430,2970,3040,1380,1570,1450,1820,1996
2427,2760,2300,2380,1390,1910,1760,2180,2352
1859,2110,1750,1800,1400,2340,2140,2600,2815
1373,1700,1260,1310,1410,2840,2610,3110,3341
993,1180,870,920,1420,3420,3150,4100,3936
689,900,570,600,1430,4190,3770,4310,4588
451,540,360,390,1440,5030,4530,5170,5183
Time,Price,%,SD
08/04 11:30,"1,395.70",0.29,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5250,1350,860,780,1100,1196
4429,4960,4440,4510,1360,1050,970,1520,1425
3662,4500,3650,3650,1370,1290,1190,1750,1673
3048,3430,2970,3040,1380,1570,1450,1820,1996
2427,2760,2300,2380,1390,1910,1760,2180,2352
1859,2110,1750,1800,1400,2340,2140,2600,2815
1373,1700,1260,1310,1410,2840,2610,3110,3341
993,1180,870,920,1420,3420,3150,4100,3936
689,900,570,600,1430,4190,3770,4310,4588
451,540,360,390,1440,5030,4530,5170,5183
Time,Price,%,SD
08/04 11:33,"1,395.70",0.29,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5250,1350,860,780,1100,1196
4429,4960,4440,4510,1360,1050,970,1520,1425
3662,4500,3650,3650,1370,1290,1190,1750,1673
3048,3430,2970,3040,1380,1570,1450,1820,1996
2427,2760,2300,2380,1390,1910,1760,2180,2352
1859,2110,1750,1800,1400,2340,2140,2600,2815
1373,1700,1260,1310,1410,2840,2610,3110,3341
993,1180,870,920,1420,3420,3150,4100,3936
689,900,570,600,1430,4190,3770,4310,4588
451,540,360,390,1440,5030,4530,5170,5183
Time,Price,%,SD
08/04 11:39,"1,395.80",0.30,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5380,1350,820,780,1100,1196
4429,4960,4440,4480,1360,1010,970,1520,1425
3662,4500,3650,3650,1370,1240,1190,1750,1673
3048,3430,2970,3090,1380,1520,1450,1820,1996
2427,2760,2300,2450,1390,1860,1760,2180,2352
1859,2110,1750,1840,1400,2270,2140,2600,2815
1373,1700,1260,1340,1410,2770,2610,3110,3341
993,1180,870,930,1420,3340,3150,4100,3936
689,900,570,620,1430,4030,3770,4310,4588
451,540,360,390,1440,4820,4530,5170,5183
Time,Price,%,SD
08/04 11:40,"1,395.97",0.31,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5380,1350,820,780,1100,1196
4429,4960,4440,4480,1360,1010,970,1520,1425
3662,4500,3650,3650,1370,1240,1190,1750,1673
3048,3430,2970,3090,1380,1520,1450,1820,1996
2427,2760,2300,2450,1390,1860,1760,2180,2352
1859,2110,1750,1840,1400,2270,2140,2600,2815
1373,1700,1260,1340,1410,2770,2610,3110,3341
993,1180,870,930,1420,3340,3150,4100,3936
689,900,570,620,1430,4030,3770,4310,4588
451,540,360,390,1440,4820,4530,5170,5183
Time,Price,%,SD
08/04 11:47,"1,396.82",0.37,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5440,1350,830,780,1100,1196
4429,4960,4440,4610,1360,1010,970,1520,1425
3662,4500,3650,3650,1370,1240,1190,1750,1673
3048,3430,2970,3150,1380,1520,1450,1820,1996
2427,2760,2300,2460,1390,1850,1760,2180,2352
1859,2110,1750,1880,1400,2250,2140,2600,2815
1373,1700,1260,1360,1410,2750,2610,3110,3341
993,1180,870,950,1420,3320,3150,4100,3936
689,900,570,640,1430,3980,3770,4310,4588
451,540,360,390,1440,4870,4530,5170,5183
Time,Price,%,SD
08/04 11:49,"1,396.82",0.37,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5440,1350,830,780,1100,1196
4429,4960,4440,4610,1360,1010,970,1520,1425
3662,4500,3650,3650,1370,1240,1190,1750,1673
3048,3430,2970,3150,1380,1520,1450,1820,1996
2427,2760,2300,2460,1390,1850,1760,2180,2352
1859,2110,1750,1880,1400,2250,2140,2600,2815
1373,1700,1260,1360,1410,2750,2610,3110,3341
993,1180,870,950,1420,3320,3150,4100,3936
689,900,570,640,1430,3980,3770,4310,4588
451,540,360,390,1440,4870,4530,5170,5183
Time,Price,%,SD
08/04 11:51,"1,396.19",0.32,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5440,1350,830,780,1100,1196
4429,4960,4440,4610,1360,1010,970,1520,1425
3662,4500,3650,3650,1370,1240,1190,1750,1673
3048,3430,2970,3150,1380,1520,1450,1820,1996
2427,2760,2300,2460,1390,1850,1760,2180,2352
1859,2110,1750,1880,1400,2250,2140,2600,2815
1373,1700,1260,1360,1410,2750,2610,3110,3341
993,1180,870,950,1420,3320,3150,4100,3936
689,900,570,640,1430,3980,3770,4310,4588
451,540,360,390,1440,4870,4530,5170,5183
Time,Price,%,SD
08/04 11:55,"1,395.82",0.30,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5410,1350,850,780,1100,1196
4429,4960,4440,4610,1360,1030,970,1520,1425
3662,4500,3650,3650,1370,1270,1190,1750,1673
3048,3430,2970,3150,1380,1540,1450,1820,1996
2427,2760,2300,2440,1390,1870,1760,2180,2352
1859,2110,1750,1850,1400,2280,2140,2600,2815
1373,1700,1260,1340,1410,2770,2610,3110,3341
993,1180,870,930,1420,3380,3150,4100,3936
689,900,570,620,1430,4030,3770,4310,4588
451,540,360,390,1440,4870,4530,5170,5183
Time,Price,%,SD
08/04 12:00,"1,396.78",0.37,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5410,1350,850,780,1100,1196
4429,4960,4440,4590,1360,1030,970,1520,1425
3662,4500,3650,3650,1370,1260,1190,1750,1673
3048,3430,2970,3120,1380,1540,1450,1820,1996
2427,2760,2300,2440,1390,1870,1760,2180,2352
1859,2110,1750,1850,1400,2300,2140,2600,2815
1373,1700,1260,1350,1410,2780,2610,3110,3341
993,1180,870,930,1420,3370,3150,4100,3936
689,900,570,620,1430,4060,3770,4310,4588
451,540,360,390,1440,4820,4530,5170,5183
Time,Price,%,SD
08/04 12:02,"1,396.78",0.37,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5410,1350,820,780,1100,1196
4429,4960,4440,4590,1360,1020,970,1520,1425
3662,4500,3650,3650,1370,1230,1190,1750,1673
3048,3430,2970,3120,1380,1510,1450,1820,1996
2427,2760,2300,2490,1390,1830,1760,2180,2352
1859,2110,1750,1890,1400,2240,2140,2600,2815
1373,1700,1260,1360,1410,2770,2610,3110,3341
993,1180,870,950,1420,3350,3150,4100,3936
689,900,570,640,1430,3980,3770,4310,4588
451,540,360,400,1440,4820,4530,5170,5183
Time,Price,%,SD
08/04 12:06,"1,396.89",0.38,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5480,1350,820,780,1100,1196
4429,4960,4440,4640,1360,1000,970,1520,1425
3662,4500,3650,3800,1370,1220,1190,1750,1673
3048,3430,2970,3140,1380,1490,1450,1820,1996
2427,2760,2300,2460,1390,1850,1760,2180,2352
1859,2110,1750,1880,1400,2220,2140,2600,2815
1373,1700,1260,1370,1410,2700,2610,3110,3341
993,1180,870,950,1420,3310,3150,4100,3936
689,900,570,630,1430,3990,3770,4310,4588
451,540,360,390,1440,4820,4530,5170,5183
Time,Price,%,SD
08/04 12:11,"1,397.23",0.40,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5480,1350,820,780,1100,1196
4429,4960,4440,4640,1360,1000,970,1520,1425
3662,4500,3650,3800,1370,1220,1190,1750,1673
3048,3430,2970,3140,1380,1490,1450,1820,1996
2427,2760,2300,2460,1390,1850,1760,2180,2352
1859,2110,1750,1880,1400,2220,2140,2600,2815
1373,1700,1260,1370,1410,2700,2610,3110,3341
993,1180,870,950,1420,3310,3150,4100,3936
689,900,570,630,1430,3990,3770,4310,4588
451,540,360,390,1440,4820,4530,5170,5183
Time,Price,%,SD
08/04 12:14,"1,397.09",0.39,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5480,1350,830,780,1100,1196
4429,4960,4440,4640,1360,1000,970,1520,1425
3662,4500,3650,3800,1370,1230,1190,1750,1673
3048,3430,2970,3130,1380,1500,1450,1820,1996
2427,2760,2300,2490,1390,1830,1760,2180,2352
1859,2110,1750,1890,1400,2220,2140,2600,2815
1373,1700,1260,1380,1410,2700,2610,3110,3341
993,1180,870,950,1420,3270,3150,4100,3936
689,900,570,630,1430,3960,3770,4310,4588
451,540,360,400,1440,4740,4530,5170,5183
Time,Price,%,SD
08/04 12:19,"1,397.09",0.39,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5500,1350,830,780,1100,1196
4429,4960,4440,4640,1360,1010,970,1520,1425
3662,4500,3650,3800,1370,1230,1190,1750,1673
3048,3430,2970,3170,1380,1510,1450,1820,1996
2427,2760,2300,2500,1390,1830,1760,2180,2352
1859,2110,1750,1900,1400,2220,2140,2600,2815
1373,1700,1260,1390,1410,2710,2610,3110,3341
993,1180,870,960,1420,3270,3150,4100,3936
689,900,570,630,1430,3950,3770,4310,4588
451,540,360,400,1440,4720,4530,5170,5183
Time,Price,%,SD
08/04 12:30,"1,396.39",0.34,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5540,1350,840,780,1100,1196
4429,4960,4440,4690,1360,1020,970,1520,1425
3662,4500,3650,3800,1370,1240,1190,1750,1673
3048,3430,2970,3150,1380,1520,1450,1820,1996
2427,2760,2300,2470,1390,1850,1760,2180,2352
1859,2110,1750,1880,1400,2240,2140,2600,2815
1373,1700,1260,1370,1410,2730,2610,3110,3341
993,1180,870,950,1420,3310,3150,4100,3936
689,900,570,630,1430,3960,3770,4310,4588
451,540,360,400,1440,4720,4530,5170,5183
Time,Price,%,SD
08/04 12:33,"1,396.39",0.34,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5440,1350,840,780,1100,1196
4429,4960,4440,4670,1360,1020,970,1520,1425
3662,4500,3650,3800,1370,1240,1190,1750,1673
3048,3430,2970,3110,1380,1520,1450,1820,1996
2427,2760,2300,2450,1390,1850,1760,2180,2352
1859,2110,1750,1860,1400,2260,2140,2600,2815
1373,1700,1260,1350,1410,2760,2610,3110,3341
993,1180,870,940,1420,3330,3150,4100,3936
689,900,570,620,1430,4000,3770,4310,4588
451,540,360,390,1440,4800,4530,5170,5183
Time,Price,%,SD
08/04 12:35,"1,396.39",0.34,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5440,1350,840,780,1100,1196
4429,4960,4440,4670,1360,1020,970,1520,1425
3662,4500,3650,3800,1370,1240,1190,1750,1673
3048,3430,2970,3110,1380,1520,1450,1820,1996
2427,2760,2300,2450,1390,1850,1760,2180,2352
1859,2110,1750,1860,1400,2260,2140,2600,2815
1373,1700,1260,1350,1410,2760,2610,3110,3341
993,1180,870,940,1420,3330,3150,4100,3936
689,900,570,620,1430,4000,3770,4310,4588
451,540,360,390,1440,4800,4530,5170,5183
Time,Price,%,SD
08/04 13:08,"1,398.94",0.52,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5580,1350,760,760,1100,1196
4429,4960,4440,4760,1360,930,930,1520,1425
3662,4500,3650,3830,1370,1140,1140,1750,1673
3048,3430,2970,3240,1380,1400,1400,1820,1996
2427,2760,2300,2530,1390,1710,1710,2180,2352
1859,2110,1750,1940,1400,2100,2100,2600,2815
1373,1700,1260,1410,1410,2590,2590,3110,3341
993,1180,870,980,1420,3140,3140,4100,3936
689,900,570,650,1430,3800,3770,4310,4588
451,540,360,410,1440,4570,4530,5170,5183
Time,Price,%,SD
08/04 13:11,"1,398.17",0.47,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5580,1350,760,760,1100,1196
4429,4960,4440,4760,1360,930,930,1520,1425
3662,4500,3650,3830,1370,1140,1140,1750,1673
3048,3430,2970,3240,1380,1400,1390,1820,1996
2427,2760,2300,2530,1390,1710,1710,2180,2352
1859,2110,1750,1940,1400,2100,2100,2600,2815
1373,1700,1260,1410,1410,2590,2560,3110,3341
993,1180,870,980,1420,3140,3140,4100,3936
689,900,570,650,1430,3800,3770,4310,4588
451,540,360,410,1440,4570,4530,5170,5183
Time,Price,%,SD
08/04 13:15,"1,398.10",0.46,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5530,1350,770,760,1100,1196
4429,4960,4440,4760,1360,940,930,1520,1425
3662,4500,3650,3830,1370,1150,1140,1750,1673
3048,3430,2970,3170,1380,1420,1390,1820,1996
2427,2760,2300,2510,1390,1740,1710,2180,2352
1859,2110,1750,1900,1400,2130,2100,2600,2815
1373,1700,1260,1380,1410,2610,2560,3110,3341
993,1180,870,960,1420,3190,3140,4100,3936
689,900,570,630,1430,3850,3770,4310,4588
451,540,360,400,1440,4590,4530,5170,5183
Time,Price,%,SD
08/04 13:16,"1,398.10",0.46,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5530,1350,770,760,1100,1196
4429,4960,4440,4760,1360,940,930,1520,1425
3662,4500,3650,3830,1370,1160,1140,1750,1673
3048,3430,2970,3170,1380,1420,1390,1820,1996
2427,2760,2300,2480,1390,1740,1710,2180,2352
1859,2110,1750,1890,1400,2140,2100,2600,2815
1373,1700,1260,1380,1410,2610,2560,3110,3341
993,1180,870,950,1420,3200,3140,4100,3936
689,900,570,630,1430,3870,3770,4310,4588
451,540,360,390,1440,4590,4530,5170,5183
Time,Price,%,SD
08/04 13:25,"1,398.73",0.51,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5540,1350,760,760,1100,1196
4429,4960,4440,4720,1360,930,930,1520,1425
3662,4500,3650,3830,1370,1150,1140,1750,1673
3048,3430,2970,3200,1380,1420,1390,1820,1996
2427,2760,2300,2500,1390,1740,1710,2180,2352
1859,2110,1750,1920,1400,2130,2050,2600,2815
1373,1700,1260,1390,1410,2600,2510,3110,3341
993,1180,870,970,1420,3190,3100,4100,3936
689,900,570,630,1430,3870,3750,4310,4588
451,540,360,390,1440,4590,4530,5170,5183
Time,Price,%,SD
08/04 13:27,"1,398.73",0.51,12.54
Base,High,Low,CALL,,PUT,Low,High,Base
5291,5740,5250,5570,1350,730,730,1100,1196
4429,4960,4440,4760,1360,910,930,1520,1425
