Time,Price,%,SD
21/03 09:25,"1,495.61",0.50,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,5000,4870,1440,130,0,0,146
3951,4050,4010,3930,1450,185,170,195,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2310,2180,1470,420,380,410,430
1512,1560,1500,1420,1480,660,580,610,658
882,920,850,810,1490,1070,930,1030,1023
460,470,440,410,1500,1670,1480,1620,1606
230,230,210,195,1510,2450,2400,2400,2436
111,115,100,92,1520,3359,0,0,3359
57,54,52,44,1530,4300,0,0,4328
Time,Price,%,SD
21/03 09:45,"1,485.70",-0.17,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,5000,4870,1440,130,0,0,146
3951,4050,4010,3930,1450,185,170,195,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2280,2180,1470,420,380,430,430
1512,1560,1470,1420,1480,660,580,650,658
882,920,850,810,1490,1070,930,1030,1023
460,470,440,410,1500,1670,1480,1620,1606
230,230,210,195,1510,2450,2400,2400,2436
111,115,100,92,1520,3359,0,0,3359
57,54,44,44,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 09:47,"1,485.70",-0.17,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4870,4870,1440,130,125,140,146
3951,4050,3930,3930,1450,185,170,195,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2140,2180,1470,420,380,440,430
1512,1560,1390,1420,1480,660,580,670,658
882,920,770,810,1490,1070,930,1070,1023
460,470,390,410,1500,1670,1480,1690,1606
230,230,185,195,1510,2450,2360,2450,2436
111,115,88,92,1520,3359,0,0,3359
57,54,44,44,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 09:49,"1,485.70",-0.17,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4870,4870,1440,130,125,140,146
3951,4050,3930,3930,1450,185,170,210,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2140,2180,1470,420,380,440,430
1512,1560,1390,1420,1480,660,580,670,658
882,920,770,810,1490,1070,930,1070,1023
460,470,390,410,1500,1670,1480,1690,1606
230,230,185,195,1510,2450,2360,2450,2436
111,115,88,92,1520,3359,0,0,3359
57,54,44,44,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 09:50,"1,485.70",-0.17,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4870,4870,1440,130,125,140,146
3951,4050,3930,3930,1450,185,170,210,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2140,2180,1470,420,380,440,430
1512,1560,1390,1420,1480,660,580,670,658
882,920,770,810,1490,1070,930,1070,1023
460,470,390,410,1500,1670,1480,1690,1606
230,230,185,195,1510,2450,2360,2450,2436
111,115,88,92,1520,3359,0,0,3359
57,54,44,44,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 09:52,"1,485.70",-0.17,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4870,4870,1440,130,125,140,146
3951,4050,3930,3930,1450,185,170,210,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2140,2180,1470,420,380,440,430
1512,1560,1390,1420,1480,660,580,670,658
882,920,770,810,1490,1070,930,1070,1023
460,470,390,410,1500,1670,1480,1690,1606
230,230,185,195,1510,2450,2360,2450,2436
111,115,88,92,1520,3359,0,0,3359
57,54,44,44,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 09:56,"1,485.70",-0.17,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4870,4870,1440,130,125,140,146
3951,4050,3930,3930,1450,185,170,210,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2140,2180,1470,420,380,440,430
1512,1560,1390,1420,1480,660,580,670,658
882,920,770,810,1490,1070,930,1070,1023
460,470,390,410,1500,1670,1480,1690,1606
230,230,185,195,1510,2450,2360,2450,2436
111,115,88,92,1520,3359,0,0,3359
57,54,44,44,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 09:59,"1,485.70",-0.17,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4870,4870,1440,130,125,140,146
3951,4050,3930,3930,1450,185,170,210,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2140,2180,1470,420,380,440,430
1512,1560,1390,1420,1480,660,580,670,658
882,920,770,810,1490,1070,930,1070,1023
460,470,390,410,1500,1670,1480,1690,1606
230,230,185,195,1510,2450,2360,2450,2436
111,115,88,92,1520,3359,0,0,3359
57,54,44,44,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 10:03,"1,485.70",-0.17,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4870,4870,1440,130,125,140,146
3951,4050,3930,3930,1450,185,170,210,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2140,2180,1470,420,380,440,430
1512,1560,1390,1420,1480,660,580,670,658
882,920,770,810,1490,1070,930,1070,1023
460,470,390,410,1500,1670,1480,1690,1606
230,230,185,195,1510,2450,2360,2450,2436
111,115,88,92,1520,3359,0,0,3359
57,54,44,44,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 10:05,"1,486.10",-0.14,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4870,4870,1440,130,125,140,146
3951,4050,3930,3930,1450,185,170,210,199
3138,0,0,3138,1460,280,250,290,291
2292,2370,2140,2180,1470,420,380,440,430
1512,1560,1390,1420,1480,660,580,670,658
882,920,770,810,1490,1070,930,1070,1023
460,470,390,410,1500,1670,1480,1690,1606
230,230,185,195,1510,2450,2360,2480,2436
111,115,88,92,1520,3359,0,0,3359
57,54,44,44,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 10:11,"1,485.99",-0.15,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4850,4880,1440,140,125,140,146
3951,4050,3930,3930,1450,195,170,210,199
3138,0,0,3138,1460,290,250,290,291
2292,2370,2140,2150,1470,430,380,440,430
1512,1560,1390,1420,1480,670,580,680,658
882,920,770,810,1490,1070,930,1080,1023
460,470,390,420,1500,1670,1480,1690,1606
230,230,185,200,1510,2450,2360,2480,2436
111,115,88,98,1520,3359,0,0,3359
57,54,44,46,1530,4300,4300,4300,4328
Time,Price,%,SD
21/03 10:12,"1,485.99",-0.15,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4850,4780,1440,160,125,140,146
3951,4050,3930,3850,1450,230,170,210,199
3138,0,0,2950,1460,330,250,290,291
2292,2370,2140,2090,1470,500,380,440,430
1512,1560,1390,1340,1480,750,580,680,658
882,920,770,760,1490,1170,930,1080,1023
460,470,390,390,1500,1800,1480,1690,1606
230,230,185,190,1510,2590,2360,2480,2436
111,115,88,96,1520,3450,0,0,3359
57,54,44,46,1530,4290,4300,4300,4328
Time,Price,%,SD
21/03 10:15,"1,484.96",-0.22,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4850,4880,1440,140,125,160,146
3951,4050,3850,3930,1450,195,170,230,199
3138,3000,2950,3138,1460,290,250,330,291
2292,2370,2090,2150,1470,430,380,500,430
1512,1560,1340,1420,1480,670,580,750,658
882,920,750,810,1490,1070,930,1170,1023
460,470,390,420,1500,1670,1480,1800,1606
230,230,185,200,1510,2450,2360,2590,2436
111,115,88,98,1520,3359,3350,3450,3359
57,54,44,46,1530,4300,4290,4300,4328
Time,Price,%,SD
21/03 10:17,"1,484.96",-0.22,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4780,4740,1440,165,125,160,146
3951,4050,3850,3810,1450,240,170,230,199
3138,3000,2950,2940,1460,350,250,330,291
2292,2370,2090,2090,1470,520,380,500,430
1512,1560,1340,1340,1480,780,580,750,658
882,920,750,770,1490,1200,930,1170,1023
460,470,390,390,1500,1820,1480,1800,1606
230,230,185,190,1510,2600,2360,2590,2436
111,115,88,96,1520,3510,3350,3450,3359
57,54,44,48,1530,4480,4290,4300,4328
Time,Price,%,SD
21/03 10:20,"1,486.02",-0.15,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4740,4740,1440,165,125,170,146
3951,4050,3810,3810,1450,240,170,240,199
3138,3000,2910,2940,1460,350,250,350,291
2292,2370,2070,2090,1470,520,380,520,430
1512,1560,1330,1340,1480,780,580,780,658
882,920,750,770,1490,1200,930,1210,1023
460,470,390,390,1500,1820,1480,1840,1606
230,230,185,190,1510,2600,2360,2630,2436
111,115,88,96,1520,3510,3350,3520,3359
57,54,44,48,1530,4480,4290,4480,4328
Time,Price,%,SD
21/03 10:22,"1,486.02",-0.15,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4740,4740,1440,165,125,170,146
3951,4050,3810,3810,1450,240,170,260,199
3138,3000,2890,2940,1460,350,250,370,291
2292,2370,2060,2090,1470,520,380,540,430
1512,1560,1320,1340,1480,780,580,810,658
882,920,750,770,1490,1200,930,1240,1023
460,470,380,390,1500,1820,1480,1870,1606
230,230,185,190,1510,2600,2360,2670,2436
111,115,88,96,1520,3510,3350,3580,3359
57,54,44,48,1530,4480,4290,4500,4328
Time,Price,%,SD
21/03 10:27,"1,485.43",-0.19,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4700,4770,1440,175,125,180,146
3951,4050,3810,3850,1450,250,170,260,199
3138,3000,2890,2940,1460,360,250,370,291
2292,2370,2060,2120,1470,520,380,540,430
1512,1560,1320,1370,1480,770,580,810,658
882,920,750,780,1490,1180,930,1240,1023
460,470,380,390,1500,1800,1480,1870,1606
230,230,185,195,1510,2600,2360,2670,2436
111,115,88,100,1520,3560,3350,3580,3359
57,54,44,52,1530,4500,4290,4500,4328
Time,Price,%,SD
21/03 10:29,"1,485.43",-0.19,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4700,4710,1440,160,125,180,146
3951,4050,3810,3850,1450,230,170,260,199
3138,3000,2890,2930,1460,340,250,370,291
2292,2370,2060,2060,1470,500,380,540,430
1512,1560,1320,1320,1480,770,580,810,658
882,920,740,740,1490,1180,930,1240,1023
460,470,380,380,1500,1820,1480,1870,1606
230,230,185,185,1510,2630,2360,2670,2436
111,115,88,92,1520,3500,3350,3580,3359
57,54,44,48,1530,4450,4290,4500,4328
Time,Price,%,SD
21/03 10:31,"1,485.42",-0.19,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4700,4710,1440,160,125,180,146
3951,4050,3810,3850,1450,230,170,260,199
3138,3000,2890,2930,1460,340,250,370,291
2292,2370,2060,2060,1470,500,380,540,430
1512,1560,1320,1320,1480,770,580,810,658
882,920,740,740,1490,1180,930,1240,1023
460,470,380,380,1500,1820,1480,1870,1606
230,230,185,185,1510,2630,2360,2670,2436
111,115,88,92,1520,3500,3350,3580,3359
57,54,44,48,1530,4450,4290,4500,4328
Time,Price,%,SD
21/03 10:33,"1,485.42",-0.19,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4700,4690,1440,175,125,180,146
3951,4050,3810,3720,1450,250,170,260,199
3138,3000,2890,2850,1460,360,250,370,291
2292,2370,2060,2020,1470,530,380,540,430
1512,1560,1320,1270,1480,800,580,810,658
882,920,740,710,1490,1240,930,1240,1023
460,470,360,370,1500,1890,1480,1870,1606
230,230,185,185,1510,2690,2360,2670,2436
111,115,88,92,1520,3640,3350,3580,3359
57,54,44,50,1530,4450,4290,4500,4328
Time,Price,%,SD
21/03 10:35,"1,484.49",-0.25,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4690,4690,1440,175,125,180,146
3951,4050,3720,3720,1450,250,170,260,199
3138,3000,2850,2850,1460,360,250,370,291
2292,2370,2000,2020,1470,530,380,540,430
1512,1560,1270,1270,1480,800,580,810,658
882,920,710,710,1490,1240,930,1240,1023
460,470,360,370,1500,1890,1480,1920,1606
230,230,180,185,1510,2690,2360,2750,2436
111,115,88,92,1520,3640,3350,3640,3359
57,54,44,50,1530,4450,4290,4500,4328
Time,Price,%,SD
21/03 10:45,"1,481.80",-0.43,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4640,4640,1440,185,125,185,146
3951,4050,3720,3730,1450,270,170,270,199
3138,3000,2810,2810,1460,380,250,390,291
2292,2370,1970,1970,1470,560,380,560,430
1512,1560,1250,1260,1480,840,580,840,658
882,920,700,700,1490,1290,930,1290,1023
460,470,360,360,1500,1950,1480,1950,1606
230,230,180,180,1510,2760,2360,2770,2436
111,115,88,92,1520,3640,3350,3640,3359
57,54,44,48,1530,4600,4290,4600,4328
Time,Price,%,SD
21/03 10:46,"1,481.80",-0.43,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4640,4470,1440,210,125,185,146
3951,4050,3720,3580,1450,290,170,270,199
3138,3000,2810,2700,1460,430,250,390,291
2292,2370,1970,1890,1470,620,380,560,430
1512,1560,1250,1200,1480,920,580,840,658
882,920,700,660,1490,1370,930,1290,1023
460,470,360,340,1500,2050,1480,1950,1606
230,230,180,170,1510,2910,2360,2770,2436
111,115,88,90,1520,3830,3350,3640,3359
57,54,44,48,1530,4790,4290,4600,4328
Time,Price,%,SD
21/03 10:49,"1,481.80",-0.43,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4470,1440,210,125,220,146
3951,4050,3720,3580,1450,290,170,310,199
3138,3000,2670,2700,1460,430,250,440,291
2292,2370,1880,1890,1470,620,380,630,430
1512,1560,1180,1200,1480,920,580,940,658
882,920,640,660,1490,1370,930,1400,1023
460,470,330,340,1500,2050,1480,2100,1606
230,230,165,170,1510,2910,2360,2940,2436
111,115,88,90,1520,3830,3350,3830,3359
57,54,44,48,1530,4790,4290,4790,4328
Time,Price,%,SD
21/03 10:55,"1,481.82",-0.43,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4450,1440,230,125,230,146
3951,4050,3550,3550,1450,330,170,330,199
3138,3000,2670,2690,1460,460,250,460,291
2292,2370,1880,1890,1470,660,380,660,430
1512,1560,1170,1190,1480,980,580,980,658
882,920,640,670,1490,1440,930,1440,1023
460,470,330,340,1500,2090,1480,2110,1606
230,230,165,175,1510,2920,2360,2940,2436
111,115,88,94,1520,3770,3350,3830,3359
57,54,44,52,1530,4790,4290,4790,4328
Time,Price,%,SD
21/03 10:56,"1,481.82",-0.43,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4450,1440,230,125,230,146
3951,4050,3550,3550,1450,330,170,330,199
3138,3000,2670,2690,1460,460,250,460,291
2292,2370,1880,1890,1470,660,380,660,430
1512,1560,1170,1190,1480,980,580,980,658
882,920,640,670,1490,1440,930,1440,1023
460,470,330,340,1500,2090,1480,2110,1606
230,230,165,175,1510,2920,2360,2940,2436
111,115,88,94,1520,3770,3350,3870,3359
57,54,44,52,1530,4790,4290,4810,4328
Time,Price,%,SD
21/03 10:59,"1,481.82",-0.43,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4480,1440,230,125,230,146
3951,4050,3550,3560,1450,320,170,330,199
3138,3000,2670,2700,1460,450,250,460,291
2292,2370,1880,1890,1470,640,380,660,430
1512,1560,1170,1200,1480,940,580,980,658
882,920,640,670,1490,1420,930,1440,1023
460,470,330,340,1500,2080,1480,2110,1606
230,230,165,180,1510,2940,2360,2940,2436
111,115,88,92,1520,3840,3350,3870,3359
57,54,44,48,1530,4800,4290,4810,4328
Time,Price,%,SD
21/03 11:01,"1,481.81",-0.43,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4480,1440,230,125,230,146
3951,4050,3550,3560,1450,320,170,330,199
3138,3000,2670,2700,1460,450,250,460,291
2292,2370,1880,1890,1470,640,380,660,430
1512,1560,1170,1200,1480,940,580,980,658
882,920,640,670,1490,1420,930,1440,1023
460,470,330,340,1500,2080,1480,2130,1606
230,230,165,180,1510,2940,2360,2960,2436
111,115,88,92,1520,3840,3350,3870,3359
57,54,44,48,1530,4800,4290,4810,4328
Time,Price,%,SD
21/03 11:05,"1,482.23",-0.40,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4480,1440,250,125,250,146
3951,4050,3540,3570,1450,340,170,350,199
3138,3000,2670,2720,1460,480,250,490,291
2292,2370,1880,1910,1470,680,380,690,430
1512,1560,1170,1220,1480,990,580,1000,658
882,920,640,690,1490,1460,930,1470,1023
460,470,330,350,1500,2120,1480,2130,1606
230,230,165,180,1510,2950,2360,2960,2436
111,115,88,96,1520,3830,3350,3870,3359
57,54,44,54,1530,4800,4290,4810,4328
Time,Price,%,SD
21/03 11:06,"1,482.23",-0.40,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4480,1440,230,125,250,146
3951,4050,3540,3580,1450,330,170,350,199
3138,3000,2670,2690,1460,460,250,490,291
2292,2370,1880,1890,1470,660,380,690,430
1512,1560,1170,1200,1480,980,580,1000,658
882,920,640,670,1490,1430,930,1470,1023
460,470,330,350,1500,2120,1480,2130,1606
230,230,165,180,1510,2930,2360,2960,2436
111,115,88,94,1520,3880,3350,3870,3359
57,54,44,50,1530,4820,4290,4810,4328
Time,Price,%,SD
21/03 11:08,"1,482.23",-0.40,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4480,1440,230,125,250,146
3951,4050,3540,3580,1450,330,170,350,199
3138,3000,2670,2690,1460,460,250,490,291
2292,2370,1880,1890,1470,660,380,690,430
1512,1560,1170,1200,1480,980,580,1000,658
882,920,640,670,1490,1430,930,1470,1023
460,470,330,350,1500,2120,1480,2130,1606
230,230,165,180,1510,2930,2360,2960,2436
111,115,88,94,1520,3880,3350,3870,3359
57,54,44,50,1530,4820,4290,4810,4328
Time,Price,%,SD
21/03 11:11,"1,482.41",-0.39,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4480,1440,230,125,250,146
3951,4050,3540,3580,1450,330,170,350,199
3138,3000,2670,2690,1460,460,250,490,291
2292,2370,1880,1890,1470,660,380,690,430
1512,1560,1170,1200,1480,980,580,1000,658
882,920,640,670,1490,1430,930,1470,1023
460,470,330,350,1500,2120,1480,2140,1606
230,230,165,180,1510,2930,2360,2960,2436
111,115,88,94,1520,3880,3350,3880,3359
57,54,44,50,1530,4820,4290,4840,4328
Time,Price,%,SD
21/03 11:13,"1,482.41",-0.39,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4440,1440,240,125,250,146
3951,4050,3540,3540,1450,330,170,350,199
3138,3000,2660,2660,1460,460,250,490,291
2292,2370,1870,1870,1470,660,380,690,430
1512,1560,1170,1170,1480,980,580,1000,658
882,920,640,650,1490,1440,930,1470,1023
460,470,330,340,1500,2140,1480,2140,1606
230,230,165,175,1510,2950,2360,2960,2436
111,115,88,92,1520,3880,3350,3880,3359
57,54,44,48,1530,4820,4290,4840,4328
Time,Price,%,SD
21/03 11:14,"1,481.66",-0.44,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4440,1440,240,125,250,146
3951,4050,3540,3540,1450,330,170,350,199
3138,3000,2660,2660,1460,460,250,490,291
2292,2370,1870,1870,1470,660,380,690,430
1512,1560,1170,1170,1480,980,580,1000,658
882,920,640,650,1490,1440,930,1470,1023
460,470,330,340,1500,2140,1480,2140,1606
230,230,165,175,1510,2950,2360,2960,2436
111,115,88,92,1520,3880,3350,3880,3359
57,54,44,48,1530,4820,4290,4840,4328
Time,Price,%,SD
21/03 11:17,"1,481.66",-0.44,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4440,4370,1440,260,125,250,146
3951,4050,3540,3480,1450,350,170,350,199
3138,3000,2660,2620,1460,490,250,490,291
2292,2370,1870,1820,1470,700,380,690,430
1512,1560,1170,1150,1480,1010,580,1000,658
882,920,640,630,1490,1500,930,1470,1023
460,470,330,330,1500,2220,1480,2140,1606
230,230,165,175,1510,3050,2360,2960,2436
111,115,88,92,1520,3880,3350,3880,3359
57,54,44,54,1530,4930,4290,4840,4328
Time,Price,%,SD
21/03 11:21,"1,481.45",-0.46,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4370,4420,1440,240,125,260,146
3951,4050,3480,3480,1450,340,170,350,199
3138,3000,2620,2630,1460,480,250,500,291
2292,2370,1820,1850,1470,680,380,700,430
1512,1560,1140,1150,1480,990,580,1030,658
882,920,630,650,1490,1480,930,1520,1023
460,470,330,330,1500,2180,1480,2230,1606
230,230,165,170,1510,2990,2360,3050,2436
111,115,88,90,1520,3950,3350,3880,3359
57,54,44,50,1530,4930,4290,4930,4328
Time,Price,%,SD
21/03 11:23,"1,481.45",-0.46,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4370,4420,1440,240,125,260,146
3951,4050,3480,3480,1450,340,170,350,199
3138,3000,2600,2630,1460,480,250,500,291
2292,2370,1810,1850,1470,680,380,710,430
1512,1560,1140,1150,1480,990,580,1040,658
882,920,630,650,1490,1480,930,1540,1023
460,470,320,330,1500,2180,1480,2250,1606
230,230,165,170,1510,2990,2360,3070,2436
111,115,88,90,1520,3950,3350,4000,3359
57,54,44,50,1530,4930,4290,4930,4328
Time,Price,%,SD
21/03 11:24,"1,480.78",-0.50,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4370,4420,1440,240,125,260,146
3951,4050,3480,3480,1450,340,170,360,199
3138,3000,2600,2630,1460,480,250,500,291
2292,2370,1810,1850,1470,680,380,710,430
1512,1560,1140,1150,1480,990,580,1040,658
882,920,630,650,1490,1480,930,1540,1023
460,470,320,330,1500,2180,1480,2250,1606
230,230,165,170,1510,2990,2360,3070,2436
111,115,88,90,1520,3950,3350,4000,3359
57,54,44,50,1530,4930,4290,4930,4328
Time,Price,%,SD
21/03 11:26,"1,480.78",-0.50,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4370,4420,1440,240,125,260,146
3951,4050,3480,3480,1450,340,170,360,199
3138,3000,2600,2630,1460,480,250,500,291
2292,2370,1810,1850,1470,680,380,710,430
1512,1560,1140,1150,1480,990,580,1040,658
882,920,630,650,1490,1480,930,1540,1023
460,470,320,330,1500,2180,1480,2250,1606
230,230,165,170,1510,2990,2360,3070,2436
111,115,88,90,1520,3950,3350,4000,3359
57,54,44,50,1530,4930,4290,4930,4328
Time,Price,%,SD
21/03 11:29,"1,480.78",-0.50,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4370,4430,1440,230,125,260,146
3951,4050,3480,3480,1450,320,170,360,199
3138,3000,2600,2660,1460,450,250,500,291
2292,2370,1810,1840,1470,650,380,710,430
1512,1560,1140,1160,1480,960,580,1040,658
882,920,630,650,1490,1450,930,1540,1023
460,470,320,340,1500,2130,1480,2250,1606
230,230,165,170,1510,2970,2360,3070,2436
111,115,88,90,1520,3870,3350,4000,3359
57,54,44,50,1530,4930,4290,4930,4328
Time,Price,%,SD
21/03 11:30,"1,481.39",-0.46,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4370,4430,1440,230,125,260,146
3951,4050,3480,3480,1450,320,170,360,199
3138,3000,2600,2660,1460,450,250,500,291
2292,2370,1810,1840,1470,650,380,710,430
1512,1560,1140,1160,1480,960,580,1040,658
882,920,630,650,1490,1450,930,1540,1023
460,470,320,340,1500,2130,1480,2250,1606
230,230,165,170,1510,2970,2360,3070,2436
111,115,88,90,1520,3870,3350,4000,3359
57,54,44,50,1530,4930,4290,4930,4328
Time,Price,%,SD
21/03 11:33,"1,481.39",-0.46,10.67
Base,High,Low,CALL,,PUT,Low,High,Base
4877,5000,4370,4420,1440,240,125,260,146
3951,4050,3480,3480,1450,330,170,360,199
3138,3000,2600,2640,1460,460,250,500,291
2292,2370,1810,1850,1470,670,380,710,430
1512,1560,1140,1160,1480,980,580,1040,658
882,920,630,650,1490,1470,930,1540,1023
