Time,Price,%,SD
27/03 09:54,"1,452.93",1.01,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
86,310,185,290,1460,1080,1030,1480,2548
34,110,64,100,1470,1880,1850,2160,3347
14,44,26,40,1480,2820,2790,3080,4402
10,20,14,20,1490,3770,3730,4000,4915
8,12,8,12,1500,4760,4760,5200,5997
Time,Price,%,SD
27/03 10:05,"1,452.87",1.01,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4330,3980,4290,1410,42,30,70,253
1921,3350,2870,3300,1420,68,52,120,400
1157,2390,1560,2350,1430,110,82,280,644
569,1490,940,1440,1440,230,200,470,1011
220,760,430,720,1450,510,480,1200,1681
86,310,185,290,1460,1080,1030,1480,2548
34,110,64,100,1470,1880,1850,2160,3347
14,44,26,40,1480,2820,2790,3080,4402
10,20,14,20,1490,3770,3730,4000,4915
8,12,8,12,1500,4760,4760,5200,5997
Time,Price,%,SD
27/03 10:06,"1,452.87",1.01,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4330,3980,4290,1410,42,30,70,253
1921,3350,2870,3300,1420,68,52,120,400
1157,2390,1560,2350,1430,110,82,280,644
569,1490,940,1440,1440,230,200,470,1011
220,760,430,720,1450,510,480,1200,1681
86,310,185,290,1460,1080,1030,1480,2548
34,110,64,100,1470,1880,1850,2160,3347
14,44,26,40,1480,2820,2790,3080,4402
10,20,14,20,1490,3770,3730,4000,4915
8,12,8,12,1500,4760,4760,5200,5997
Time,Price,%,SD
27/03 10:09,"1,452.87",1.01,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4330,3980,4240,1410,44,30,70,253
1921,3350,2870,3260,1420,70,52,120,400
1157,2390,1560,2290,1430,115,82,280,644
569,1490,940,1400,1440,240,200,470,1011
220,760,430,680,1450,520,480,1200,1681
86,310,185,270,1460,1120,1030,1480,2548
34,110,64,90,1470,1930,1850,2160,3347
14,44,26,34,1480,2880,2790,3080,4402
10,20,14,16,1490,3790,3730,4000,4915
8,12,8,11,1500,4760,4760,5200,5997
Time,Price,%,SD
27/03 10:10,"1,453.31",1.04,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4330,3980,4240,1410,44,30,70,253
1921,3350,2870,3260,1420,70,52,120,400
1157,2390,1560,2290,1430,115,82,280,644
569,1490,940,1400,1440,240,200,470,1011
220,760,430,680,1450,520,480,1200,1681
86,310,185,270,1460,1120,1030,1480,2548
34,110,64,90,1470,1930,1850,2160,3347
14,44,26,34,1480,2880,2790,3080,4402
10,20,14,16,1490,3790,3730,4000,4915
8,12,8,11,1500,4760,4760,5200,5997
Time,Price,%,SD
27/03 10:13,"1,453.31",1.04,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4330,3980,4270,1410,42,30,70,253
1921,3350,2870,3300,1420,68,52,120,400
1157,2390,1560,2350,1430,110,82,280,644
569,1490,940,1470,1440,230,200,470,1011
220,760,430,740,1450,500,480,1200,1681
86,310,185,300,1460,1050,1030,1480,2548
34,110,64,100,1470,1860,1850,2160,3347
14,44,26,38,1480,2810,2790,3080,4402
10,20,14,18,1490,3800,3730,4000,4915
8,12,8,11,1500,4780,4760,5200,5997
Time,Price,%,SD
27/03 10:15,"1,455.21",1.17,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4330,3980,4270,1410,42,30,70,253
1921,3350,2870,3300,1420,68,52,120,400
1157,2390,1560,2350,1430,110,82,280,644
569,1490,940,1470,1440,230,200,470,1011
220,760,430,740,1450,500,480,1200,1681
86,310,185,300,1460,1050,1030,1480,2548
34,110,64,100,1470,1860,1850,2160,3347
14,44,26,38,1480,2810,2790,3080,4402
10,20,14,18,1490,3800,3730,4000,4915
8,12,8,11,1500,4780,4760,5200,5997
Time,Price,%,SD
27/03 10:17,"1,455.21",1.17,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4330,3980,4270,1410,42,30,70,253
1921,3350,2870,3300,1420,68,52,120,400
Time,Price,%,SD
27/03 10:18,"1,455.21",1.17,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4330,3980,4270,1410,34,30,70,253
1921,3360,2870,3360,1420,54,52,120,400
1157,2560,1560,2560,1430,90,82,280,644
569,1660,940,1660,1440,175,175,470,1011
220,890,430,890,1450,400,390,1200,1681
86,380,185,380,1460,880,880,1480,2548
34,125,64,125,1470,1640,1640,2160,3347
14,50,26,46,1480,2550,2550,3080,4402
10,22,14,22,1490,3600,3600,4000,4915
8,12,8,12,1500,4700,4700,5200,5997
Time,Price,%,SD
27/03 10:23,"1,455.32",1.18,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4330,3980,4540,1410,32,30,70,253
1921,3360,2870,3570,1420,54,52,120,400
1157,2560,1560,2600,1430,90,82,280,644
569,1660,940,1670,1440,170,175,470,1011
220,890,430,900,1450,390,390,1200,1681
86,380,185,380,1460,870,880,1480,2548
34,125,64,130,1470,1620,1640,2160,3347
Time,Price,%,SD
27/03 10:27,"1,455.03",1.16,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4540,1410,32,30,70,253
1921,3570,2870,3570,1420,54,52,120,400
1157,2680,1560,2600,1430,90,82,280,644
569,1760,940,1670,1440,170,165,470,1011
220,950,430,900,1450,390,480,1200,1681
86,420,185,380,1460,870,840,1480,2548
34,145,64,130,1470,1620,1560,2160,3347
14,54,26,50,1480,2510,2470,3080,4402
10,24,14,22,1490,3470,3470,4000,4915
8,15,8,15,1500,4530,4520,5200,5997
Time,Price,%,SD
27/03 10:30,"1,453.61",1.06,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4530,1410,32,30,70,253
1921,3570,2870,3530,1420,56,52,120,400
1157,2680,1560,2560,1430,92,82,280,644
569,1760,940,1660,1440,180,165,470,1011
220,950,430,880,1450,390,370,1200,1681
86,420,185,390,1460,890,840,1480,2548
34,145,64,130,1470,1650,1560,2160,3347
14,54,26,48,1480,2510,2470,3080,4402
10,24,14,20,1490,3470,3470,4000,4915
8,15,8,14,1500,4530,4520,5200,5997
Time,Price,%,SD
27/03 10:33,"1,453.61",1.06,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4530,1410,32,30,70,253
1921,3570,2870,3530,1420,56,52,120,400
1157,2680,1560,2560,1430,92,82,280,644
569,1760,940,1660,1440,180,165,470,1011
220,950,430,880,1450,390,370,1200,1681
86,420,185,390,1460,890,840,1480,2548
34,145,64,130,1470,1650,1560,2160,3347
14,54,26,48,1480,2510,2470,3080,4402
10,24,14,20,1490,3470,3470,4000,4915
8,15,8,14,1500,4530,4520,5200,5997
Time,Price,%,SD
27/03 10:39,"1,453.62",1.06,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4370,1410,34,30,70,253
1921,3570,2870,3340,1420,56,52,120,400
1157,2680,1560,2400,1430,88,82,280,644
569,1760,940,1490,1440,180,165,470,1011
220,950,430,740,1450,430,370,1200,1681
86,420,185,290,1460,990,840,1480,2548
34,145,64,86,1470,1790,1560,2160,3347
14,54,26,32,1480,2520,2470,3080,4402
10,24,14,14,1490,3730,3470,4000,4915
8,15,8,12,1500,4700,4520,5200,5997
Time,Price,%,SD
27/03 10:43,"1,453.07",1.02,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4370,1410,32,30,70,253
1921,3570,2870,3400,1420,56,52,120,400
1157,2680,1560,2420,1430,88,82,280,644
569,1760,940,1500,1440,180,165,470,1011
220,950,430,760,1450,420,370,1200,1681
86,420,185,300,1460,960,840,1480,2548
34,145,64,94,1470,1760,1560,2160,3347
14,54,26,34,1480,2740,2470,3080,4402
10,24,14,16,1490,3730,3470,4000,4915
8,15,8,11,1500,4700,4520,5200,5997
Time,Price,%,SD
27/03 10:45,"1,453.07",1.02,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4370,1410,32,30,70,253
1921,3570,2870,3400,1420,56,52,120,400
1157,2680,1560,2420,1430,88,82,280,644
569,1760,940,1500,1440,180,165,470,1011
220,950,430,760,1450,420,370,1200,1681
86,420,185,300,1460,960,840,1480,2548
34,145,64,94,1470,1760,1560,2160,3347
14,54,26,34,1480,2740,2470,3080,4402
10,24,14,16,1490,3730,3470,4000,4915
8,15,8,11,1500,4700,4520,5200,5997
Time,Price,%,SD
27/03 10:47,"1,453.47",1.05,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4370,1410,32,30,70,253
1921,3570,2870,3400,1420,56,52,120,400
1157,2680,1560,2420,1430,88,82,280,644
569,1760,940,1500,1440,180,165,470,1011
220,950,430,760,1450,420,370,1200,1681
86,420,185,300,1460,960,840,1480,2548
34,145,64,94,1470,1760,1560,2160,3347
14,54,26,34,1480,2740,2470,3080,4402
10,24,14,16,1490,3730,3470,4000,4915
8,15,8,11,1500,4700,4520,5200,5997
Time,Price,%,SD
27/03 10:49,"1,453.47",1.05,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4370,1410,36,30,70,253
1921,3570,2870,3380,1420,62,52,120,400
1157,2680,1560,2430,1430,96,82,280,644
569,1760,940,1460,1440,195,165,470,1011
220,950,430,710,1450,450,370,1200,1681
86,420,185,290,1460,1010,840,1480,2548
34,145,64,88,1470,1820,1560,2160,3347
14,54,26,32,1480,2720,2470,3080,4402
10,24,14,16,1490,3730,3470,4000,4915
8,15,8,11,1500,4700,4520,5200,5997
Time,Price,%,SD
27/03 10:50,"1,452.22",0.96,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4370,1410,36,30,70,253
1921,3570,2870,3380,1420,62,52,120,400
1157,2680,1560,2430,1430,96,82,280,644
569,1760,940,1460,1440,195,165,470,1011
220,950,430,710,1450,450,370,1200,1681
86,420,185,290,1460,1010,840,1480,2548
34,145,64,88,1470,1820,1560,2160,3347
14,54,26,32,1480,2720,2470,3080,4402
10,24,14,16,1490,3730,3470,4000,4915
8,15,8,11,1500,4700,4520,5200,5997
Time,Price,%,SD
27/03 10:53,"1,452.22",0.96,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4170,1410,38,30,70,253
1921,3570,2870,3190,1420,60,52,120,400
1157,2680,1560,2220,1430,94,82,280,644
569,1760,940,1330,1440,210,165,470,1011
220,950,430,630,1450,510,370,1200,1681
86,420,185,250,1460,1110,840,1480,2548
34,145,64,80,1470,1940,1560,2160,3347
14,54,26,30,1480,2890,2470,3080,4402
10,24,14,13,1490,3880,3470,4000,4915
8,15,8,11,1500,4820,4520,5200,5997
Time,Price,%,SD
27/03 10:55,"1,452.46",0.98,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4170,1410,38,30,70,253
1921,3570,2870,3190,1420,60,52,120,400
1157,2680,1560,2220,1430,94,82,280,644
569,1760,940,1330,1440,210,165,470,1011
220,950,430,630,1450,510,370,1200,1681
86,420,185,250,1460,1110,840,1480,2548
34,145,64,80,1470,1940,1560,2160,3347
14,54,26,30,1480,2890,2470,3080,4402
10,24,13,13,1490,3880,3470,4000,4915
8,15,8,11,1500,4820,4520,5200,5997
Time,Price,%,SD
27/03 10:56,"1,452.46",0.98,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4170,1410,38,30,70,253
1921,3570,2870,3190,1420,60,52,120,400
1157,2680,1560,2220,1430,94,82,280,644
569,1760,940,1330,1440,210,165,470,1011
220,950,430,630,1450,510,370,1200,1681
86,420,185,250,1460,1110,840,1480,2548
34,145,64,80,1470,1940,1560,2160,3347
14,54,26,30,1480,2890,2470,3080,4402
10,24,13,13,1490,3880,3470,4000,4915
8,15,8,11,1500,4820,4520,5200,5997
Time,Price,%,SD
27/03 11:01,"1,452.41",0.98,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4240,1410,28,26,70,253
1921,3570,2870,3260,1420,54,52,120,400
1157,2680,1560,2290,1430,84,82,280,644
569,1760,940,1400,1440,190,165,470,1011
220,950,430,670,1450,460,370,1200,1681
86,420,185,270,1460,1060,840,1480,2548
34,145,64,86,1470,1850,1560,2160,3347
14,54,26,30,1480,2820,2470,3080,4402
10,24,13,15,1490,3830,3470,4000,4915
8,15,8,11,1500,4830,4520,5200,5997
Time,Price,%,SD
27/03 11:05,"1,452.41",0.98,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4190,1410,28,26,70,253
1921,3570,2870,3250,1420,54,52,120,400
1157,2680,1560,2250,1430,90,82,280,644
569,1760,940,1390,1440,195,165,470,1011
220,950,430,680,1450,470,370,1200,1681
86,420,185,280,1460,1070,840,1480,2548
34,145,64,88,1470,1890,1560,2160,3347
14,54,26,34,1480,2860,2470,3080,4402
10,24,13,17,1490,3820,3470,4000,4915
8,15,8,12,1500,4850,4520,5200,5997
Time,Price,%,SD
27/03 11:06,"1,452.56",0.99,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4200,1410,26,26,70,253
1921,3570,2870,3240,1420,52,52,120,400
1157,2680,1560,2270,1430,82,82,280,644
569,1760,940,1390,1440,195,165,470,1011
220,950,430,670,1450,470,370,1200,1681
86,420,185,270,1460,1060,840,1480,2548
34,145,64,88,1470,1880,1560,2160,3347
14,54,26,32,1480,2840,2470,3080,4402
10,24,13,17,1490,3800,3470,4000,4915
8,15,8,11,1500,4830,4520,5200,5997
Time,Price,%,SD
27/03 11:09,"1,452.56",0.99,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4200,1410,26,26,70,253
1921,3570,2870,3240,1420,52,50,120,400
1157,2680,1560,2270,1430,82,80,280,644
569,1760,940,1390,1440,195,165,470,1011
220,950,430,670,1450,470,370,1200,1681
86,420,185,270,1460,1060,840,1480,2548
34,145,64,88,1470,1880,1560,2160,3347
14,54,26,32,1480,2840,2470,3080,4402
10,24,13,17,1490,3800,3470,4000,4915
8,15,8,11,1500,4830,4520,5200,5997
Time,Price,%,SD
27/03 11:11,"1,453.45",1.05,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4200,1410,26,26,70,253
1921,3570,2870,3240,1420,52,50,120,400
1157,2680,1560,2270,1430,82,80,280,644
569,1760,940,1390,1440,195,165,470,1011
220,950,430,670,1450,470,370,1200,1681
86,420,185,270,1460,1060,840,1480,2548
34,145,64,88,1470,1880,1560,2160,3347
14,54,26,32,1480,2840,2470,3080,4402
10,24,13,17,1490,3800,3470,4000,4915
8,15,8,11,1500,4830,4520,5200,5997
Time,Price,%,SD
27/03 11:21,"1,452.57",0.99,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4200,1410,26,22,70,253
1921,3570,2870,3280,1420,46,46,120,400
1157,2680,1560,2280,1430,88,78,280,644
569,1760,940,1400,1440,195,165,470,1011
220,950,430,670,1450,470,370,1200,1681
86,420,185,260,1460,1060,840,1480,2548
34,145,64,92,1470,1870,1560,2160,3347
14,54,26,34,1480,2810,2470,3080,4402
10,24,13,14,1490,3800,3470,4000,4915
8,15,8,11,1500,4800,4520,5200,5997
Time,Price,%,SD
27/03 11:23,"1,452.57",0.99,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,24,22,70,253
1921,3570,2870,3260,1420,50,46,120,400
1157,2680,1560,2280,1430,90,78,280,644
569,1760,940,1390,1440,200,165,470,1011
220,950,430,670,1450,480,370,1200,1681
86,420,185,270,1460,1080,840,1480,2548
34,145,64,84,1470,1880,1560,2160,3347
14,54,26,30,1480,2810,2470,3080,4402
10,24,13,14,1490,3820,3470,4000,4915
8,15,8,11,1500,4800,4520,5200,5997
Time,Price,%,SD
27/03 11:27,"1,452.32",0.97,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4190,1410,28,22,70,253
1921,3570,2870,3220,1420,52,46,120,400
1157,2680,1560,2260,1430,90,78,280,644
569,1760,940,1370,1440,195,165,470,1011
220,950,430,650,1450,480,370,1200,1681
86,420,185,250,1460,1100,840,1480,2548
34,145,64,84,1470,1920,1560,2160,3347
14,54,26,32,1480,2860,2470,3080,4402
10,24,13,13,1490,3850,3470,4000,4915
8,15,8,10,1500,4850,4520,5200,5997
Time,Price,%,SD
27/03 11:29,"1,452.32",0.97,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4190,1410,28,22,70,253
1921,3570,2870,3220,1420,52,46,120,400
1157,2680,1560,2260,1430,90,78,280,644
569,1760,940,1370,1440,195,165,470,1011
220,950,430,650,1450,480,370,1200,1681
86,420,185,250,1460,1100,840,1480,2548
34,145,64,84,1470,1920,1560,2160,3347
14,54,26,32,1480,2860,2470,3080,4402
10,24,13,13,1490,3850,3470,4000,4915
8,15,8,10,1500,4850,4520,5200,5997
Time,Price,%,SD
27/03 11:31,"1,452.28",0.97,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4190,1410,28,22,70,253
1921,3570,2870,3220,1420,52,46,120,400
1157,2680,1560,2260,1430,90,78,280,644
569,1760,940,1370,1440,195,165,470,1011
220,950,430,650,1450,480,370,1200,1681
86,420,185,250,1460,1100,840,1480,2548
34,145,64,84,1470,1920,1560,2160,3347
14,54,26,32,1480,2860,2470,3080,4402
10,24,13,13,1490,3850,3470,4000,4915
8,15,8,10,1500,4850,4520,5200,5997
Time,Price,%,SD
27/03 11:33,"1,452.28",0.97,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4190,1410,28,22,70,253
1921,3570,2870,3220,1420,52,46,120,400
1157,2680,1560,2260,1430,90,78,280,644
569,1760,940,1370,1440,195,165,470,1011
220,950,430,650,1450,480,370,1200,1681
86,420,185,250,1460,1100,840,1480,2548
34,145,64,84,1470,1920,1560,2160,3347
14,54,26,32,1480,2860,2470,3080,4402
10,24,13,13,1490,3850,3470,4000,4915
8,15,8,10,1500,4850,4520,5200,5997
Time,Price,%,SD
27/03 11:35,"1,452.28",0.97,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4190,1410,26,22,70,253
1921,3570,2870,3240,1420,48,46,120,400
1157,2680,1560,2280,1430,84,78,280,644
569,1760,940,1390,1440,195,165,470,1011
220,950,430,670,1450,470,370,1200,1681
86,420,185,260,1460,1060,840,1480,2548
34,145,64,82,1470,1900,1560,2160,3347
14,54,26,30,1480,2830,2470,3080,4402
10,24,13,14,1490,3830,3470,4000,4915
8,15,8,10,1500,4830,4520,5200,5997
Time,Price,%,SD
27/03 11:41,"1,453.09",1.02,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4210,1410,28,22,70,253
1921,3570,2870,3220,1420,46,46,120,400
1157,2680,1560,2290,1430,88,78,280,644
569,1760,940,1380,1440,195,165,470,1011
220,950,430,660,1450,460,370,1200,1681
86,420,185,250,1460,1060,840,1480,2548
34,145,64,80,1470,1900,1560,2160,3347
14,54,26,32,1480,2850,2470,3080,4402
10,24,13,13,1490,3830,3470,4000,4915
8,15,8,12,1500,4840,4520,5200,5997
Time,Price,%,SD
27/03 11:43,"1,453.09",1.02,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4210,1410,28,22,70,253
1921,3570,2870,3220,1420,46,46,120,400
1157,2680,1560,2290,1430,88,78,280,644
569,1760,940,1380,1440,195,165,470,1011
220,950,430,660,1450,460,370,1200,1681
86,420,185,250,1460,1060,840,1480,2548
34,145,64,80,1470,1900,1560,2160,3347
14,54,26,32,1480,2850,2470,3080,4402
10,24,13,13,1490,3830,3470,4000,4915
8,15,8,12,1500,4840,4520,5200,5997
Time,Price,%,SD
27/03 11:46,"1,452.30",0.97,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,26,22,70,253
1921,3570,2870,3240,1420,50,46,120,400
1157,2680,1560,2280,1430,88,78,280,644
569,1760,940,1390,1440,200,165,470,1011
220,950,430,670,1450,470,370,1200,1681
86,420,185,260,1460,1060,840,1480,2548
34,145,64,84,1470,1880,1560,2160,3347
14,54,26,34,1480,2820,2470,3080,4402
10,24,13,17,1490,3830,3470,4000,4915
8,15,8,11,1500,4820,4520,5200,5997
Time,Price,%,SD
27/03 11:52,"1,452.93",1.01,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,26,22,70,253
1921,3570,2870,3240,1420,50,46,120,400
1157,2680,1560,2280,1430,88,78,280,644
569,1760,940,1390,1440,200,165,470,1011
220,950,430,670,1450,470,370,1200,1681
86,420,185,260,1460,1060,840,1480,2548
34,145,64,84,1470,1880,1560,2160,3347
14,54,26,34,1480,2820,2470,3080,4402
10,24,13,17,1490,3830,3470,4000,4915
8,15,8,11,1500,4820,4520,5200,5997
Time,Price,%,SD
27/03 11:56,"1,452.54",0.99,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,28,22,70,253
1921,3570,2870,3250,1420,50,46,120,400
1157,2680,1560,2290,1430,90,78,280,644
569,1760,940,1410,1440,200,165,470,1011
220,950,430,680,1450,470,370,1200,1681
86,420,185,270,1460,1060,840,1480,2548
34,145,64,88,1470,1870,1560,2160,3347
14,54,26,32,1480,2820,2470,3080,4402
10,24,13,19,1490,3830,3470,4000,4915
8,15,8,11,1500,4800,4520,5200,5997
Time,Price,%,SD
27/03 11:59,"1,452.54",0.99,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,28,22,70,253
1921,3570,2870,3250,1420,50,46,120,400
1157,2680,1560,2290,1430,90,78,280,644
569,1760,940,1410,1440,200,165,470,1011
220,950,430,680,1450,470,370,1200,1681
86,420,185,270,1460,1060,840,1480,2548
34,145,64,88,1470,1870,1560,2160,3347
14,54,26,32,1480,2820,2470,3080,4402
10,24,13,19,1490,3830,3470,4000,4915
8,15,8,11,1500,4800,4520,5200,5997
Time,Price,%,SD
27/03 12:01,"1,452.57",0.99,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,28,22,70,253
1921,3570,2870,3250,1420,50,46,120,400
1157,2680,1560,2290,1430,90,78,280,644
569,1760,940,1410,1440,200,165,470,1011
220,950,430,680,1450,470,370,1200,1681
86,420,185,270,1460,1060,840,1480,2548
34,145,64,88,1470,1870,1560,2160,3347
14,54,26,32,1480,2820,2470,3080,4402
10,24,13,19,1490,3830,3470,4000,4915
8,15,8,11,1500,4800,4520,5200,5997
Time,Price,%,SD
27/03 12:02,"1,452.57",0.99,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,28,22,70,253
1921,3570,2870,3250,1420,50,46,120,400
1157,2680,1560,2300,1430,88,78,280,644
569,1760,940,1410,1440,200,165,470,1011
220,950,430,680,1450,460,370,1200,1681
86,420,185,260,1460,1060,840,1480,2548
34,145,64,90,1470,1870,1560,2160,3347
14,54,26,34,1480,2820,2470,3080,4402
10,24,13,19,1490,3810,3470,4000,4915
8,15,8,11,1500,4800,4520,5200,5997
Time,Price,%,SD
27/03 12:05,"1,452.57",0.99,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,28,22,70,253
1921,3570,2870,3250,1420,50,46,120,400
1157,2680,1560,2300,1430,88,78,280,644
569,1760,940,1410,1440,200,165,470,1011
220,950,430,680,1450,460,370,1200,1681
86,420,185,260,1460,1060,840,1480,2548
34,145,64,90,1470,1870,1560,2160,3347
14,54,26,34,1480,2820,2470,3080,4402
10,24,13,19,1490,3810,3470,4000,4915
8,15,8,11,1500,4800,4520,5200,5997
Time,Price,%,SD
27/03 12:06,"1,452.82",1.01,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,28,22,70,253
1921,3570,2870,3250,1420,50,46,120,400
1157,2680,1560,2300,1430,88,78,280,644
569,1760,940,1410,1440,200,165,470,1011
220,950,430,680,1450,460,370,1200,1681
86,420,185,260,1460,1060,840,1480,2548
34,145,64,90,1470,1870,1560,2160,3347
14,54,26,34,1480,2820,2470,3080,4402
10,24,13,19,1490,3810,3470,4000,4915
8,15,8,11,1500,4800,4520,5200,5997
Time,Price,%,SD
27/03 12:09,"1,452.82",1.01,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,28,22,70,253
1921,3570,2870,3240,1420,50,46,120,400
1157,2680,1560,2280,1430,90,78,280,644
569,1760,940,1380,1440,200,165,470,1011
220,950,430,660,1450,480,370,1200,1681
86,420,185,260,1460,1090,840,1480,2548
34,145,64,82,1470,1890,1560,2160,3347
14,54,26,34,1480,2840,2470,3080,4402
10,24,13,17,1490,3820,3470,4000,4915
8,15,8,11,1500,4820,4520,5200,5997
Time,Price,%,SD
27/03 12:11,"1,452.96",1.02,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,28,22,70,253
1921,3570,2870,3240,1420,50,46,120,400
1157,2680,1560,2280,1430,90,78,280,644
569,1760,940,1380,1440,200,165,470,1011
220,950,430,660,1450,480,370,1200,1681
86,420,185,260,1460,1090,840,1480,2548
34,145,64,82,1470,1890,1560,2160,3347
14,54,26,34,1480,2840,2470,3080,4402
10,24,13,17,1490,3820,3470,4000,4915
8,15,8,11,1500,4820,4520,5200,5997
Time,Price,%,SD
27/03 12:13,"1,452.96",1.02,11.82
Base,High,Low,CALL,,PUT,Low,High,Base
2901,4570,3980,4220,1410,28,22,70,253
1921,3570,2870,3240,1420,50,46,120,400
1157,2680,1560,2280,1430,90,78,280,644
569,1760,940,1380,1440,200,165,470,1011
220,950,430,660,1450,480,370,1200,1681
86,420,185,260,1460,1090,840,1480,2548
34,145,64,82,1470,1890,1560,2160,3347
